"Authors","Year","Title","Journal","Doi","URL","Human","No access","Lat_Deg","Lat_Min","Lat_Sec","Lat_NS","Lon_Deg","Lon_Min","Lon_Sec","Lon_EW","Location","Habitat","Target_Habitat","Experiment","Sample_Diameter_mm","Sample_Area_mm2","Sample_Depth_mm","Sample_Volume_mm3","Sample_Weight_g","Number_Sites","Samples_Per_Site","Total_Number_Samples","Method","Method_Volume_mm3","Method_Volume_Fraction","Method_Weight_g","Total_Seeds","Total_Species","Seed_density_m2","Seed_density_litre","Pos_Species","Neg_Species","Comments","Action required","","","","","","","","","","","","","",""
"Lu, JJ; Tan, DY; Baskin, CC; Baskin, JM","2017","Role of indehiscent pericarp in formation of soil seed bank in five cold desert Brassicaceae species","PLANT ECOLOGY","10.1007/s11258-017-0760-8","http://doi.org/10.1007/s11258-017-0760-8","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sebastian, DJ; Fleming, MB; Patterson, EL; Sebastian, JR; Nissen, SJ","2017","Indaziflam: a new cellulose-biosynthesis-inhibiting herbicide provides long-term control of invasive winter annual grasses","PEST MANAGEMENT SCIENCE","10.1002/ps.4594","http://doi.org/10.1002/ps.4594","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reisman, E","2017","Troubling Tradition, Community, and Self-Reliance: Reframing Expectations for Village Seed Banks","WORLD DEVELOPMENT","10.1016/j.worlddev.2017.04.024","http://doi.org/10.1016/j.worlddev.2017.04.024","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chandra, A; Dargusch, P; Mcnamara, KE; Caspe, AM; Dalabajan, D","2017","A Study of Climate-Smart Farming Practices and Climate-resiliency Field Schools in Mindanao, the Philippines","WORLD DEVELOPMENT","10.1016/j.worlddev.2017.04.028","http://doi.org/10.1016/j.worlddev.2017.04.028","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zhang, K; Sun, YG; Cui, ZS; Yu, D; Zheng, L; Liu, P; Lv, ZM","2017","Periodically spilled-oil input as a trigger to stimulate the development of hydrocarbon-degrading consortia in a beach ecosystem","SCIENTIFIC REPORTS","10.1038/s41598-017-12820-7","http://doi.org/10.1038/s41598-017-12820-7","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gillard, M; Grewell, BJ; Futrell, CJ; Deleu, C; Thiebaut, G","2017","Germination and Seedling Growth of Water Primroses: A Cross Experiment between Two Invaded Ranges with Contrasting Climates","FRONTIERS IN PLANT SCIENCE","10.3389/fpls.2017.01677","http://doi.org/10.3389/fpls.2017.01677","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pence, VC; Finke, LR; Chaiken, MF","2017","Tools for the ex situ conservation of the threatened species, Cycladenia humilis var. jonesii","CONSERVATION PHYSIOLOGY","10.1093/conphys/cox053","http://doi.org/10.1093/conphys/cox053","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Xu, YG; Zhao, YQ; Duan, HM; Sui, N; Yuan, F; Song, J","2017","Transcriptomic profiling of genes in matured dimorphic seeds of euhalophyte Suaeda salsa","BMC GENOMICS","10.1186/s12864-017-4104-9","http://doi.org/10.1186/s12864-017-4104-9","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ohbayashi, K; Hodoki, Y; Kondo, NI; Kunii, H; Shimada, M","2017","A massive tsunami promoted gene flow and increased genetic diversity in a near threatened plant species","SCIENTIFIC REPORTS","10.1038/s41598-017-11270-5","http://doi.org/10.1038/s41598-017-11270-5","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wang, GD; Wang, M; Lu, XG; Jiang, M","2017","Duration of farming is an indicator of natural restoration potential of sedge meadows","SCIENTIFIC REPORTS","10.1038/s41598-017-11429-0","http://doi.org/10.1038/s41598-017-11429-0","JP","","47","50","59","N","133","44","48","E","Sanjiang plain wetlands, northeastern China","Wetland","","","","62500","100","","","23","5","115","Emergence","","","","","97","","","","","","","","","","","","","","","","","","","",""
"Wang, GD; Wang, M; Lu, XG; Jiang, M","2017","Duration of farming is an indicator of natural restoration potential of sedge meadows","SCIENTIFIC REPORTS","10.1038/s41598-017-11429-0","http://doi.org/10.1038/s41598-017-11429-0","JP","","47","50","59","N","133","44","48","E","Sanjiang plain wetlands, northeastern China","Arable","","","","62500","100","","","23","5","115","Emergence","","","","","79","","","","","","","","","","","","","","","","","","","",""
"Diaz-Toribio, MH; Putz, FE","2017","Clear-Cuts Are Not Clean Slates: Residual Vegetation Impediments to Savanna Restoration","CASTANEA","10.2179/16-099","http://doi.org/10.2179/16-099","JP","","29.625147","","","","-82.307808","","","","Boulware Park, Gainsville, Florida","Grassland","Grassland","","54.6","","20","","","3","","240","Emergence","","","","","8","1235","","","","restored pine savanna","","","","","","","","","","","","","","",""
"Bockelmann, J; Tremetsberger, K; Sumberova, K; Grausgruber, H; Bernhardt, KG","2017","Fitness and growth of the ephemeral mudflat species Cyperus fuscus in river and anthropogenic habitats in response to fluctuating water-levels","FLORA","10.1016/j.flora.2017.07.012","http://doi.org/10.1016/j.flora.2017.07.012","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Goets, SA; Kraaij, T; Little, KM","2017","Comparing germination stimuli of two alien invasive species and a native analogue: Towards sustainable management of invasives","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2017.05.002","http://doi.org/10.1016/j.sajb.2017.05.002","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Capon, SJ; Balcombe, SR; McBroom, J","2017","Environmental watering for vegetation diversity outcomes must account for local canopy conditions","ECOHYDROLOGY","10.1002/eco.1859","http://doi.org/10.1002/eco.1859","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Plue, J; Vandepitte, K; Honnay, O; Cousins, SAO","2017","Does the seed bank contribute to the build-up of a genetic extinction debt in the grassland perennial Campanula rotundifolia?","ANNALS OF BOTANY","10.1093/aob/mcx057","http://doi.org/10.1093/aob/mcx057","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cole, I; Prober, S; Lunt, I; Koen, T","2017","Establishment of native grasses and their impact on exotic annuals in degraded box gum woodlands","AUSTRAL ECOLOGY","10.1111/aec.12482","http://doi.org/10.1111/aec.12482","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dyer, AR","2017","The seed ecology of Aegilops triuncialis: linking trait variation to growing conditions","SEED SCIENCE RESEARCH","10.1017/S0960258517000174","http://doi.org/10.1017/S0960258517000174","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Matheus, MT; Rodrigues, AG; Oliveira, DMT; Garcia, QS","2017","Seed longevity and physical dormancy break of two endemic species of Dimorphandra from Brazilian biodiversity hotspots","SEED SCIENCE RESEARCH","10.1017/S0960258517000204","http://doi.org/10.1017/S0960258517000204","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Batlla, D; Agostinelli, AM","2017","Thermal regulation of secondary dormancy induction in Polygonum aviculare seeds: a quantitative analysis using the hydrotime model","SEED SCIENCE RESEARCH","10.1017/S0960258517000198","http://doi.org/10.1017/S0960258517000198","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zhang, CH; Willis, CG; Klein, JA; Ma, Z; Li, JY; Zhou, HK; Zhao, XQ","2017","Recovery of plant species diversity during long-term experimental warming of a species-rich alpine meadow community on the Qinghai-Tibet plateau","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2017.07.019","http://doi.org/10.1016/j.biocon.2017.07.019","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yang, XB; Li, DH; McGrouther, K; Long, WX; Li, YL; Chen, YK; Lv, XB; Niazi, NK; Song, ZL; Wang, HL","2017","Effect of Eucalyptus forests on understory vegetation and soil quality","JOURNAL OF SOILS AND SEDIMENTS","10.1007/s11368-016-1431-4","http://doi.org/10.1007/s11368-016-1431-4","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guo, LJ; Xue, PP; Li, M; Shao, XH","2017","Seed bank and regeneration dynamics of Emmenopterys henryi population on the western side of Wuyi Mountain, South China","JOURNAL OF FORESTRY RESEARCH","10.1007/s11676-017-0376-9","http://doi.org/10.1007/s11676-017-0376-9","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Londe, V; de Sousa, HC; Kozovits, AR","2017","Exotic and invasive species compromise the seed bank and seed rain dynamics in forests undergoing restoration at urban regions","JOURNAL OF FORESTRY RESEARCH","10.1007/s11676-017-0370-2","http://doi.org/10.1007/s11676-017-0370-2","JP","","19","50","22","S","43","51","59","W","Sabara city, Minas Gerais, Brazil","Forest","Forest","","","250000","50","","","1","","45","Emergence","","","","","86","","","","29","Exotic species","","","","","","","","","","","","","","",""
"Jefferson, RG; Walker, KJ","2017","Biological Flora of the British Isles: Serratula tinctoria","JOURNAL OF ECOLOGY","10.1111/1365-2745.12824","http://doi.org/10.1111/1365-2745.12824","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Duncan, JP; Rozum, RN; Powell, JA; Kettenring, KM","2017","Multi-scale methods predict invasion speeds in variable landscapes Case study: Phragmites australis","THEORETICAL ECOLOGY","10.1007/s12080-017-0329-0","http://doi.org/10.1007/s12080-017-0329-0","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ruiz-Gonzalez, C; Nino-Garcia, JP; Kembel, SW; del Giorgio, PA","2017","Identifying the core seed bank of a complex boreal bacterial metacommunity","ISME JOURNAL","10.1038/ismej.2017.67","http://doi.org/10.1038/ismej.2017.67","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Souza-Alonso, P; Rodriguez, J; Gonzalez, L; Lorenzo, P","2017","Here to stay. Recent advances and perspectives about Acacia invasion in Mediterranean areas","ANNALS OF FOREST SCIENCE","10.1007/s13595-017-0651-0","http://doi.org/10.1007/s13595-017-0651-0","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oliveira, TGS; Diamantino, IP; Garcia, QS","2017","Dormancy cycles in buried seeds of three perennial Xyris (Xyridaceae) species from the Brazilian campo rupestre","PLANT BIOLOGY","10.1111/plb.12597","http://doi.org/10.1111/plb.12597","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leder, CV; Peter, G; Funk, FA; Pelaez, DV","2017","Consequences of anthropogenic disturbances on soil seed bank diversity and nurse shrub effect in a semiarid rangeland","BIODIVERSITY AND CONSERVATION","10.1007/s10531-017-1358-0","http://doi.org/10.1007/s10531-017-1358-0","JP","","40","40","0","S","64","10","0","W","Adolfo Alsina, Rio Negro Province, Argentina","Grassland","Grassland","","100","","50","","","7","35","245","Extraction","","","","","36","","","","4","Exotic species; only viable seeds; disturbance gradient","","","","","","","","","","","","","","",""
"Ma, MJ; Baskin, CC; Yu, KL; Ma, Z; Du, GZ","2017","Wetland drying indirectly influences plant community and seed bank diversity through soil pH","ECOLOGICAL INDICATORS","10.1016/j.ecolind.2017.05.027","http://doi.org/10.1016/j.ecolind.2017.05.027","JP","","33","45","","N","102","4","","E","Maqu wetland protection area, Gansu province, China","Wetland","Wetland","","36","","100","","","8","90","720","Emergence","","","","1528","66","","","","","","","","","","","","","","","","","","","",""
"Wassens, S; Ning, N; Hardwick, L; Bino, G; Maguire, J","2017","Long-term changes in freshwater aquatic plant communities following extreme drought","HYDROBIOLOGIA","10.1007/s10750-017-3219-y","http://doi.org/10.1007/s10750-017-3219-y","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chen, T; Christensen, M; Nan, ZBA; Hou, FJ","2017","Effects of grazing intensity on seed size, germination and fungal colonization of Lespedeza davurica in a semi-arid grassland of northwest China","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2017.04.006","http://doi.org/10.1016/j.jaridenv.2017.04.006","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carvalho, N; Raizer, J; Fischer, E","2017","Germination of Cecropia pachystachya (Urticaceae) Dispersed by Artibeus lituratus (Olfers, 1818) and Artibeus planirostris (Spix, 1823; Chiroptera, Phyllostomidae), Campo Grande, Mato Grosso do Sul, Brazil","TROPICAL CONSERVATION SCIENCE","10.1177/1940082917724945","http://doi.org/10.1177/1940082917724945","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Idris, H; Goodfellow, M; Sanderson, R; Asenjo, JA; Bull, AT","2017","Actinobacterial Rare Biospheres and Dark Matter Revealed in Habitats of the Chilean Atacama Desert","SCIENTIFIC REPORTS","10.1038/s41598-017-08937-4","http://doi.org/10.1038/s41598-017-08937-4","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strydom, M; Veldtman, R; Ngwenya, MZ; Esler, KJ","2017","Invasive Australian Acacia seed banks: Size and relationship with stem diameter in the presence of gall-forming biological control agents","PLOS ONE","10.1371/journal.pone.0181763","http://doi.org/10.1371/journal.pone.0181763","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stadler, J; Klotz, S; Brandl, R; Knapp, S","2017","Species richness and phylogenetic structure in plant communities: 20 years of succession","WEB ECOLOGY","10.5194/we-17-37-2017","http://doi.org/10.5194/we-17-37-2017","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aran, D; Garcia-Duro, J; Cruz, O; Casal, M; Reyes, O","2017","Understanding biological characteristics of Acacia melanoxylon in relation to fire to implement control measurements","ANNALS OF FOREST SCIENCE","10.1007/s13595-017-0661-y","http://doi.org/10.1007/s13595-017-0661-y","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Martinez-Ghersa, MA; Menendez, AI; Gundel, PE; Folcia, AM; Romero, AM; Landesmann, JB; Ventura, L; Ghersa, CM","2017","Legacy of historic ozone exposure on plant community and food web structure","PLOS ONE","10.1371/journal.pone.0182796","http://doi.org/10.1371/journal.pone.0182796","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yan, WK; Ma, HM; Shi, GT; Li, YS; Sun, B; Xiao, X; Zhang, Y","2017","Independent Shifts of Abundant and Rare Bacterial Populations across East Antarctica Glacial Foreland","FRONTIERS IN MICROBIOLOGY","10.3389/fmicb.2017.01534","http://doi.org/10.3389/fmicb.2017.01534","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herman, D; Shnerb, NM","2017","Front propagation and effect of memory in stochastic desertification models with an absorbing state","JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT","10.1088/1742-5468/aa82c5","http://doi.org/10.1088/1742-5468/aa82c5","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Farzam, M; Ejtehadi, H","2017","Effects of drought and slope aspect on canopy facilitation in a mountainous rangeland","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtw070","http://doi.org/10.1093/jpe/rtw070","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Machado, FS; de Franca, ACM; dos Santos, RM; Borem, RAT; Guilherme, LRG","2017","Influence of the Edge Effect on a Soil Seed Bank of a Natural Fragment in the Atlantic Forest","IHERINGIA SERIE BOTANICA","10.21826/2446-8231201772211","http://doi.org/10.21826/2446-8231201772211","JP","","21","42","31","S","43","53","7","W","Mata Grande, Ibitipoca State Park, Brasil","Forest","","","","62500","100","","","1","42","42","Emergence","131250000","","","628","46","","","","","","","","","","","","","","","","","","","",""
"Pence, VC; Philpott, M; Culley, TM; Plair, B; Yorke, SR; Lindsey, K; Vanhove, AC; Ballesteros, D","2017","Survival and genetic stability of shoot tips of Hedeoma todsenii RSIrving after long-term cryostorage","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT","10.1007/s11627-017-9854-1","http://doi.org/10.1007/s11627-017-9854-1","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pellegrini, PA; Balatti, GE","2017","Seed Banks: Between Natural Resources Preservation and Appropriation. Phyto-genetic Access in Argentina","DESENVOLVIMENTO E MEIO AMBIENTE","10.5380/dma.v41i0.46802","http://doi.org/10.5380/dma.v41i0.46802","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bird, EJ; Choi, YD","2017","Response of native plants to elevated soil nitrogen in the sand dunes of Lake Michigan, USA","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2016.12.001","http://doi.org/10.1016/j.biocon.2016.12.001","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sutherland, LA; Shepheard, ML","2017","IMPLEMENTING ACCESS AND BENEFIT SHARING FOR SEED BANKING","ANNALS OF THE MISSOURI BOTANICAL GARDEN","10.3417/D-16-00002A","http://doi.org/10.3417/D-16-00002A","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Abella, SR; Schetter, TA; Walters, TL","2017","Restoring and conserving rare native ecosystems: A 14-year plantation removal experiment","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2017.06.034","http://doi.org/10.1016/j.biocon.2017.06.034","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordeau, S; Smith, RG; Gallandt, ER; Brown, B; Salon, P; DiTommaso, A; Ryan, MR","2017","Disentangling the Effects of Tillage Timing and Weather on Weed Community Assembly","AGRICULTURE-BASEL","10.3390/agriculture7080066","http://doi.org/10.3390/agriculture7080066","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alderton, E; Sayer, CD; Davies, R; Lambert, SJ; Axmacher, JC","2017","Buried alive: Aquatic plants survive in 'ghost ponds' under agricultural fields","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2017.06.004","http://doi.org/10.1016/j.biocon.2017.06.004","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tilini, KL; Meyer, SE; Allen, PS","2017","Seed bank dynamics of blowout penstemon in relation to local patterns of sand movement on the Ferris Dunes, south-central Wyoming","BOTANY","10.1139/cjb-2017-0016","http://doi.org/10.1139/cjb-2017-0016","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Merino-Martin, L; Commander, L; Mao, Z; Stevens, JC; Miller, BP; Golos, PJ; Mayence, CE; Dixon, K","2017","Overcoming topsoil deficits in restoration of semiarid lands: Designing hydrologically favourable soil covers for seedling emergence","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2017.04.033","http://doi.org/10.1016/j.ecoleng.2017.04.033","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laursen, L","2017","Plant breeders test drive first open-source seed bank","NATURE BIOTECHNOLOGY","10.1038/nbt0817-700","http://doi.org/10.1038/nbt0817-700","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ruzi, SA; Roche, DP; Zalamea, PC; Robison, AC; Dalling, JW","2017","Species identity influences secondary removal of seeds of Neotropical pioneer tree species","PLANT ECOLOGY","10.1007/s11258-017-0745-7","http://doi.org/10.1007/s11258-017-0745-7","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rodriguez-Arevalo, I; Mattana, E; Garcia, L; Liu, U; Lira, R; Davila, P; Hudson, A; Pritchard, HW; Ulian, T","2017","Conserving seeds of useful wild plants in Mexico: main issues and recommendations","GENETIC RESOURCES AND CROP EVOLUTION","10.1007/s10722-016-0427-7","http://doi.org/10.1007/s10722-016-0427-7","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Martin-Sanz, RC; Callejas-Diaz, M; Tonnabel, J; Climent, JM","2017","Maintenance costs of serotiny in a variably serotinous pine: The role of water supply","PLOS ONE","10.1371/journal.pone.0181648","http://doi.org/10.1371/journal.pone.0181648","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Schubert, N; Demes, K","2017","Phenotypic plasticity in the marine angiosperm Halophila decipiens (Hydrocharitaceae, Streptophyta)","MARINE ECOLOGY PROGRESS SERIES","10.3354/meps12222","http://doi.org/10.3354/meps12222","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Benvenuti, S; Pardossi, A","2017","Weed seedbank dynamics in Mediterranean organic horticulture","SCIENTIA HORTICULTURAE","10.1016/j.scienta.2017.04.011","http://doi.org/10.1016/j.scienta.2017.04.011","JP","","44.09","","","","40.04","","","","Italy","Arable","","","40","","300","","","1","256","256","Extraction","","","","","32","76350","","","","No viability testing on extracted seeds","","","","","","","","","","","","","","",""
"Moraes, RP; Carvalho, WAC; Pereira, JAA; Nascimento, GO; Barros, DA","2017","EFFECT OF TOPSOIL STOCKPILING ON THE VIABILITY OF SEED BANK IN FIELD PHYTOPHYSIOGNOMIES CAMPOS DE ALTITUDE","CERNE","10.1590/01047760201723032340","http://doi.org/10.1590/01047760201723032340","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clemente, AS; Muller, JV; Almeida, E; Costa, CA; Dias, SL; Brehm, JM; Rebelo, R; Martins-Loucao, MA","2017","What can routine germination tests in seed banks tell us about the germination ecology of endemic and protected species?","BOTANY","10.1139/cjb-2017-0003","http://doi.org/10.1139/cjb-2017-0003","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Roznere, I; Titus, JE","2017","Zonation of emergent freshwater macrophytes: Responses to small-scale variation in water depth","JOURNAL OF THE TORREY BOTANICAL SOCIETY","10.3159/TORREY-D-16-00017.1","http://doi.org/10.3159/TORREY-D-16-00017.1","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordeau, S; Smith, RG; Gallandt, ER; Brown, B; Salon, P; DiTommaso, A; Ryan, MR","2017","Timing of Tillage as a Driver of Weed Communities","WEED SCIENCE","10.1017/wsc.2017.26","http://doi.org/10.1017/wsc.2017.26","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Portinho, JL; Nielsen, DL; Ning, N; Paul, W; Nogueira, M","2017","Spatial variability of aquatic plant and microfaunal seed and egg bank communities within a forested floodplain system of a temperate Australian river","AQUATIC SCIENCES","10.1007/s00027-016-0514-z","http://doi.org/10.1007/s00027-016-0514-z","NSH","","35","53","30","S","145","2","47","E","Barmah–Millewa Forest (BMF), Murray River, south-eastern Australia","Wetland","","","","","","","10000","10","5","50","Emergence","","","37500","2132","26","","","","","","","","","","","","","","","","","","","",""
"Bourgeois, B; Boutin, C; Vanasse, A; Poulin, M","2017","Divergence between riparian seed banks and standing vegetation increases along successional trajectories","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12536","http://doi.org/10.1111/jvs.12536","NSH","","46.5583","","","","-70.9249","","","","Canada","Forest","Forest","","","","100","1600000","","2","45","90","Emergence","54000000","","","15960","122","","","70","","Three zones sampled along river courses. Richness presented across all the data, but abundance per zone. Averages calculated here. ","","","","","","","","","","","","","","",""
"Melchinger, AE; Schopp, P; Muller, D; Schrag, TA; Bauer, E; Unterseer, S; Homann, L; Schipprack, W; Schon, CC","2017","Safeguarding Our Genetic Resources with Libraries of Doubled-Haploid Lines","GENETICS","10.1534/genetics.115.186205","http://doi.org/10.1534/genetics.115.186205","NSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gordon, CE; Price, OF; Tasker, EM","2017","Mapping and exploring variation in post-fire vegetation recovery following mixed severity wildfire using airborne LiDAR","ECOLOGICAL APPLICATIONS","10.1002/eap.1555","http://doi.org/10.1002/eap.1555","NSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liu, B; Yang, J; Johnstone, JF","2017","Understory vascular plant community assembly in relation to time-since-fire and environmental variables in a Chinese boreal forest","JOURNAL OF MOUNTAIN SCIENCE","10.1007/s11629-016-4158-1","http://doi.org/10.1007/s11629-016-4158-1","NSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Omondi, SF; Odee, DW; Ongamo, GO; Kanya, JI; Khasa, DP","2017","Effects of anthropogenic disturbances on natural regeneration and population structure of gum arabic tree (Acacia senegal) in the woodlands of Lake Baringo ecosystem, Kenya","JOURNAL OF FORESTRY RESEARCH","10.1007/s11676-016-0349-4","http://doi.org/10.1007/s11676-016-0349-4","NSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dalton, RL; Carpenter, DJ; Boutin, C; Allison, JE","2017","Factors affecting soil seed banks of riparian communities in an agricultural ecosystem: potential for conservation of native plant diversity","APPLIED VEGETATION SCIENCE","10.1111/avsc.12313","http://doi.org/10.1111/avsc.12313","NSH","","45.12567","","","","-75.3997","","","","Canada","Forest","Forest","","76.2","","152.4","","","24","36","864","Emergence","","","","11436","181","16137","","","59","Non-native species","","","","","","","","","","","","","","",""
"Dawson, SK; Kingsford, RT; Berney, P; Keith, DA; Hemmings, FA; Warton, DI; Waters, C; Catford, JA","2017","Frequent inundation helps counteract land use impacts on wetland propagule banks","APPLIED VEGETATION SCIENCE","10.1111/avsc.12295","http://doi.org/10.1111/avsc.12295","NSH","","-30.8","","","","147.55","","","","Australia","Wetland","Wetland","","50","","50","","","108","90","9720","Emergence","","","","29974","92","","","","","","","","","","","","","","","","","","","",""
"Sebastian, DJ; Nissen, SJ; Sebastian, JR; Beck, KG","2017","Seed Bank Depletion: The Key to Long-Term Downy Brome (Bromus tectorum L.) Management","RANGELAND ECOLOGY & MANAGEMENT","10.1016/j.rama.2016.12.003","http://doi.org/10.1016/j.rama.2016.12.003","NSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mattana, E; Manger, KR; Way, MJ; Ulian, T; Garcia, R; Encarnacion, W; Clase, T; Peguero, B; Jimenez, F","2017","A new seed bank for Hispaniola to support the conservation and sustainable use of the Caribbean native flora","ORYX","10.1017/S0030605317000692","http://doi.org/10.1017/S0030605317000692","NSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
