"Author","Year","Title","Journal","Doi","URL"
"Wei, XZ; Jiang, MX",2021,"Meta-analysis of genetic representativeness of plant populations under ex situ conservation in contrast to wild source populations","CONSERVATION BIOLOGY","10.1111/cobi.13617","http://doi.org/10.1111/cobi.13617"
"Schaeffer, AH; Silveira, DC; Schaeffer, OA; Langaro, NC; Vargas, L",2021,"Seed germination behavior of glyphosate-resistant and susceptible Italian ryegrass (Lolium multiflorum Lam.)","WEED BIOLOGY AND MANAGEMENT","10.1111/wbm.12218","http://doi.org/10.1111/wbm.12218"
"Ye, XH; Gao, SQ; Du, J; Liu, GF; Cui, QG; Huang, ZY",2021,"Responses of aboveground and belowground net primary productivity to sand burial and enhanced precipitation in a semiarid desertified steppe","LAND DEGRADATION & DEVELOPMENT","10.1002/ldr.3845","http://doi.org/10.1002/ldr.3845"
"Malavert, C; Batlla, D; Benech-Arnold, RL",2021,"Light sensitivity changes during dormancy induction in Polygonum aviculare L. seeds: development of a predictive model of annual changes in seed-bank light sensitivity in relation to soil temperature","WEED RESEARCH","10.1111/wre.12463","http://doi.org/10.1111/wre.12463"
"Gijsman, F; Vitt, P",2021,"Seed size and capitulum position drive germination and dormancy responses to projected warming for the threatened dune endemic Cirsium pitcheri (Asteraceae)","ECOLOGY AND EVOLUTION","10.1002/ece3.7109","http://doi.org/10.1002/ece3.7109"
"Hiiesalu, I; Klimesova, J; Dolezal, J; Mudrak, O; Gotzenberger, L; Hornik, J; de Bello, F",2021,"Hidden below-ground plant diversity buffers against species loss during land-use change in species-rich grasslands","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12971","http://doi.org/10.1111/jvs.12971"
"Palma, AC; Goosem, M; Fensham, RJ; Goosem, S; Preece, ND; Stevenson, PR; Laurance, SGW",2021,"Dispersal and recruitment limitations in secondary forests","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12975","http://doi.org/10.1111/jvs.12975"
"Atsbha, T; Wayu, S; Gebretsadkan, N; Giday, T; Gebremariam, T",2020,"Exclosure land management for restoration of herbaceous species in degraded communal grazing lands in Southern Tigray","ECOSYSTEM HEALTH AND SUSTAINABILITY","10.1080/20964129.2020.1829993","http://doi.org/10.1080/20964129.2020.1829993"
"Li, W; Dou, ZG; Cui, LJ; Zhao, XS; Zhang, MY; Zhang, Y; Gao, CJ; Yang, Z; Lei, YR; Pan, X",2020,"Soil fauna diversity at different stages of reed restoration in a lakeshore wetland at Lake Taihu, China","ECOSYSTEM HEALTH AND SUSTAINABILITY","10.1080/20964129.2020.1722034","http://doi.org/10.1080/20964129.2020.1722034"
"Logofet, DO; Kazantseva, ES; Onipchenko, VG",2020,"Seed bank as a persistent problem in matrix population models: From uncertainty to certain bounds","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2020.109284","http://doi.org/10.1016/j.ecolmodel.2020.109284"
"Dairel, M; Fidelis, A",2020,"The presence of invasive grasses affects the soil seed bank composition and dynamics of both invaded and non-invaded areas of open savannas","JOURNAL OF ENVIRONMENTAL MANAGEMENT","10.1016/j.jenvman.2020.111291","http://doi.org/10.1016/j.jenvman.2020.111291"
"Kelleway, JJ; Iles, JA; Kobayashi, T; Ling, JNE",2021,"Resilience of a native soil seed bank in a floodplain lake subjected to cropping, grazing and extended drought","MARINE AND FRESHWATER RESEARCH","10.1071/MF19386","http://doi.org/10.1071/MF19386"
"De Cauwer, B; Biesemans, N; De Ryck, S; Delanote, L; Dewaele, K; Willekens, K; Vanden Nest, T; Reheul, D",2021,"Effects of soil and crop management practices and pedo-hydrological conditions on the seedbank size of Galinsoga spp. in organic vegetable fields","WEED RESEARCH","10.1111/wre.12457","http://doi.org/10.1111/wre.12457"
"Tamura, A",2021,"Potential for soil seed banks to drive vegetation changes in windswept Sasa grasslands in eastern Japan","JOURNAL OF FOREST RESEARCH","10.1080/13416979.2020.1844941","http://doi.org/10.1080/13416979.2020.1844941"
"Wang, Y; Ye, F; Wu, SJ; Wu, JP; Yan, J; Xu, K; Hong, YG",2020,"Biogeographic pattern of bacterioplanktonic community and potential function in the Yangtze River: Roles of abundant and rare taxa","SCIENCE OF THE TOTAL ENVIRONMENT","10.1016/j.scitotenv.2020.141335","http://doi.org/10.1016/j.scitotenv.2020.141335"
"Gill, NS; Hoecker, TJ; Turner, MG",2021,"The propagule doesn't fall far from the tree, especially after short-interval, high-severity fire","ECOLOGY","10.1002/ecy.3194","http://doi.org/10.1002/ecy.3194"
"Zhou, Y; Lei, F; Wang, Q; He, WC; Yuan, B; Yuan, WY",2020,"Identification of Novel Alleles of the Rice Blast-Resistance Gene Pi9 through Sequence-Based Allele Mining","RICE","10.1186/s12284-020-00442-z","http://doi.org/10.1186/s12284-020-00442-z"
"Yue, SD; Zhang, XM; Xu, SC; Zhang, Y; Zhao, P; Wang, XD; Zhou, Y",2020,"Reproductive Strategies of the Seagrass Zostera japonica Under Different Geographic Conditions in Northern China","FRONTIERS IN MARINE SCIENCE","10.3389/fmars.2020.574790","http://doi.org/10.3389/fmars.2020.574790"
"Trepanier, KE; Pinno, BD; Errington, RC",2021,"Dominant drivers of plant community assembly vary by soil type and time in reclaimed forests","PLANT ECOLOGY","10.1007/s11258-020-01096-z","http://doi.org/10.1007/s11258-020-01096-z"
"Schoenrock, KM; McHugh, TA; Krueger-Hadfield, SA",2021,"Revisiting the 'bank of microscopic forms' in macroalgal-dominated ecosystems","JOURNAL OF PHYCOLOGY","10.1111/jpy.13092","http://doi.org/10.1111/jpy.13092"
"Borghi, CE; Navas, AR; Andino, N",2020,"A subterranean ecosystem-engineering rodent influences plant emergence and reproductive strategy in a high-altitude cold desert","JOURNAL OF MAMMALOGY","10.1093/jmammal/gyaa118","http://doi.org/10.1093/jmammal/gyaa118"
"Rojas-Botero, S; Solorza-Bejarano, J; Kollmann, J; Teixeira, LH",2020,"Nucleation increases understory species and functional diversity in early tropical forest restoration","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2020.106031","http://doi.org/10.1016/j.ecoleng.2020.106031"
"Osabutey, AK; Zodrow, KR; Marques, P; Pal, RW",2020,"Amendments Activate Soil Seed Bank in Greenhouse Study, Indicating Potential for Improved Restoration Outcomes","ECOLOGICAL RESTORATION","10.3368/er.38.4.228","http://doi.org/10.3368/er.38.4.228"
"Kallow, S; Davies, R; Panis, B; Janssens, SB; Vandelook, F; Mertens, A; Swennen, R; Tahir, MB; Dickie, J",2020,"Regulation of seed germination by diurnally alternating temperatures in disturbance-adapted banana crop wild relatives (Musa acuminata)","SEED SCIENCE RESEARCH","10.1017/S0960258520000471","http://doi.org/10.1017/S0960258520000471"
"Schlesinger, CA; Kaestli, M; Christian, KA; Muldoon, S",2020,"Response of reptiles to weed-control and native plant restoration in an arid, grass-invaded landscape","GLOBAL ECOLOGY AND CONSERVATION","10.1016/j.gecco.2020.e01325","http://doi.org/10.1016/j.gecco.2020.e01325"
"Xu, S; Xu, SC; Zhou, Y; Gu, RT; Zhang, XM; Yue, SD",2020,"Long-term seed storage for desiccation sensitive seeds in the marine foundation species Zostera marina L. (eelgrass)","GLOBAL ECOLOGY AND CONSERVATION","10.1016/j.gecco.2020.e01401","http://doi.org/10.1016/j.gecco.2020.e01401"
"Moya, D; Sagra, J; Lucas-Borja, ME; Plaza-Alvarez, PA; Gonzalez-Romero, J; De Las Heras, J; Ferrandis, P",2020,"Post-Fire Recovery of Vegetation and Diversity Patterns in Semiarid Pinus halepensis Mill. Habitats after Salvage Logging","FORESTS","10.3390/f11121345","http://doi.org/10.3390/f11121345"
"Schaeffer, AH; Schaeffer, OA; Silveira, DC; Bertol, JAG; Rocha, DK; dos Santos, FM; Vargas, L; Langaro, NC",2020,"Reduction of Ryegrass (Lolium multiflorum Lam.) Natural Re-Sowing with Herbicides and Plant Growth Regulators","AGRONOMY-BASEL","10.3390/agronomy10121960","http://doi.org/10.3390/agronomy10121960"
"Cizkova, E; Navratilova, J; Martinat, S; Navratil, J; Frazier, RJ",2020,"Impact of Water Level on Species Quantity and Composition Grown from the Soil Seed Bank of the Inland Salt Marsh: An Ex-Situ Experiment","LAND","10.3390/land9120533","http://doi.org/10.3390/land9120533"
"Nam, KH; Han, SM",2020,"Seed Germination of Sunflower as a Case Study for the Risk Assessment and Management of Transgenic Plants Used for Environmental Remediation in South Korea","SUSTAINABILITY","10.3390/su122310110","http://doi.org/10.3390/su122310110"
"Manez-Crespo, J; Tuya, F; Fernandez-Torquemada, Y; Royo, L; del Pilar-Ruso, Y; Espino, F; Manent, P; Antich, L; Castejon-Silvo, I; Curbelo, L; de la Ossa, JA; Hernan, G; Mateo-Ramirez, A; Pereda-Briones, L; Jimenez-Ramos, R; Egea, LG; Procaccini, G; Terrados, J; Tomas, F",2020,"Seagrass Cymodocea nodosa across biogeographical regions and times: Differences in abundance, meadow structure and sexual reproduction","MARINE ENVIRONMENTAL RESEARCH","10.1016/j.marenvres.2020.105159","http://doi.org/10.1016/j.marenvres.2020.105159"
"Vinograd, A; Zaady, E; Kigel, J",2020,"Abandoned corrals: colonization and vegetation recovery of ephemeral habitats in silvo-pastoral systems","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtaa062","http://doi.org/10.1093/jpe/rtaa062"
"Minteer, CR; Smith, MC; Madeira, P; Goosem, C; Zonneveld, R; Makinson, J; Wheeler, GS; Purcell, M",2020,"Is biological control for earleaf acacia (Acacia auriculiformis) Feasible in the United States?","BIOCONTROL SCIENCE AND TECHNOLOGY","10.1080/09583157.2020.1833305","http://doi.org/10.1080/09583157.2020.1833305"
"Wietzke, A; Albert, K; Bergmeier, E; Sutcliffe, LME; van Waveren, CS; Leuschner, C",2020,"Flower strips, conservation field margins and fallows promote the arable flora in intensively farmed landscapes: Results of a 4-year study","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2020.107142","http://doi.org/10.1016/j.agee.2020.107142"
"Blath, J; Tobias, A",2020,"Invasion and fixation of microbial dormancy traits under competitive pressure","STOCHASTIC PROCESSES AND THEIR APPLICATIONS","10.1016/j.spa.2020.07.018","http://doi.org/10.1016/j.spa.2020.07.018"
"Liu, ZN; Ge, XL; Fu, ZY; Liu, J",2020,"Alternanthera philoxeroides invasion affects the soil seed bank of reed community","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","10.1016/j.envexpbot.2020.104196","http://doi.org/10.1016/j.envexpbot.2020.104196"
"Gasparin, E; Faria, JMR; Jose, AC; Tonetti, OAO; de Melo, RA; Hilhorst, HWM",2020,"Viability of recalcitrantAraucaria angustifoliaseeds in storage and in a soil seed bank","JOURNAL OF FORESTRY RESEARCH","10.1007/s11676-019-01001-z","http://doi.org/10.1007/s11676-019-01001-z"
"Humphries, T; Florentine, SK; Dowling, K; Turville, C; Sinclair, S",2021,"Weed management for landscape scale restoration of global temperate grasslands","LAND DEGRADATION & DEVELOPMENT","10.1002/ldr.3802","http://doi.org/10.1002/ldr.3802"
"DeMalach, N; Kigel, J; Sternberg, M",2021,"The soil seed bank can buffer long-term compositional changes in annual plant communities","JOURNAL OF ECOLOGY","10.1111/1365-2745.13555","http://doi.org/10.1111/1365-2745.13555"
"Borokini, IT; Weisberg, PJ; Peacock, MM",2021,"Quantifying the relationship between soil seed bank and plant community assemblage in sites harboring the threatened Ivesia webberi in the western Great Basin Desert","APPLIED VEGETATION SCIENCE","10.1111/avsc.12547","http://doi.org/10.1111/avsc.12547"
"Morgan, JW; McCarthy, MA; Willocks, E",2021,"Does intraspecific variation in demography have implications for fire management of an obligate-seeder shrub across its geographic range?","AUSTRAL ECOLOGY","10.1111/aec.12981","http://doi.org/10.1111/aec.12981"
"Varela, MM; Rodriguez-Ramos, T; Guerrero-Feijoo, E; Nieto-Cid, M",2020,"Changes in Activity and Community Composition Shape Bacterial Responses to Size-Fractionated Marine DOM","FRONTIERS IN MICROBIOLOGY","10.3389/fmicb.2020.586148","http://doi.org/10.3389/fmicb.2020.586148"
"Reisch, C; Sattler, J",2021,"Impact of river dynamics on the genetic variation of Gypsophila repens (Caryophyllaceae): a comparison of heath forest and more dynamic gravel bank populations along an alpine river","PLANT BIOLOGY","10.1111/plb.13195","http://doi.org/10.1111/plb.13195"
"Onesimo, CMG; Dias, DD; Beirao, MV; Kozovits, AR; Messias, MCTB",2021,"Ecological succession in areas degraded by bauxite mining indicates successful use of topsoil","RESTORATION ECOLOGY","10.1111/rec.13303","http://doi.org/10.1111/rec.13303"
"Ruwanza, S",2021,"Vegetation and soil recovery following Eucalyptus grandis removal in Limpopo Province, South Africa","AFRICAN JOURNAL OF ECOLOGY","10.1111/aje.12822","http://doi.org/10.1111/aje.12822"
"Waryszak, P; Standish, RJ; Ladd, PG; Enright, NJ; Brundrett, M; Fontaine, JB",2021,"Best served deep: The seedbank from salvaged topsoil underscores the role of the dispersal filter in restoration practice","APPLIED VEGETATION SCIENCE","10.1111/avsc.12539","http://doi.org/10.1111/avsc.12539"
"Zhang, CJ; Mahoney, J; Kim, DS; Sun, SN; Gan, L; Fan, JB; Yan, XB",2020,"Pollen longevity, flowering phenology, and seedbank persistence of Camelina sativa (L.) Crantz and congenic species","INDUSTRIAL CROPS AND PRODUCTS","10.1016/j.indcrop.2020.112872","http://doi.org/10.1016/j.indcrop.2020.112872"
"Guignabert, A; Augusto, L; Delerue, F; Maugard, F; Gire, C; Magnin, C; Niollet, S; Gonzalez, M",2020,"Combining partial cutting and direct seeding to overcome regeneration failures in dune forests","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2020.118466","http://doi.org/10.1016/j.foreco.2020.118466"
"Zaplata, MK; Nhabanga, A; Stalmans, M; Volpers, T; Burkart, M; Sperfeld, E",2021,"Grasses cope with high-contrast ecosystem conditions in the large outflow of the Banhine wetlands, Mozambique","AFRICAN JOURNAL OF ECOLOGY","10.1111/aje.12820","http://doi.org/10.1111/aje.12820"
"Saatkamp, A; Henry, F; Dutoit, T",NA,"Romans Shape Today's Vegetation and Soils: Two Millennia of Land-Use Legacy Dynamics in Mediterranean Grasslands","ECOSYSTEMS","10.1007/s10021-020-00581-w","http://doi.org/10.1007/s10021-020-00581-w"
"Carbonne, B; Petit, S; Neidel, V; Foffova, H; Daouti, E; Frei, B; Skuhrovec, J; Rezac, M; Saska, P; Wallinger, C; Traugott, M; Bohan, DA",2020,"The resilience of weed seedbank regulation by carabid beetles, at continental scales, to alternative prey","SCIENTIFIC REPORTS","10.1038/s41598-020-76305-w","http://doi.org/10.1038/s41598-020-76305-w"
"Ludewig, K; Hansen, W; Klinger, YP; Eckstein, RL; Otte, A",2021,"Seed bank offers potential for active restoration of mountain meadows","RESTORATION ECOLOGY","10.1111/rec.13311","http://doi.org/10.1111/rec.13311"
"Houngbedji, T; Dessaint, F; Nicolardot, B; Perronne, R; Gibot-Leclerc, S",2020,"Abundance of Rhamphicarpa fistulosa in rainfed lowland rice fields in the Savannah region of Togo: Moderate influence of physico-chemical characteristics of soils","WEED RESEARCH","10.1111/wre.12446","http://doi.org/10.1111/wre.12446"
"Piskackova, TR; Reberg-Horton, SC; Richardson, RJ; Jennings, KM; Leon, RG",2020,"Incorporating environmental factors to describe wild radish (Raphanus raphanistrum) seedling emergence and plant phenology","WEED SCIENCE","10.1017/wsc.2020.64","http://doi.org/10.1017/wsc.2020.64"
"Li, T; Fan, JQ; Qian, ZG; Yuan, GH; Meng, DD; Guo, SL; Lv, WG",2020,"Predation on weed seeds and seedlings by Pheretima guillelmi and its potential for weed biocontrol","WEED SCIENCE","10.1017/wsc.2020.65","http://doi.org/10.1017/wsc.2020.65"
"Zheng, YR; Rong, S; Wei, D; Yan, W",2020,"Correlation between Riparian Plant Communities and Plantpropagule Banks in Dicun Stream","JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY","10.3103/S1063455X20060120","http://doi.org/10.3103/S1063455X20060120"
"Franczak, M; Franczak, L",2020,"Seed bank and vegetation in a closed depression in agricultural landscape: relation to moisture conditions and soil properties","POLISH JOURNAL OF ECOLOGY","10.3161/15052249PJE2020.68.3.002","http://doi.org/10.3161/15052249PJE2020.68.3.002"
"Boe, A; Kephart, KD; Berdahl, JD; Peel, MD; Brummer, EC; Xu, L; Wu, YJ",2020,"Breeding Alfalfa for Semiarid Regions in the Northern Great Plains: History and Additional Genetic Evaluations of Novel Germplasm","AGRONOMY-BASEL","10.3390/agronomy10111686","http://doi.org/10.3390/agronomy10111686"
"Cordeau, S; Baudron, A; Adeux, G",2020,"Is Tillage a Suitable Option for Weed Management in Conservation Agriculture?","AGRONOMY-BASEL","10.3390/agronomy10111746","http://doi.org/10.3390/agronomy10111746"
"Andreasen, C; Rossing, K; Ritz, C",2020,"Prescribed Burning as A Management Tool to Destroy Dry Seeds of Invasive Conifers in Heathland in Denmark","LAND","10.3390/land9110432","http://doi.org/10.3390/land9110432"
"Restuccia, A; Scavo, A; Lombardo, S; Pandino, G; Fontanazza, S; Anastasi, U; Abbate, C; Mauromicale, G",2020,"Long-Term Effect of Cover Crops on Species Abundance and Diversity of Weed Flora","PLANTS-BASEL","10.3390/plants9111506","http://doi.org/10.3390/plants9111506"
"Veselkin, DV; Zolotareva, NV; Lipikhina, YA; Podgaevskaya, EN; Kiseleva, OA",2020,"Diversity of Plants in Thickets of Invasive Sorbaria sorbifolia: Differences in the Effect on Aboveground Vegetation and Seed Bank","RUSSIAN JOURNAL OF ECOLOGY","10.1134/S1067413620060090","http://doi.org/10.1134/S1067413620060090"
"Amor, MD; Walsh, NG; James, EA",2020,"Genetic Patterns and Climate Modelling Reveal Challenges for Conserving Sclerolaena napiformis (Amaranthaceae s.l.) an Endemic Chenopod of Southeast Australia","DIVERSITY-BASEL","10.3390/d12110417","http://doi.org/10.3390/d12110417"
"McKenzie, LJ; Yoshida, RL",2020,"Over a decade monitoring Fiji's seagrass condition demonstrates resilience to anthropogenic pressures and extreme climate events","MARINE POLLUTION BULLETIN","10.1016/j.marpolbul.2020.111636","http://doi.org/10.1016/j.marpolbul.2020.111636"
"Shinoda, Y; Uchida, K; Koyama, A; Akasaka, M",2021,"Deer grazing changes seed traits and functions of grazing-intolerant plants","PLANT SPECIES BIOLOGY","10.1111/1442-1984.12300","http://doi.org/10.1111/1442-1984.12300"
"Torok, P; Bullock, JM; Jimenez-Alfaro, B; Sonkoly, J",2020,"The importance of dispersal and species establishment in vegetation dynamics and resilience","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12958","http://doi.org/10.1111/jvs.12958"
"Plue, J; Van Calster, H; Auestad, I; Basto, S; Bekker, RM; Bruun, HH; Chevalier, R; Decocq, G; Grandin, U; Hermy, M; Jacquemyn, H; Jakobsson, A; Jankowska-Blaszczuk, M; Kalamees, R; Koch, MA; Marrs, RH; Marteinsdottir, B; Milberg, P; Maren, IE; Pakeman, RJ; Phoenix, GK; Thompson, K; Vandvik, V; Wagner, M; Auffret, AG",2021,"Buffering effects of soil seed banks on plant community composition in response to land use and climate","GLOBAL ECOLOGY AND BIOGEOGRAPHY","10.1111/geb.13201","http://doi.org/10.1111/geb.13201"
"Doroski, DA; Duguid, MC; Ashton, MS",2021,"Forest patch size predicts seed bank composition in urban areas","APPLIED VEGETATION SCIENCE","10.1111/avsc.12534","http://doi.org/10.1111/avsc.12534"
"GeFellers, JW; Buehler, DA; Moorman, CE; Zobel, JM; Harper, CA",2020,"Seeding is not always necessary to restore native early successional plant communities","RESTORATION ECOLOGY","10.1111/rec.13249","http://doi.org/10.1111/rec.13249"
"Abbas, AM; Rubio-Casal, AE; De Cires, A; Figueroa, EM; Pickart, AJ; Castillo, JM",2020,"Burial effects on seed germination and seedling emergence of two halophytes of contrasting seed size","PLANT ECOLOGY & DIVERSITY","10.1080/17550874.2020.1832154","http://doi.org/10.1080/17550874.2020.1832154"
"Buisson, E; De Almeida, T; Durbecq, A; Arruda, AJ; Vidaller, C; Alignan, JF; Toma, TSP; Hess, MCM; Pavon, D; Isselin-Nondedeu, F; Jaunatre, R; Moinardeau, C; Young, TP; Mesleard, F; Dutoit, T; Blight, O; Bischoff, A",2021,"Key issues in Northwestern Mediterranean dry grassland restoration","RESTORATION ECOLOGY","10.1111/rec.13258","http://doi.org/10.1111/rec.13258"
"White, L; Catterall, C; Taffs, K",2020,"Fire can promote germination, recruitment and seed bank accumulation of the threatened annual grass Arthraxon hispidus","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT20004","http://doi.org/10.1071/BT20004"
"Dinis, M; Vicente, JR; de Sa, NC; Lopez-Nunez, FA; Marchante, E; Marchante, H",2020,"Can Niche Dynamics and Distribution Modeling Predict the Success of Invasive Species Management Using Biocontrol? Insights From Acacia longifolia in Portugal","FRONTIERS IN ECOLOGY AND EVOLUTION","10.3389/fevo.2020.576667","http://doi.org/10.3389/fevo.2020.576667"
"He, XL; Yuan, L; Wang, ZH; Zhou, ZZ; Wan, L",2020,"A study of soil seed banks across one complete chronosequence of secondary succession in a karst landscape","PEERJ","10.7717/peerj.10226","http://doi.org/10.7717/peerj.10226"
"Trezise, JE; Facelli, JM; Paton, DC; Davies, RJP",2021,"The effect of heat and smoke on the soil seed banks of heathlands on permanent freshwater swamps","AUSTRAL ECOLOGY","10.1111/aec.12957","http://doi.org/10.1111/aec.12957"
"Wright, BR; Latz, PK; Albrecht, DE; Fensham, RJ",2021,"Buffel grass (Cenchrus ciliaris) eradication in arid central Australia enhances native plant diversity and increases seed resources for granivores","APPLIED VEGETATION SCIENCE","10.1111/avsc.12533","http://doi.org/10.1111/avsc.12533"
"Kapas, RE; Plue, J; Kimberley, A; Cousins, SAO",2020,"Grazing livestock increases both vegetation and seed bank diversity in remnant and restored grasslands","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12956","http://doi.org/10.1111/jvs.12956"
"Melander, B; Rasmussen, IA; Olesen, JE",2020,"Legacy effects of leguminous green manure crops on the weed seed bank in organic crop rotations","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2020.107078","http://doi.org/10.1016/j.agee.2020.107078"
"Guzzon, F; Bello, P; Bradford, KJ; Guzman, MDM; Costich, DE",2020,"Enhancing seed conservation in rural communities of Guatemala by implementing the dry chain concept","BIODIVERSITY AND CONSERVATION","10.1007/s10531-020-02059-6","http://doi.org/10.1007/s10531-020-02059-6"
"Carrasco-Puga, G; Diaz, FP; Soto, DC; Hernandez-Castro, C; Contreras-Lopez, O; Maldonado, A; Latorre, C; Gutierrez, RA",2021,"Revealing hidden plant diversity in arid environments","ECOGRAPHY","10.1111/ecog.05100","http://doi.org/10.1111/ecog.05100"
"De la Fuente, CP; Ibanez, ST; Leon, MF; Martinez-Tilleria, K; Sandoval, A",2020,"Conservation of native plants in the seed base Bank of Chile","CONSERVATION SCIENCE AND PRACTICE","10.1111/csp2.292","http://doi.org/10.1111/csp2.292"
"Laspina, NV; Batlla, D; Benech-Arnold, RL",2020,"Dormancy cycling is accompanied by changes in ABA sensitivity in Polygonum aviculare seeds","JOURNAL OF EXPERIMENTAL BOTANY","10.1093/jxb/eraa340","http://doi.org/10.1093/jxb/eraa340"
"Kovendi-Jako, A; Szitar, K; Halassy, M; Halasz, K; Mojzes, A; Torok, K",2021,"Effect of seed storing duration and sowing year on the seedling establishment of grassland species in xeric environments","RESTORATION ECOLOGY","10.1111/rec.13209","http://doi.org/10.1111/rec.13209"
"McCarthy, JK; Wiser, SK; Bellingham, PJ; Beresford, RM; Campbell, RE; Turner, R; Richardson, SJ",2021,"Using spatial models to identify refugia and guide restoration in response to an invasive plant pathogen","JOURNAL OF APPLIED ECOLOGY","10.1111/1365-2664.13756","http://doi.org/10.1111/1365-2664.13756"
"Colado, MLZ; Reis, LK; Guerra, A; Ferreira, BHD; Fonseca, DR; Timoteo, A; Gondim, EX; Guerin, N; Garcia, LC",2020,"Key decision-making criteria for dormancy-breaking and ability to form seed banks of Cerrado native tree species","ACTA BOTANICA BRASILICA","10.1590/0102-33062020abb0033","http://doi.org/10.1590/0102-33062020abb0033"
"Wood, JB; Schutte, BJ; Guzman, I; Sanogo, S",2020,"Water availability influences the inhibitory effects of mustard seed meal on Palmer amaranth (Amaranthus palmeri) and Verticillium dahliae","WEED TECHNOLOGY","10.1017/wet.2020.52","http://doi.org/10.1017/wet.2020.52"
"Bakke, IA; Da Silva, JER; Bakke, OA; Freire, ALD",2020,"SEED DISPERSAL, SEEDBANK, SEEDLING SURVIVAL, AND INITIAL GROWTH OF THREE CAATINGA TREES","REVISTA CAATINGA","10.1590/1983-21252020v33n416rc","http://doi.org/10.1590/1983-21252020v33n416rc"
"Rowe, HI; Sprague, TA; Broatch, J; Gruber, D; Langenfeld, D; Rivera, L",2020,"Lessons Learned 5+Years After Transplanting and Seeding Restoration Sites in the Sonoran Desert, USA","AMERICAN MIDLAND NATURALIST","10.1637/0003-0031-184.2.129","http://doi.org/10.1637/0003-0031-184.2.129"
"Gonzalez-Benito, ME; Ibanez, MA; Pirredda, M; Mira, S; Martin, C",2020,"Application of the MSAP Technique to Evaluate Epigenetic Changes in Plant Conservation","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","10.3390/ijms21207459","http://doi.org/10.3390/ijms21207459"
"Chalermsri, A; Ampornpan, L; Purahong, W",2020,"Seed Rain, Soil Seed Bank, and Seedling Emergence Indicate Limited Potential for Self-Recovery in a Highly Disturbed, Tropical, Mixed Deciduous Forest","PLANTS-BASEL","10.3390/plants9101391","http://doi.org/10.3390/plants9101391"
"Pence, VC; Ballesteros, D; Walters, C; Reed, BM; Philpott, M; Dixon, KW; Pritchard, HW; Culley, TM; Vanhove, AC",2020,"Cryobiotechnologies: Tools for expanding long-term ex situ conservation to all plant species","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2020.108736","http://doi.org/10.1016/j.biocon.2020.108736"
"Woods, CL; Mekonnen, AB; Baez-Schon, M; Thomas, R; Scull, P; Tsegay, BA; Cardelus, CL",2020,"Tree Community Composition and Dispersal Syndrome Vary with Human Disturbance in Sacred Church Forests in Ethiopia","FORESTS","10.3390/f11101082","http://doi.org/10.3390/f11101082"
"Zida, D; Sanou, L; Diawara, S; Savadogo, P; Thiombiano, A",2020,"Herbaceous seeds dominates the soil seed bank after long-term prescribed fire, grazing and selective tree cutting in savanna-woodlands of West Africa","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2020.103607","http://doi.org/10.1016/j.actao.2020.103607"
"Porceddu, M; Sanna, M; Serra, S; Manconi, M; Bacchetta, G",2020,"Seed germination requirements of Hypericum scruglii, an endangered medicinal plant species of Sardinia (Italy)","BOTANY","10.1139/cjb-2020-0039","http://doi.org/10.1139/cjb-2020-0039"
"Nandan, R; Singh, V; Kumar, V; Singh, SS; Hazra, KK; Nath, CP; Malik, RK; Poonia, SP",2020,"Viable weed seed density and diversity in soil and crop productivity under conservation agriculture practices in rice-based cropping systems","CROP PROTECTION","10.1016/j.cropro.2020.105210","http://doi.org/10.1016/j.cropro.2020.105210"
"Wu, HW; Asaduzzaman, M; Shephard, A; Hopwood, M; Ma, XY",2020,"Germination and emergence characteristics of prickly lettuce (Lactuca serriola L.)","CROP PROTECTION","10.1016/j.cropro.2020.105222","http://doi.org/10.1016/j.cropro.2020.105222"
"Huang, Y; Ren, H; Wang, J; Liu, N; Jian, SG; Cai, HY; Hui, DF; Guo, QF",2020,"Relationships between vegetation and soil seed banks along a center-to-edge gradient on a tropical coral island","ECOLOGICAL INDICATORS","10.1016/j.ecolind.2020.106689","http://doi.org/10.1016/j.ecolind.2020.106689"
"Garcia, QS; Barreto, LC; Bicalho, EM",2020,"Environmental factors driving seed dormancy and germination in tropical ecosystems: A perspective from campo rupestre species","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","10.1016/j.envexpbot.2020.104164","http://doi.org/10.1016/j.envexpbot.2020.104164"
