"Author","Year","Title","Journal","Doi","URL"
"Reddy, DE",2017,"Emerging Trends in Seedbanking for Food and Agriculture: An International Perspective","JOURNAL OF AGRICULTURAL & FOOD INFORMATION","10.1080/10496505.2017.1289092","http://doi.org/10.1080/10496505.2017.1289092"
"Khan, MJ; Brodie, G; Gupta, D",2017,"THE EFFECT OF MICROWAVE SOIL TREATMENT ON RICE PRODUCTION UNDER FIELD CONDITIONS","TRANSACTIONS OF THE ASABE","10.13031/trans.12125","http://doi.org/10.13031/trans.12125"
"Bean, JM; Melville, GJ; Hacker, RB",2017,"Assessment of the potential of a range of microhabitats for use as seed production areas in moderately degraded rangelands in semiarid Australia","RANGELAND JOURNAL","10.1071/RJ16095","http://doi.org/10.1071/RJ16095"
"Farmer, JA; Bradley, KW; Young, BG; Steckel, LE; Johnson, WG; Norsworthy, JK; Davis, VM; Loux, MM",2017,"Influence of Tillage Method on Management of Amaranthus Species in Soybean","WEED TECHNOLOGY","10.1614/WT-D-16-00061.1","http://doi.org/10.1614/WT-D-16-00061.1"
"Schutte, BJ",2017,"Measuring Interference from Midseason Tall Morningglory (Ipomoea purpurea) to Develop a Model for Teaching Weed Seedbank Effects on Chile Pepper","WEED TECHNOLOGY","10.1017/wet.2016.19","http://doi.org/10.1017/wet.2016.19"
"Bae, J; Nurse, RE; Simard, MJ; Page, ER",2017,"Managing glyphosate-resistant common ragweed (Ambrosia artemisiifolia): effect of glyphosate-phenoxy tank mixes on growth, fecundity, and seed viability","WEED SCIENCE","10.1614/WS-D-16-00094.1","http://doi.org/10.1614/WS-D-16-00094.1"
"Goplen, JJ; Sheaffer, CC; Becker, RL; Coulter, JA; Breitenbach, FR; Behnken, LM; Johnson, GA; Gunsolus, JL",2017,"Seedbank Depletion and Emergence Patterns of Giant Ragweed (Ambrosia trifida) in Minnesota Cropping Systems","WEED SCIENCE","10.1614/WS-D-16-00084.1","http://doi.org/10.1614/WS-D-16-00084.1"
"Rotches-Ribalta, R; Armengot, L; Mader, P; Mayer, J; Sans, FX",2017,"Long-Term Management Affects the Community Composition of Arable Soil Seedbanks","WEED SCIENCE","10.1614/WS-D-16-00072.1","http://doi.org/10.1614/WS-D-16-00072.1"
"Squire, GR",2017,"Defining sustainable limits during and after intensification in a maritime agricultural ecosystem","ECOSYSTEM HEALTH AND SUSTAINABILITY","10.1080/20964129.2017.1368873","http://doi.org/10.1080/20964129.2017.1368873"
"Quinn, NF; Brainard, DC; Szendrei, Z",2016,"The Effect of Conservation Tillage and Cover Crop Residue on Beneficial Arthropods and Weed Seed Predation in Acorn Squash","ENVIRONMENTAL ENTOMOLOGY","10.1093/ee/nvw139","http://doi.org/10.1093/ee/nvw139"
"Schiaffino, MR; Lara, E; Fernandez, LD; Balague, V; Singer, D; Seppey, CCW; Massana, R; Izaguirre, I",2016,"Microbial eukaryote communities exhibit robust biogeographical patterns along a gradient of Patagonian and Antarctic lakes","ENVIRONMENTAL MICROBIOLOGY","10.1111/1462-2920.13566","http://doi.org/10.1111/1462-2920.13566"
"Rayburn, AP; Schriefer, C; Zamora, A; Laca, EA",2016,"Seedbank-Vegetation Relationships in Restored and Degraded Annual California Grasslands: Implications for Restoration","ECOLOGICAL RESTORATION","10.3368/er.34.4.277","http://doi.org/10.3368/er.34.4.277"
"Pandolfo, CE; Presotto, A; Carbonell, FT; Ureta, S; Poverene, M; Cantamutto, M",2016,"Transgenic glyphosate-resistant oilseed rape (Brassica napus) as an invasive weed in Argentina: detection, characterization, and control alternatives","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","10.1007/s11356-016-7670-5","http://doi.org/10.1007/s11356-016-7670-5"
"Buchanan, AL; Kolb, LN; Hooks, CRR",2016,"Can winter cover crops influence weed density and diversity in a reduced tillage vegetable system?","CROP PROTECTION","10.1016/j.cropro.2016.08.006","http://doi.org/10.1016/j.cropro.2016.08.006"
"Zwanenburg, B; Mwakaboko, AS; Kannan, C",2016,"Suicidal germination for parasitic weed control","PEST MANAGEMENT SCIENCE","10.1002/ps.4222","http://doi.org/10.1002/ps.4222"
"Dahlquist-Willard, RM; Marshall, MN; Betts, SL; Tuell-Todd, CC; VanderGheynst, JS; Stapleton, JJ",2016,"Development and validation of a Weibull-Arrhenius model to predict thermal inactivation of black mustard (Brassica nigra) seeds under fluctuating temperature regimens","BIOSYSTEMS ENGINEERING","10.1016/j.biosystemseng.2016.09.015","http://doi.org/10.1016/j.biosystemseng.2016.09.015"
"Haughton, AJ; Bohan, DA; Clark, SJ; Mallott, MD; Mallott, V; Sage, R; Karp, A",2016,"Dedicated biomass crops can enhance biodiversity in the arable landscape","GLOBAL CHANGE BIOLOGY BIOENERGY","10.1111/gcbb.12312","http://doi.org/10.1111/gcbb.12312"
"Lukina, AO; Boutin, C; Rowland, O; Carpenter, DJ",2016,"Evaluating trivalent chromium toxicity on wild terrestrial and wetland plants","CHEMOSPHERE","10.1016/j.chemosphere.2016.07.055","http://doi.org/10.1016/j.chemosphere.2016.07.055"
"Lati, RN; Shem-Tov, S; Fennimore, SA",2016,"Burning Nettle (Urtica urens) Germination and Seedbank Characteristics in Coastal California","WEED SCIENCE","10.1614/WS-D-15-00205.1","http://doi.org/10.1614/WS-D-15-00205.1"
"Muller-Stover, D; Nybroe, O; Baraibar, B; Loddo, D; Eizenberg, H; French, K; Sonderskov, M; Neve, P; Peltzer, DA; Maczey, N; Christensen, S",2016,"Contribution of the seed microbiome to weed management","WEED RESEARCH","10.1111/wre.12218","http://doi.org/10.1111/wre.12218"
"Klima, K; Synowiec, A",2016,"Field emergence and the long-term efficacy of control of Heracleum sosnowskyi plants of different ages in southern Poland","WEED RESEARCH","10.1111/wre.12214","http://doi.org/10.1111/wre.12214"
"Schutte, BJ; Klypin, N; Shukla, MK",2016,"Influence of Irrigation Timing on Disturbance-Induced Reductions in Soil Seedbank Density","WEED SCIENCE","10.1614/WS-D-15-00191.1","http://doi.org/10.1614/WS-D-15-00191.1"
"Wu, HW; Stanton, R; Lemerle, D",2016,"Herbicidal control of Solanum elaeagnifolium Cay. in Australia","CROP PROTECTION","10.1016/j.cropro.2016.06.001","http://doi.org/10.1016/j.cropro.2016.06.001"
"Gornish, ES; Fierer, N; Barberan, A",2016,"Associations between an Invasive Plant (Taeniatherum caput-medusae, Medusahead) and Soil Microbial Communities","PLOS ONE","10.1371/journal.pone.0163930","http://doi.org/10.1371/journal.pone.0163930"
"Keene, CL; Curran, WS",2016,"Optimizing High-Residue Cultivation Timing and Frequency in Reduced-Tillage Soybean and Corn","AGRONOMY JOURNAL","10.2134/agronj2015.0604","http://doi.org/10.2134/agronj2015.0604"
"Mavunganidze, Z; Madakadze, IC; Nyamangara, J; Mafongoya, P",2016,"Influence of selected soil properties, soil management practices and socio-economic variables on relative weed density in a hand hoe-based conservation agriculture system","SOIL USE AND MANAGEMENT","10.1111/sum.12287","http://doi.org/10.1111/sum.12287"
"Galatowitsch, SM; Larson, DL; Larson, JL",2016,"Factors affecting post-control reinvasion by seed of an invasive species, Phragmites australis, in the central Platte River, Nebraska","BIOLOGICAL INVASIONS","10.1007/s10530-015-1048-3","http://doi.org/10.1007/s10530-015-1048-3"
"Cordeau, S; Triolet, M; Wayman, S; Steinberg, C; Guillemin, JP",2016,"Bioherbicides: Dead in the water? A review of the existing products for integrated weed management","CROP PROTECTION","10.1016/j.cropro.2016.04.016","http://doi.org/10.1016/j.cropro.2016.04.016"
"Correia, M; Montesinos, D; French, K; Rodriguez-Echeverria, S",2016,"Evidence for enemy release and increased seed production and size for two invasive Australian acacias","JOURNAL OF ECOLOGY","10.1111/1365-2745.12612","http://doi.org/10.1111/1365-2745.12612"
"Chakraborty, S; Cici, SZH; Todd, J; Loucks, C; Van Acker, RC",2016,"Exploring the weed biology of two potentially novel oilseed crops: Euphorbia lagascae and Centrapalus pauciflorus","CANADIAN JOURNAL OF PLANT SCIENCE","10.1139/cjps-2015-0270","http://doi.org/10.1139/cjps-2015-0270"
"Stubbington, R; Gunn, J; Little, S; Worrall, TP; Wood, PJ",2016,"Macroinvertebrate seedbank composition in relation to antecedent duration of drying and multiple wet-dry cycles in a temporary stream","FRESHWATER BIOLOGY","10.1111/fwb.12770","http://doi.org/10.1111/fwb.12770"
"Pfeiffer, A; Silva, E; Colquhoun, J",2016,"Living mulch cover crops for weed control in small-scale applications","RENEWABLE AGRICULTURE AND FOOD SYSTEMS","10.1017/S1742170515000253","http://doi.org/10.1017/S1742170515000253"
"Tidemann, BD; Hall, LM; Harker, KN; Alexander, BCS",2016,"Identifying Critical Control Points in the Wild Oat (Avena fatua) Life Cycle and the Potential Effects of Harvest Weed-Seed Control","WEED SCIENCE","10.1614/WS-D-15-00200.1","http://doi.org/10.1614/WS-D-15-00200.1"
"Kathiresan, R; Gualbert, G",2016,"Impact of climate change on the invasive traits of weeds","WEED BIOLOGY AND MANAGEMENT","10.1111/wbm.12096","http://doi.org/10.1111/wbm.12096"
"Hammill, K; Penman, T; Bradstock, R",2016,"Responses of resilience traits to gradients of temperature, rainfall and fire frequency in fire-prone, Australian forests: potential consequences of climate change","PLANT ECOLOGY","10.1007/s11258-016-0578-9","http://doi.org/10.1007/s11258-016-0578-9"
"Casquero, M; Cantamutto, M",2016,"Interference of the agrestal Helianthus annuus biotype with sunflower growth","WEED RESEARCH","10.1111/wre.12197","http://doi.org/10.1111/wre.12197"
"Miller, MR; Norsworthy, JK",2016,"Evaluation of Herbicide Programs for Use in a 2,4-D-Resistant Soybean Technology for Control of Glyphosate-Resistant Palmer Amaranth (Amaranthus palmeri)","WEED TECHNOLOGY","10.1614/WT-D-15-00129.1","http://doi.org/10.1614/WT-D-15-00129.1"
"Schwartz, LM; Gibson, DJ; Young, BG",2016,"Life history of Achyranthes japonica (Amaranthaceae): an invasive species in southern Illinois","JOURNAL OF THE TORREY BOTANICAL SOCIETY","10.3159/TORREY-D-14-00014","http://doi.org/10.3159/TORREY-D-14-00014"
"Kulkarni, SS; Dosdall, LM; Spence, JR; Willenborg, CJ",2016,"Brassicaceous Weed Seed Predation by Ground Beetles (Coleoptera: Carabidae)","WEED SCIENCE","10.1614/WS-D-15-00069.1","http://doi.org/10.1614/WS-D-15-00069.1"
"Kleemann, SGL; Preston, C; Gill, GS",2016,"Influence of Management on Long-Term Seedbank Dynamics of Rigid Ryegrass (Lolium rigidum) in Cropping Systems of Southern Australia","WEED SCIENCE","10.1614/WS-D-15-00119.1","http://doi.org/10.1614/WS-D-15-00119.1"
"Raffaelli, M; Martelloni, L; Frasconi, C; Fontanelli, M; Carlesi, S; Peruzzi, A",2016,"A prototype band-steaming machine: Design and field application","BIOSYSTEMS ENGINEERING","10.1016/j.biosystemseng.2016.02.001","http://doi.org/10.1016/j.biosystemseng.2016.02.001"
"Gibson, DJ; Young, BG; Owen, MDK; Gage, KL; Matthews, JL; Jordan, DL; Shaw, DR; Weller, SC; Wilson, RG",2016,"Benchmark study on glyphosate-resistant cropping systems in the United States. Part 7: Effects of weed management strategy (grower practices versus academic recommendations) on the weed soil seedbank over 6 years","PEST MANAGEMENT SCIENCE","10.1002/ps.4039","http://doi.org/10.1002/ps.4039"
"Busi, R; Powles, SB",2016,"Transgenic glyphosate-resistant canola (Brassica napus) can persist outside agricultural fields in Australia","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2015.12.028","http://doi.org/10.1016/j.agee.2015.12.028"
"Castro, SA; Figueroa, JA; Escobedo, V",2016,"Effect of the harvest year and cultivation temperature on the germination of Hirschfeldia incana (Brassicaceae): inferences on its invasiveness in Chile","BRAZILIAN JOURNAL OF BOTANY","10.1007/s40415-015-0237-8","http://doi.org/10.1007/s40415-015-0237-8"
"Vasileiadis, VP; Froud-Williams, RJ; Loddo, D; Eleftherohorinos, IG",2016,"Emergence dynamics of barnyardgrass and jimsonweed from two depths when switching from conventional to reduced and no-till conditions","SPANISH JOURNAL OF AGRICULTURAL RESEARCH","10.5424/sjar/2016141-8752","http://doi.org/10.5424/sjar/2016141-8752"
"Recasens, J; Garcia, AL; Cantero-Martinez, C; Torra, J; Royo-Esnal, A",2016,"Long-term effect of different tillage systems on the emergence and demography of Bromus diandrus in rainfed cereal fields","WEED RESEARCH","10.1111/wre.12185","http://doi.org/10.1111/wre.12185"
"Wright, BR; Fensham, RJ",2016,"Relationships between fire severity and recruitment in arid grassland dominated by the obligate-seeding soft spinifex (Triodia pungens)","INTERNATIONAL JOURNAL OF WILDLAND FIRE","10.1071/WF16052","http://doi.org/10.1071/WF16052"
"Lemerle, D; Luckett, DJ; Koetz, EA; Potter, T; Wu, HW",2016,"Seeding rate and cultivar effects on canola (Brassica napus) competition with volunteer wheat (Triticum aestivum)","CROP & PASTURE SCIENCE","10.1071/CP16159","http://doi.org/10.1071/CP16159"
"Chick, MP; Cohn, JS; Nitschke, CR; York, A",2016,"Lack of soil seedbank change with time since fire: relevance to seed supply after prescribed burns","INTERNATIONAL JOURNAL OF WILDLAND FIRE","10.1071/WF15013","http://doi.org/10.1071/WF15013"
"Bell, CE; Allen, EB; Weathers, KA; McGiffen, M",2016,"Simple Approaches to Improve Restoration of Coastal Sage Scrub Habitat in Southern California","NATURAL AREAS JOURNAL","10.3375/043.036.0107","http://doi.org/10.3375/043.036.0107"
"Bean, JM; Melville, GJ; Hacker, RB; Anderson, S; Whittington, A; Clipperton, SP",2016,"Effects of fenced seed production areas and restoration treatments on the size and composition of the native grass seedbanks in moderately degraded rangelands in semiarid Australia","RANGELAND JOURNAL","10.1071/RJ15065","http://doi.org/10.1071/RJ15065"
"Inman, MD; Jordan, DL; York, AC; Jennings, KM; Monks, DW; Everman, WJ; Bollman, SL; Fowler, JT; Cole, RM; Soteres, JK",2016,"Long-Term Management of Palmer Amaranth (Amaranthus palmeri) in Dicamba-Tolerant Cotton","WEED SCIENCE","10.1614/WS-D-15-00058.1","http://doi.org/10.1614/WS-D-15-00058.1"
"Phillips, RL; Ficken, C; Eken, M; Hendrickson, J; Beeri, O",2016,"Wetland Soil Carbon in a Watershed Context for the Prairie Pothole Region","JOURNAL OF ENVIRONMENTAL QUALITY","10.2134/jeq2015.06.0310","http://doi.org/10.2134/jeq2015.06.0310"
"Kimberley, A; Blackburn, GA; Whyatt, JD; Smart, SM",2016,"How well is current plant trait composition predicted by modern and historical forest spatial configuration?","ECOGRAPHY","10.1111/ecog.01607","http://doi.org/10.1111/ecog.01607"
"Blubaugh, CK; Kaplan, I",2016,"Invertebrate Seed Predators Reduce Weed Emergence Following Seed Rain","WEED SCIENCE","10.1614/WS-D-15-00111.1","http://doi.org/10.1614/WS-D-15-00111.1"
"Midega, CAO; Pickett, J; Hooper, A; Pittchar, J; Khan, ZR",2016,"Maize Landraces are Less Affected by Striga hermonthica Relative to Hybrids in Western Kenya","WEED TECHNOLOGY","10.1614/WT-D-15-00055.1","http://doi.org/10.1614/WT-D-15-00055.1"
"Schwartz, LM; Norsworthy, JK; Young, BG; Bradley, KW; Kruger, GR; Davis, VM; Steckel, LE; Walsh, MJ",2016,"Tall Waterhemp (Amaranthus tuberculatus) and Palmer amaranth (Amaranthus palmeri) Seed Production and Retention at Soybean Maturity","WEED TECHNOLOGY","10.1614/WT-D-15-00130.1","http://doi.org/10.1614/WT-D-15-00130.1"
"Wallinger, C; Sint, D; Baier, F; Schmid, C; Mayer, R; Traugott, M",2015,"Detection of seed DNA in regurgitates of granivorous carabid beetles","BULLETIN OF ENTOMOLOGICAL RESEARCH","10.1017/S000748531500067X","http://doi.org/10.1017/S000748531500067X"
"Hoiberg, AH; Minner, DD",2015,"No Kentucky Bluegrass or Perennial Ryegrass Seedbank Formation When Sown at 1-inch Depth in the Upper Midwest","CROP FORAGE & TURFGRASS MANAGEMENT","10.2134/cftm2015.0125","http://doi.org/10.2134/cftm2015.0125"
"Mirsky, SB; Wallace, JM; Curran, WS; Crockett, BC",2015,"Hairy Vetch Seedbank Persistence and Implications for Cover Crop Management","AGRONOMY JOURNAL","10.2134/agronj14.0523","http://doi.org/10.2134/agronj14.0523"
"Martins, BAB; Christoffoleti, PJ",2015,"Buttonweed emergence as affected by seed burial depth and straw on the soil surface","SCIENTIA AGRICOLA","10.1590/0103-9016-2014-0400","http://doi.org/10.1590/0103-9016-2014-0400"
"Balcazar-Vargas, MP; Salguero-Gomez, R; Zuidema, PA",2015,"No second chances: demography from the forest floor to the canopy and back again","JOURNAL OF ECOLOGY","10.1111/1365-2745.12466","http://doi.org/10.1111/1365-2745.12466"
"Van Bogaert, R; Gauthier, S; Drobyshev, I; Jayen, K; Greene, DF; Bergeron, Y",2015,"Prolonged Absence of Disturbance Associated with Increased Environmental Stress May Lead to Reduced Seedbank Size in Picea mariana in Boreal Eastern North America","ECOSYSTEMS","10.1007/s10021-015-9888-3","http://doi.org/10.1007/s10021-015-9888-3"
"du Toit, JCO; O'Connor, TG; Van den Berg, L",2015,"Photographic evidence of fire-induced shifts from dwarf-shrub- to grass-dominated vegetation in Nama-Karoo","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2015.06.002","http://doi.org/10.1016/j.sajb.2015.06.002"
"Nichols, V; Verhulst, N; Cox, R; Govaerts, B",2015,"Weed dynamics and conservation agriculture principles: A review","FIELD CROPS RESEARCH","10.1016/j.fcr.2015.07.012","http://doi.org/10.1016/j.fcr.2015.07.012"
"Wagner, SA; Fraterrigo, JM",2015,"Positive feedbacks between fire and non-native grass invasion in temperate deciduous forests","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2015.06.024","http://doi.org/10.1016/j.foreco.2015.06.024"
"Shergill, LS; Fleet, B; Preston, C; Gill, G",2015,"Incidence of Herbicide Resistance, Seedling Emergence, and Seed Persistence of Smooth Barley (Hordeum glaucum) in South Australia","WEED TECHNOLOGY","10.1614/WT-D-15-00064.1","http://doi.org/10.1614/WT-D-15-00064.1"
"Schutte, BJ; Cunningham, A",2015,"Tall Morningglory (Ipomoea purpurea) Seedbank Density Effects on Pendimethalin Control Outcomes","WEED TECHNOLOGY","10.1614/WT-D-14-00161.1","http://doi.org/10.1614/WT-D-14-00161.1"
"van der Laat, R; Owen, MDK; Liebman, M; Leon, RG",2015,"Postdispersal Weed Seed Predation and Invertebrate Activity Density in Three Tillage Regimes","WEED SCIENCE","10.1614/WS-D-15-00030.1","http://doi.org/10.1614/WS-D-15-00030.1"
"Birthisel, SK; Gallandt, ER; Jabbour, R; Drummond, FA",2015,"Habitat and Time Are More Important Predictors of Weed Seed Predation than Space on a Diversified Vegetable Farm in Maine, USA","WEED SCIENCE","10.1614/WS-D-15-00057.1","http://doi.org/10.1614/WS-D-15-00057.1"
"Kulkarni, SS; Dosdall, LM; Spence, JR; Willenborg, CJ",2015,"Depth of Seed Burial and Gender Influence Weed Seed Predation by Three Species of Ground Beetle (Coleoptera: Carabidae)","WEED SCIENCE","10.1614/WS-D-15-00080.1","http://doi.org/10.1614/WS-D-15-00080.1"
"Blackshaw, RE; Pearson, DC; Larney, FJ; Regitnig, PJ; Nitschelm, JJ; Lupwayi, NZ",2015,"Conservation Management and Crop Rotation Effects on Weed Populations in a 12-Year Irrigated Study","WEED TECHNOLOGY","10.1614/WT-D-15-00071.1","http://doi.org/10.1614/WT-D-15-00071.1"
"Stenerud, S; Mangerud, K; Sjursen, H; Torp, T; Brandsaeter, LO",2015,"Effects of weed harrowing and undersown clover on weed growth and spring cereal yield","WEED RESEARCH","10.1111/wre.12163","http://doi.org/10.1111/wre.12163"
"Mauro, RP; Lo Monaco, A; Lombardo, S; Restuccia, A; Mauromicale, G",2015,"Eradication of Orobanche/Phelipanche spp. seedbank by soil solarization and organic supplementation","SCIENTIA HORTICULTURAE","10.1016/j.scienta.2015.06.038","http://doi.org/10.1016/j.scienta.2015.06.038"
"Blaise, D; Wanjari, RH; Singh, RK; Hati, KM",2015,"The response of weed community in soybean with conventional and conservation tillage systems on rainfed Vertisols","ARCHIVES OF AGRONOMY AND SOIL SCIENCE","10.1080/03650340.2014.993389","http://doi.org/10.1080/03650340.2014.993389"
"Parro, K; Metslaid, M; Renel, G; Sims, A; Stanturf, JA; Jogiste, K; Koster, K",2015,"Impact of postfire management on forest regeneration in a managed hemiboreal forest, Estonia","CANADIAN JOURNAL OF FOREST RESEARCH","10.1139/cjfr-2014-0514","http://doi.org/10.1139/cjfr-2014-0514"
"Feng, L; Chen, GQ; Tian, XS; Yang, HM; Yue, MF; Yang, CH",2015,"The hotter the weather, the greater the infestation of Portulaca oleracea: opportunistic life-history traits in a serious weed","WEED RESEARCH","10.1111/wre.12151","http://doi.org/10.1111/wre.12151"
"Crow, WD; Steckel, LE; Hayes, RM; Mueller, TC",2015,"Evaluation of POST-Harvest Herbicide Applications for Seed Prevention of Glyphosate-Resistant Palmer amaranth (Amaranthus palmeri)","WEED TECHNOLOGY","10.1614/WT-D-14-00146.1","http://doi.org/10.1614/WT-D-14-00146.1"
"Blath, J; Casanova, AG; Eldon, B; Kurt, N; Wilke-Berenguer, M",2015,"Genetic Variability Under the Seedbank Coalescent","GENETICS","10.1534/genetics.115.176818","http://doi.org/10.1534/genetics.115.176818"
"Pannacci, E; Graziani, F; Tel, F",2015,"Seed Filter Extractor: A new instrument for the evaluation of weed seedbank","SOIL & TILLAGE RESEARCH","10.1016/j.still.2015.01.004","http://doi.org/10.1016/j.still.2015.01.004"
"Panetta, FD",2015,"Weed eradication feasibility: lessons of the 21st century","WEED RESEARCH","10.1111/wre.12136","http://doi.org/10.1111/wre.12136"
"Ruisi, P; Frangipane, B; Amato, G; Badagliacca, G; Di Miceli, G; Plaia, A; Giambalvo, D",2015,"Weed seedbank size and composition in a long-term tillage and crop sequence experiment","WEED RESEARCH","10.1111/wre.12142","http://doi.org/10.1111/wre.12142"
"Simard, MJ; Nurse, RE; Darbyshire, SJ",2015,"Emergence and seed production of woolly cupgrass (Eriochloa villosa) in legume forage crops","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/CJPS-2014-317","http://doi.org/10.4141/CJPS-2014-317"
"James, JJ; Gornish, ES; DiTomaso, JM; Davy, J; Doran, MP; Becchetti, T; Lile, D; Brownsey, P; Laca, EA",2015,"Managing Medusahead (Taeniatherum caput-medusae) on Rangeland: A Meta-Analysis of Control Effects and Assessment of Stakeholder Needs","RANGELAND ECOLOGY & MANAGEMENT","10.1016/j.rama.2015.03.006","http://doi.org/10.1016/j.rama.2015.03.006"
"Nishimura, A; Asai, M; Shibuya, T; Kurokawa, S; Nakamura, H",2015,"A steaming method for killing weed seeds produced in the current year under untilled conditions","CROP PROTECTION","10.1016/j.cropro.2015.02.015","http://doi.org/10.1016/j.cropro.2015.02.015"
"Camicia, RFM; Maggi, MF; Souza, EG; Jadoski, SO; Camicia, RGM; Menechini, W",2015,"SELECTION OF GRIDS FOR WEED MAPPING","PLANTA DANINHA","10.1590/0100-83582015000200023","http://doi.org/10.1590/0100-83582015000200023"
"Poffenbarger, HJ; Mirsky, SB; Teasdale, JR; Spargo, JT; Cavigelli, MA; Kramer, M",2015,"Nitrogen Competition between Corn and Weeds in Soils under Organic and Conventional Management","WEED SCIENCE","10.1614/WS-D-14-00099.1","http://doi.org/10.1614/WS-D-14-00099.1"
"Schwartz, LM; Gibson, DJ; Gage, KL; Matthews, JL; Jordan, DL; Owen, MDK; Shaw, DR; Weller, SC; Wilson, RG; Young, BG",2015,"Seedbank and Field Emergence of Weeds in Glyphosate-Resistant Cropping Systems in the United States","WEED SCIENCE","10.1614/WS-D-14-00089.1","http://doi.org/10.1614/WS-D-14-00089.1"
"Shrestha, A; Mitchell, JP; Hembree, KJ",2015,"Weed Seedbank Characterization in Long-Term Cotton-Tomato Rotations in California","AGRONOMY JOURNAL","10.2134/agronj14.0443","http://doi.org/10.2134/agronj14.0443"
"Perronne, R; Le Corre, V; Bretagnolle, V; Gaba, S",2015,"Stochastic processes and crop types shape weed community assembly in arable fields","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12238","http://doi.org/10.1111/jvs.12238"
"Ni, CY; Bell, RW; McGrath, W; Jasper, DA; McNeill, P",2015,"Role of soil covers in establishment of vegetation on gold oxide refining residues","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2014.11.058","http://doi.org/10.1016/j.ecoleng.2014.11.058"
"Blubaugh, CK; Kaplan, I",2015,"Tillage compromises weed seed predator activity across developmental stages","BIOLOGICAL CONTROL","10.1016/j.biocontrol.2014.11.007","http://doi.org/10.1016/j.biocontrol.2014.11.007"
"Deng, WN; Hallett, PD; Jeng, DS; Squire, GR; Toorop, PE; Iannetta, PPM",2015,"The effect of natural seed coatings of Capsella bursa-pastoris L. Medik. (shepherd's purse) on soil-water retention, stability and hydraulic conductivity","PLANT AND SOIL","10.1007/s11104-014-2281-8","http://doi.org/10.1007/s11104-014-2281-8"
"Vivian, LM; Ward, KA; Marshall, DJ; Godfree, RC",2015,"Pseudoraphis spinescens (Poaceae) grasslands at Barmah Forest, Victoria, Australia: current distribution and implications for floodplain conservation","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT15090","http://doi.org/10.1071/BT15090"
"Renton, M; Lawes, R; Metcalf, T; Robertson, M",2015,"Considering long-term ecological effects on future land-use options when making tactical break-crop decisions in cropping systems","CROP & PASTURE SCIENCE","10.1071/CP14135","http://doi.org/10.1071/CP14135"
"McPhee, J; Borden, L; Bowles, J; Henry, HAL",2015,"Tallgrass prairie restoration: implications of increased atmospheric nitrogen deposition when site preparation minimizes adventive grasses","RESTORATION ECOLOGY","10.1111/rec.12156","http://doi.org/10.1111/rec.12156"
"Reyes, O; Kaal, J; Aran, D; Gago, R; Bernal, J; Garcia-Duro, J; Basanta, M",2015,"THE EFFECTS OF ASH AND BLACK CARBON (BIOCHAR) ON GERMINATION OF DIFFERENT TREE SPECIES","FIRE ECOLOGY","10.4996/fireecology.1101119","http://doi.org/10.4996/fireecology.1101119"
"Webster, TM; Grey, TL",2015,"Glyphosate-Resistant Palmer Amaranth (Amaranthus palmeri) Morphology, Growth, and Seed Production in Georgia","WEED SCIENCE","10.1614/WS-D-14-00051.1","http://doi.org/10.1614/WS-D-14-00051.1"
"Marques, AR; Costa, CF; Atman, APF; Garcia, QS",2014,"Germination characteristics and seedbank of the alien species Leucaena leucocephala (Fabaceae) in Brazilian forest: ecological implications","WEED RESEARCH","10.1111/wre.12107","http://doi.org/10.1111/wre.12107"
"Jabbour, R; Zwickle, S; Gallandt, ER; McPhee, KE; Wilson, RS; Doohan, D",2014,"Mental models of organic weed management: Comparison of New England US farmer and expert models","RENEWABLE AGRICULTURE AND FOOD SYSTEMS","10.1017/S1742170513000185","http://doi.org/10.1017/S1742170513000185"
"Doisy, D; Colbach, N; Roger-Estrade, J; Mediene, S",2014,"Weed seed rain interception by grass cover depends on seed traits","WEED RESEARCH","10.1111/wre.12106","http://doi.org/10.1111/wre.12106"
"Cowan, OS; Anderson, PML",2014,"The Peninsula Shale Renosterveld of Devil's Peak, Western Cape: A study into the vegetation and seedbank with a view toward potential restoration","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2014.09.003","http://doi.org/10.1016/j.sajb.2014.09.003"
"Harvey, BJ; Donato, DC; Romme, WH; Turner, MG",2014,"Fire severity and tree regeneration following bark beetle outbreaks: the role of outbreak stage and burning conditions","ECOLOGICAL APPLICATIONS","10.1890/13-1851.1","http://doi.org/10.1890/13-1851.1"
"Lettow, MC; Brudvig, LA; Bahlai, CA; Landis, DA",2014,"Oak savanna management strategies and their differential effects on vegetative structure, understory light, and flowering forbs","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2014.06.019","http://doi.org/10.1016/j.foreco.2014.06.019"
