PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ju, EJ; Kim, JG				Ju, Eun Jeong; Kim, Jae Geun			Using soil seed banks for ecological education in primary school	JOURNAL OF BIOLOGICAL EDUCATION												In this study, we developed an educational programme using soil seed banks to promote ecological literacy among primary school-aged children. The programme consisted of seven student activities, including sampling and setting soil seed banks around the school, watering, identifying seedlings, and making observations about the plants and their environments. Research was conducted in two urban elementary schools in Seoul, Korea with 99 fourth-grade students, who were divided into two experimental groups that engaged in the soil seed bank programme and a control group that followed the official textbook-based curriculum for studying lima bean seed growth. After participating in this programme, the level of student concepts about the relationship between plant distribution and the environment increased significantly in comparison with a control group (p<0.01), as did student knowledge about plants and plant ecology (p<0.01). In addition, the programme was associated with increases in eco-centric attitudes among the students (p<0.01), including a shift toward more positive attitudes about plants. According to the participants, the programme better enabled students to recognise and observe temporal changes in plants and nature, providing one indication that their ecological sensibilities were augmented by the student activities in which they engaged. Both the participating students and the teachers leading the activities expressed a belief that the programme benefited the participating students, and that the activities were interesting and useful. This study showed that a programme of activities using soil seed banks and seedling emergence methods promoted ecological literacy by providing simple, hands-on opportunities to experience and inquire about local plants and their environments.				Kim, Jae Geun/C-2939-2012	Kim, Jae Geun/0000-0002-9181-8830												0021-9266					JUN	2011	45	2					93	101		10.1080/00219266.2010.546010							WOS:000300144300006						
J	Sanchez, AC; Osborne, PE; Haq, N				Sanchez, Aida Cuni; Osborne, Patrick E.; Haq, Nazmul			Climate change and the African baobab (Adansonia digitata L.): the need for better conservation strategies	AFRICAN JOURNAL OF ECOLOGY												The baobab tree, with more than 300 uses and commercial value in EU and United States, has been identified as one of the most important trees to be conserved and domesticated in Africa. A decline in baobab populations because of changes in climate could have a negative effect on African livelihoods. Therefore, it is important to study the potential future distribution of this species and determine strategies for conservation. We used Maxent, 480 geo-referenced records, present and future climatic and soil layers. Different general circulation models and scenarios were selected. Models were simulated for (i) All records, (ii) East Africa and (iii) West Africa species records. For each combination, the proportion of the present habitat that might remain suitable in the future was determined. These habitat proportions were compared with the Protected Areas in Africa. Although potential future distributions were different depending on model, scenario and records used, in all cases only a percentage of the present distribution was predicted to remain suitable in the future. Some countries were found to have no suitable habitat in the future. Recommendations for different conservation strategies include in situ conservation in Protected Areas; ex situ conservation in seed banks; and conservation through 'sustainable utilization'.Resume Le baobab, pour lequel on connait 300 utilisations et valeurs commerciales dans l'UE et les U.S.A., a ete identifie comme l'un des arbres dont la conservation et la domestication sont les plus importantes en Afrique. Un declin des populations de baobabs du aux changements climatiques pourrait avoir un impact negatif sur les moyens de subsistance des Africains. Il est des lors important d'etudier la future distribution potentielle de cette espece et de determiner des strategies pour sa conservation. Nous avons utilise Maxent, 480 donnees georeferencees, des couches de donnees sur l'etude et la prediction du climat, ainsi que sur les sols. Nous avons choisi differents modeles de circulation generale et differents scenarios. Nous avons cree des modeles pour (i) l'ensemble des donnees et (ii) les donnees sur l'espece en Afrique de l'Est et (iii) en Afrique de l'ouest. Pour chaque combinaison, la proportion de l'habitat actuel qui pourrait rester propice a l'avenir a ete determinee. Ces differentes proportions ont ete comparees avec les aires protegees africaines. Bien que les distributions futures potentielles soient differentes selon les modeles, les scenarios et les donnees utilisees, l'on predisait dans tous les cas que seul un certain pourcentage de la distribution actuelle resterait adaptea l'avenir. Pour certains pays, on a trouve qu'il ne resterait aucun habitat propice dans le futur. Les recommandations en matiere de strategies de conservation incluent : la conservation in situ dans des aires protegees, la conservation in situ dans des banques de semences et la conservation par une 'utilisation durable'.																	0141-6707	1365-2028				JUN	2011	49	2					234	245		10.1111/j.1365-2028.2011.01257.x							WOS:000290171900011						
J	Ottewell, KM; Bickerton, D; Lowe, AJ				Ottewell, Kym M.; Bickerton, Doug; Lowe, Andrew J.			Can a seed bank provide demographic and genetic rescue in a declining population of the endangered shrub Acacia pinguifolia?	CONSERVATION GENETICS												Many threatened species suffer reduced genetic diversity as a result of small population size and isolation. However, species with a persistent seed bank may be buffered against genetic loss as seed banks are expected to accumulate the reproductive output of many seasons. For fire-dependent species in decline, prescribed ecological burning may be a means to stimulate germination and recover genetic diversity stored in the seed bank, providing a demographic and genetic rescue effect. Here we investigated the effectiveness of this strategy in a small, isolated and inbred population of the endangered shrub, Acacia pinguifolia. We surveyed genetic diversity and structure of remnant populations of A. pinguifolia and monitored regeneration before and after burning. Germination was stimulated by fire, but seedling numbers 18 months post-fire were low and barely above the number of adults killed by the fire. Genetic diversity was marginally higher in the post-fire seedling cohort than the pre-fire adults (H(E) = 0.1 vs. 0.09, respectively). Outcrossing rates of open-pollinated seed from surrounding plants suggested moderately high levels of self-fertilisation (t (m) = 0.65) and analysis of fine-scale genetic structure implied pollen and seed dispersal over distances of several metres, suggesting that restricted gene flow and inbreeding may act to limit genetic diversity in the seed bank. We conclude that prescribed burning has not been immediately successful as a recovery strategy for this relictual population of A. pinguifolia, though future monitoring may detect additional recruits. Alternative conservation strategies, including performing inter-population crosses, may be required to restore genetic diversity and ameliorate extinction risks.				Kym, Ottewell/I-9875-2019	Kym, Ottewell/0000-0002-4273-3224; Lowe, Andrew/0000-0003-1139-2516												1566-0621					JUN	2011	12	3					669	678		10.1007/s10592-010-0173-x							WOS:000290319200007						
J	Zijlstra, C; Lund, I; Justesen, AF; Nicolaisen, M; Jensen, PK; Bianciotto, V; Posta, K; Balestrini, R; Przetakiewicz, A; Czembor, E; van de Zande, J				Zijlstra, Carolien; Lund, Ivar; Justesen, Annemarie F.; Nicolaisen, Mogens; Jensen, Peter Kryger; Bianciotto, Valeria; Posta, Katalin; Balestrini, Raffaella; Przetakiewicz, Anna; Czembor, Elzbieta; van de Zande, Jan			Combining novel monitoring tools and precision application technologies for integrated high-tech crop protection in the future (a discussion document)	PEST MANAGEMENT SCIENCE												The possibility of combining novelmonitoring techniques and precision spraying for crop protection in the future is discussed. A generic model for an innovative crop protection system has been used as a framework. This system will be able to monitor the entire cropping system and identify the presence of relevant pests, diseases and weeds online, and will be location specific. The system will offer prevention, monitoring, interpretation and action which will be performed in a continuous way. The monitoring is divided into several parts. Planting material, seeds and soil should be monitored for prevention purposes before the growing period to avoid, for example, the introduction of disease into the field and to ensure optimal growth conditions. Data from previous growing seasons, such as the location of weeds and previous diseases, should also be included. During the growing season, the crop will be monitored at a macroscale level until a location that needs special attention is identified. If relevant, this area will be monitored more intensively at a microscale level. A decision engine will analyse the data and offer advice on how to control the detected diseases, pests and weeds, using precision spray techniques or alternative measures. The goal is to provide tools that are able to produce high-quality products with the minimal use of conventional plant protection products. This review describes the technologies that can be used or that need further development in order to achieve this goal. (C) 2011 Society of Chemical Industry				Justesen, Annemarie F/E-9853-2016; Balestrini, Raffaella/D-1975-2010; Balestrini, Raffaella/Q-1106-2015; Jensen, Peter/G-8452-2011; Jensen, Peter K/K-4648-2015; Nicolaisen, Mogens/B-6896-2008; Lund, Ivar/F-3118-2019	Justesen, Annemarie F/0000-0001-7969-8760; Balestrini, Raffaella/0000-0001-7958-7681; Balestrini, Raffaella/0000-0001-7958-7681; Nicolaisen, Mogens/0000-0002-0407-2488; Lund, Ivar/0000-0002-1054-375X; BIANCIOTTO, VALERIA/0000-0002-7409-5538; Czembor, Elzbieta/0000-0002-3021-3053; Przetakiewicz, Anna/0000-0002-9895-7112												1526-498X					JUN	2011	67	6					616	625		10.1002/ps.2134							WOS:000290158800002	21445942					
J	De Cauwer, B; D'Hose, T; Cougnon, M; Leroy, B; Bulcke, R; Reheul, D				De Cauwer, B.; D'Hose, T.; Cougnon, M.; Leroy, B.; Bulcke, R.; Reheul, D.			Impact of the quality of organic amendments on size and composition of the weed seed bank	WEED RESEARCH												P>In addition to improving the soil quality, organic amendments of soils may affect weed seed survival, emergence, growth and reproduction. This study evaluated the effects of applications of different qualities of organic amendments on size and composition of the weed seed bank in a field under sequential cropping over 4 years. Fertilisation systems tested included farmyard manure, vegetable fruit and garden waste compost, two types of farm compost differing in carbon:nitrogen (C:N) ratio, cattle slurry and mineral fertiliser. All organically amended plots received equal amounts of C. Crop growth was equalised on all plots by applying supplemental mineral N. Seed bank sampling took place in May 2009 to a depth of 10 cm. The weed seed bank was analysed using the seedling emergence method. Despite equal crop growth in fertilised plots, total seed bank density was lowest in plots amended with compost with low C:N ratio and highest in slurry-amended plots. Observed differences in seed bank densities reflected differences in soil organic carbon content and microbial biomass. At plot level, hard-coated seeds in the seed bank (e.g. Chenopodium spp.) were inversely related to soil microbial activity. Observed differential responses of species to applied fertilisers might be attributed to interspecific differences in resistance against microbial seed degradation. Compost-based fertilisation systems could be sustainable tools for incorporation into integrated weed control strategies aiming at depleting the weed seed bank.																	0043-1737					JUN	2011	51	3					250	260		10.1111/j.1365-3180.2010.00840.x							WOS:000290168000005						
J	Salazar, A; Goldstein, G; Franco, AC; Miralles-Wilhelm, F				Salazar, Ana; Goldstein, Guillermo; Franco, Augusto C.; Miralles-Wilhelm, Fernando			Timing of seed dispersal and dormancy, rather than persistent soil seed-banks, control seedling recruitment of woody plants in Neotropical savannas	SEED SCIENCE RESEARCH												A large fraction of tree species forming persistent soil seed-banks and with dormant seeds are expected to be found in strongly seasonal ecosystems such as Neotropical savannas, where seedling recruitment could be highly variable. In the savannas of Central Brazil, we studied seed characteristics (type of dormancy, longevity and moisture content) of 14 representative woody species differing in seed dispersal season. We also studied the dynamics of soil seed-banks and similarity patterns in woody species composition among seed rain, soil seed-bank, seedling bank and standing vegetation along shallow topographic gradients that differ in canopy cover. Woody species composition of the soil seed-bank largely differed from the standing vegetation, the seed rain and the seedling bank species composition, suggesting low recruitment of woody species from the soil seed-bank. Seeds of the 14 woody species remained viable for less than 16 months in laboratory dry-storage conditions. Of those, most seeds dispersed in the dry season were dormant and exhibited low moisture content, while most seeds dispersed in the wet season were non-dormant and exhibited high moisture content. Longevity of these seeds dispersed in the dry and the wet seasons did not differ significantly. This study shows that both timing of seed dispersal and dormancy appear to control timing of seed germination and seedling recruitment of most Neotropical savanna woody species, which did not form persistent soil seed-banks. This study contributes to the understanding of tree/grass coexistence and tree density variations along topographic gradients in tropical savannas.				Franco, Augusto C/B-1615-2008	Franco, Augusto C/0000-0003-0869-5989												0960-2585					JUN	2011	21	2					103	116		10.1017/S0960258510000413							WOS:000290156700005						
J	Li, HY; Yang, YF				Li Hai-yan; Yang Yun-fei			Bud banks of two perennial grasses: Composition, size, dynamics and contribution to population maintenance during the flooded restoration succession on the Songnen Meadow, China	AFRICAN JOURNAL OF AGRICULTURAL RESEARCH												To describe the composition, size, temporal dynamics of bud banks of both perennial rhizomatous herbaceous Leymus chinensis and Carex duriuscula and to explore the contributions of bud banks to aboveground population persistence during the flooded restoration succession. Soil blocks 25 x 25 x 30 cm(3) were sampled during two growing seasons from June to September. The total rhizome buds comprised the largest proportion of L. chinensis bud banks except for September of 2004 (juvenile tillers were the most). The top rhizome buds were the most of C. duriuscula bud banks. The percentages of total buds derived from tiller nodes and rhizomes of both species were nearly equal in the two-year study period. The productivity of L. chinensis and contribution of bud banks to population persistence were higher than those of C. duriuscula. Size of bud banks of L. chinensis was not significant between the end of two sampling seasons (1039.2 and 1232.0 buds/m(2)), and buds significantly decreased in C. duriuscula (1140.0 and 581.6 buds/m(2)). Over the two studied seasons, decreasing number of buds and low productivity as well as small contribution indicate that C. duriuscula which spread after flood event will be successively replaced by L. chinensis.																	1991-637X					MAY 18	2011	6	10					2198	2203									WOS:000292269500010						
J	Li, QY; Fang, HY; Cai, QG				Li, Qiuyan; Fang, Haiyan; Cai, Qiangguo			Persistent soil seed banks along altitudinal gradients in the Qilian Mountains in China and their significance for conservation management	AFRICAN JOURNAL OF AGRICULTURAL RESEARCH												The qualitative and quantitative parameters of persistent soil seed bank, including species composition, seed density, vertical distribution and the relationship of soil seed bank and vegetation, were assessed along an altitudinal gradient in seven communities in shady slope, sunny slope and summit plain of Qilian Mountains. The highest density of soil seed bank of 3946 seeds m(-2) was found in grassland in summit plain, and lowest of 225 seeds m(-2) in the dwarf scrub grassland in shady slope, while the highest numbers of species of 21 species in per sampled area of 962 cm(2) was found in grassland in sunny slope and lowest of 5 species in per sampled area of 962 cm(2) in scrub land in shady slope. Of the species 18% were annuals and 73% perennial herbs, only 1 shrub of Salix gilashanica was recorded. Considerably more seeds were concentrated in the upper layer (0 to 5 cm), and seed density declined by 71.10% in the lower layer (5 to 10 cm). There was a tendency for the soil seed bank to decrease in density with increasing elevation in both shady slope and sunny slope, although this pattern is complicated by the occurrence of different plant communities and species at different altitudes. Sorensen similarity index between soil seed bank and vegetation of the seven habitats was very low, and Picea crassifolia was absent in the soil seed bank despite being a prominent component of the surface vegetation at woodlands; thus, P. crassifolia has no persistent seed bank. It will be important to maintain the existing vegetation in the future management.				Fang, Haiyan/H-3947-2015													1991-637X					MAY 18	2011	6	10					2329	2340									WOS:000292269500028						
J	Zhang, XF; Xia, HP; Li, ZA; Zhuang, P; Gao, B				Zhang, Xingfeng; Xia, Hanping; Li, Zhi'an; Zhuang, Ping; Gao, Bo			Identification of a new potential Cd-hyperaccumulator Solanum photeinocarpum by soil seed bank-metal concentration gradient method	JOURNAL OF HAZARDOUS MATERIALS												A new method, soil seed bank-metal concentration gradient method was used to screen for heavy metal hyperaccumulators, and Solanum photeinocarpum was found to be a potential Cd-hyperaccumulator. The chlorophyll content and photosynthetic rate of S. photeinocarpum were not affected by Cd pollution, while leaf stomas and transpiration rate were significantly decreased by more than 60 mg kg(-1) Cd, and leaf water use efficiency and shoot water content were significantly increased by more than 60 or 100 mg kg(-1) Cd, respectively. In the seed bank-Cd concentration gradient experiment, the shoot biomass of S. photeinocarpum showed no significant reduction with soil Cd treatment as high as 100 mg kg(-1), but the root biomass was significantly reduced by more than 60 mg kg(-1) Cd contamination. Plant tissues accumulated 544, 132 and 158 mg kg Cd in roots, stems and leaves, respectively, and extracted 157 and 195 mu g Cd plant(-1) in roots and shoots at 100 mg kg(-1) Cd in soil, respectively. In the transplanting-Cd concentration gradient experiment, plant shoot biomass and root biomass were unaffected by soil Cd as high as 60 mg kg(-1). Plant tissues accumulated 473, 215 and 251 mg kg(-1) Cd in roots, stems and leaves, respectively, and extracted 176 and 787 jig Cd plant(-1) in roots and shoots at 60 mg kg(-1) soil Cd, respectively. Soil seed bank-metal concentration gradient method could be an effective method for the screening of hyperaccumulators. (C) 2011 Elsevier B.V. All rights reserved.				ae©, ae©/B-3239-2015; Zhuang, Ping/B-3624-2009	ae©, ae©/0000-0003-4137-3893; Zhuang, Ping/0000-0002-6654-1294												0304-3894					MAY 15	2011	189	1-2					414	419		10.1016/j.jhazmat.2011.02.053							WOS:000289870100054	21397392					
J	Higuchi, P; da Silva, AC; van den Berg, E; Pifano, DS				Higuchi, Pedro; da Silva, Ana Carolina; van den Berg, Eduardo; Pifano, Daniel Salgado			SPATIAL ASSOCIATION AMONG INDIVIDUALS OF DIFFERENT SPECIES OF Miconia RUIZ & PAV spp. (MELASTOMATACEAE)	REVISTA ARVORE												The objective of this study was to evaluate spatial association of individuals of all genus Miconia spp. tree species established in the understory of an experimental plantation of Eucalyptus and Corymbia species. As most Miconia species are considered pioneers species, the tested hypothesis was that the analyzed species pairs presented individuals with total or partial habitat overlapping. Considering the history of the area, it is possible to assume that all individuals regenerate from the rain and the seed bank. It was established a transect crossing the study area toward its longest length from where it was determined the coordinates of individuals from Miconia genus with DSL (diameter at soil level) greater or equal to 1 cm. Spatial association among individual from different species were analyzed through bivariate Ripley's K function. It was sampled the following species: Miconia pepericarpa DC., Miconia sellowiana Naudin, Miconia albicans Triana, Miconia argyrophylla DC., Miconia chartacea Triana and Miconia cinnamomifolia (DC.) Naudin. Overall, the results demonstrated the lack of negative spatial association between species pairs, indicating that Miconia spp. individuals share partially or totally the same space in a eucalyptus plantation understory. Although the results cannot be extrapolated to other species, they support the idea that some pioneer species tend to coexist in tropical forests, in areas with high light availability.				van den Berg, eduardo/L-9617-2014; da Silva, Ana Carolina/Z-2859-2019; Pifano, Daniel S./G-1233-2013; Higuchi, Pedro/C-3345-2013	van den Berg, eduardo/0000-0002-0843-6437; da Silva, Ana Carolina/0000-0002-1285-640X; Higuchi, Pedro/0000-0002-3855-555X												0100-6762					MAY-JUN	2011	35	3					381	389		10.1590/S0100-67622011000300002							WOS:000293654500002						
J	Abiyu, A; Lemenih, M; Gratzer, G; Aerts, R; Teketay, D; Glatzel, G				Abiyu, Abrham; Lemenih, Mulugeta; Gratzer, Georg; Aerts, Raf; Teketay, Demel; Glatzel, Gerhard			Status of Native Woody Species Diversity and Soil Characteristics in an Exclosure and in Plantations of Eucalyptus globulus and Cupressus lusitanica in Northern Ethiopia	MOUNTAIN RESEARCH AND DEVELOPMENT												Exclusion of grazing animals and tree plantations are 2 methods that have been used for restoration of degraded lands in tropical semiarid areas. These 2 options can foster secondary forest succession by improving soil conditions, attracting seed-dispersal agents, and modifying microclimate for understory growth. We compared native woody plant diversity and soil chemical and physical attributes under exclosure and on Eucalyptus globulus (EGP) and Cupressus lusitanica (CLP) plantations. Vegetation data were collected by an inventory of stands with circular plots of 5.64 m radius, and soil samples were collected from the 4 corners and center of 20 x 20 m plots. As a result, 15 native woody plant species belonging to 13 families were recorded. Importance value index (IVI), Shannon-Wiener, Simpson's diversity, and species richness were higher in the exclosure, followed by EGP and CLP. Contents of soil organic carbon and total nitrogen showed significance difference and were highest in the exclosure, followed by CLP, EGP, and grazing land. Although the difference was not significant, an increasing trend was observed for cation exchange capacity and K(+). Bulk density was highest on the grazing land, followed by EGP, CLP, and exclosure. Our results suggest that degraded land reclamation can be achieved with plantation of rapidly growing tree species as well as exclosure. However, native woody species diversity and improved soil attributes are better achieved with exclosure. Exclosures can be established interspersed strategically with single-or mixed-species plantations to facilitate restoration of native vegetation. However, it is important to conduct further research on the comparative advantage of enrichment planting of exclosures with preferred tree species or exclosures interspersed within blocks of plantation.				Abiyu, Abrham/W-2207-2018; Aerts, Raf/A-7602-2008	Aerts, Raf/0000-0003-4018-0790; Abiyu, Abrham/0000-0001-9427-9820												0276-4741					MAY	2011	31	2					144	152		10.1659/MRD-JOURNAL-D-10-00116.1							WOS:000291468800008						
J	Zhang, R; Heberling, JM; Haner, E; Shea, K				Zhang, Rui; Heberling, J. Mason; Haner, Emily; Shea, Katriona			Tolerance of two invasive thistles to repeated disturbance	ECOLOGICAL RESEARCH												Many invasive species have short life cycles, high reproduction, and easily dispersed offspring that make them good ruderal species under disturbance. However, the tolerance of such ruderal species to disturbance is often overlooked. In a 2-year mowing study, we applied frequent intense disturbances to examine the tolerance of two congeneric invasive thistles, Carduus acanthoides and Carduus nutans, and potential differences in their responses. Our results show that both species can survive multiple mowing events, with C. acanthoides surviving repeated intense mowing through a whole season. Furthermore, C. acanthoides was found to adjust its growth form to the disturbance regime, and successfully overwintered and reproduced in the subsequent growing season if the disturbance was terminated. Our results support the idea that tolerance to disturbance should be considered when examining invasions by short-lived monocarpic species, since avoidance of disturbance via rapid life cycle completion and seed production, and tolerance of disturbance via regrowth can co-occur in these species. Consequently, management of short-lived invasives should take both life history strategies into account.				Shea, Katriona/B-7954-2008; Heberling, Mason/I-4506-2019	Shea, Katriona/0000-0002-7607-8248; Heberling, Mason/0000-0003-0756-5090												0912-3814					MAY	2011	26	3					575	581		10.1007/s11284-011-0816-5							WOS:000290538900012						
J	Coale, TH; Deveny, AJ; Fox, LR				Coale, Tyler H.; Deveny, Adrian J.; Fox, Laurel R.			Growth, fire history, and browsing recorded in wood rings of shrubs in a mild temperate climate	ECOLOGY												Separate effects of abiotic and biotic factors on the structure and dynamics of ecological communities may be recorded in growth rings of woody plants. We used Ceanothus cuneatus rigidus and Arctostaphylos pumila to tease apart the roles of fire, rain, and herbivores on the histories and community structure of four areas in a coastal mediterranean-type climate in central California with mild winters and mild summers. Ring widths of both species were related to rainfall in two of the areas; heavy deer browsing on Ceanothus overwhelmed the climate signal in the others. Ceanothus germination was more closely related to heavy rainfall, especially during ENSO years, than to fire events. In a related greenhouse experiment that evaluated these observations, the same proportions of new Ceanothus seeds germinated after burning and after receiving regular water for several months, but germination of old seeds responded primarily to the fire treatment. In areas where heavy browsing by mammals reduces recruitment and growth of Ceanothus and increases mortality, the continuance of the Ceanothus population must rely heavily on germination from the persistent seed bank during unusually wet years or after occasional fires. Because Arctostaphylos can produce new stems from underground roots, individual plants may survive and produce seeds until another fire.																	0012-9658					MAY	2011	92	5					1020	1026									WOS:000290534300003	21661563					
J	Pagotto, MA; Silveira, RDL; da Cunha, CN; Fantin-Cruz, I				Pagotto, Mariana Alves; Lima Silveira, Roberto de Moraes; da Cunha, Catia Nunes; Fantin-Cruz, Ibraim			Distribution of Herbaceous Species in the Soil Seed Bank of a Flood Seasonality Area, Northern Pantanal, Brazil	INTERNATIONAL REVIEW OF HYDROBIOLOGY												To identify factors affecting the spatial distribution of soil seed banks of herbaceous species in the Pantanal floodplain, Brazil, the aims of this study were: to characterize the seed bank in terms of the abundance, richness and composition of germinated seeds; to relate these characteristics to flood duration, elevation, chemical and physical properties of the soil and to examine the seed bank's spatial pattern. Soil samples were collected at 14 points and were then placed in a greenhouse to allow germination to occur. Each sample point had the flood level monitored, the elevation measured and the soil properties identified. A total of 1710 seedlings from 26 species were recorded, of which Echinodorus tenelus was the most abundant (24.9%). Cyperaceae and Poaceae were the richest floristic families (5 species each), with Alismataceae the most represented in terms of number of individuals (36% of the total). Duration of flooding plays an important role in determining Pantanal soil seed banks. The flood pulse influences the abundance (r = 0.79; P = 0.006; partial), richness (r = 0.61; P = 0.02; partial) and composition of the soil seed bank (Pillai trace = 0.552; P = 0.027), carrying the seeds to areas where the duration of flood is longer. Except for aluminium, the soil characteristics expressed by the first principal component of PCA exert indirect positive effects on the seed bank. This is because this component was correlated with the duration of inundation (r = 0.76). Elevation and the toxic effect of aluminium do not vary sufficiently to be able to influence seed bank characteristics. The correlograms show that soil seed banks have no discernible spatial pattern, even though most species are dispersed hydrochorically. This suggests that, at the scale of the study, the tendency for flooding to cause homogeneous dispersion has no influence on seed-bank spatial structure, because of the complexity of flood-plain geomorphology.				Cunha, Catia/E-8689-2016; Silveira, Roberto/I-3459-2015; Inau, Inct/J-9853-2013	Silveira, Roberto/0000-0002-7306-0835; Pagotto, Mariana/0000-0003-1141-7269; Nunes da Cunha, Catia/0000-0002-5990-3437												1434-2944	1522-2632				MAY	2011	96	2					149	163		10.1002/iroh.201111315							WOS:000290585400003						
J	Sweet, J; Bartsch, D				Sweet, Jeremy; Bartsch, Detlef			Guidance on risk assessment of herbicide tolerant GM plants by the European Food Safety Authority	JOURNAL FUR VERBRAUCHERSCHUTZ UND LEBENSMITTELSICHERHEIT-JOURNAL OF CONSUMER PROTECTION AND FOOD SAFETY					Conference on Decision Making and Science - The Balancing of Risk Based Decisions that Influence Sustainability of Agricultural Production	OCT 07-08, 2010	Berlin, GERMANY	OECD				In the European Union, Directive 2001/18 requires that environmental consequences of changes in the management of GM crops are evaluated in applications. In the case of GMHT crops this includes assessing the environmental impact of the changes in weed management in GMHT crops and farming systems. EFSA is currently updating its guidance on the Environmental Risk Assessment (ERA) of GM plants and is specifically considering these types of interactions when compared with conventional weed management practices. In an ERA, the main features to be considered and assessed are: (1) Impacts of the changed management of the GMHT crops on farmland biodiversity. (2) Impacts of changed management of HT volunteers and seed bank populations on farmland biodiversity. (3) Environmental consequences of changes in management resulting from gene flow of the HT trait to other crop, weed and wild species, including plants already containing other GM events and herbicide tolerances. (4) Environmental consequences of the development of herbicide resistance in weeds exposed to the herbicides associated with HT crops. When an ERA identifies potential risks (e.g. to farmland biodiversity), then EFSA is requesting that applicants propose management measures to mitigate or limit the environmental harm, including the introduction of stewardship and post market monitoring programmes. These should be done in conjunction with appropriate stakeholders in each member state in order to optimise the use of the herbicides for both local agronomic and environmental requirements.																	1661-5751	1661-5867				MAY	2011	6			1			65	72		10.1007/s00003-011-0686-3							WOS:000290541800011						
J	Andreou, M; Delipetrou, P; Kadis, C; Tsiamis, G; Bourtzis, K; Georghiou, K				Andreou, M.; Delipetrou, P.; Kadis, C.; Tsiamis, G.; Bourtzis, K.; Georghiou, K.			An integrated approach for the conservation of threatened plants: The case of Arabis kennedyae (Brassicaceae)	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY												The aim of this paper is to propose an integrated approach (including population and habitat monitoring and the study of reproductive biology and genetic diversity) for the comprehensive study of threatened plants, for which conservation measures are imperative. We applied this model to the plant species Arabis kennedyae which is classified as endangered according to the IUCN criteria. The current population of the species consists of three small subpopulations (AR1, AR2, and AR3) at three locations. Population size was characterized by considerable annual fluctuations. The distribution pattern of the plant followed habitat availability. Relative Reproductive Success remained stable but moderate. Germination of dormant seeds was promoted by light and was optimal at 15 and 20 degrees C. Genetic analysis showed low interpopulation variability and detected two groups: haplotype I (AR1 and AR3) and haplotype II (AR2), which may represent two altitudinal ecotypes. The direct threats identified were related to recreation activities, road construction and fire. The subpopulations of the plant are regulated by density and depend on fecundity and on the soil seedbank while their persistence depends mainly on habitat availability. Low genetic diversity combined with small population size and a possible reduction in fitness suggest increased susceptibility to loss of genetic variation. The overall results suggest that ex situ conservation in a seed bank, and in situ conservation in the form of population restoration, are suitable conservation measures and the study of the different aspects of the species biology has provided the data required for their implementation. (C) 2011 Elsevier Masson SAS. All rights reserved.				GEORGHIOU, KYRIACOS/B-7801-2008	Georghiou, Kyriacos/0000-0003-1760-6538												1146-609X					MAY-JUN	2011	37	3					239	248		10.1016/j.actao.2011.02.007							WOS:000290282100010						
J	Busch, JW				Busch, Jeremiah W.			DEMOGRAPHY, POLLINATION, AND BAKER'S LAW	EVOLUTION												Baker's Law states that selfing should commonly be selected during dispersal because bottlenecks during colonization limit the availability of mates. Although this truism has broad intuitive appeal, a recent body of theory (<link rid="b6">Cheptou and Massol 2009; <link rid="b14">Massol and Cheptou 2011) casts doubt on whether adaptation favors both selfing and dispersal when both parameters are free to evolve. In these models, the joint evolution of dispersal and the selfing rate are considered in a metapopulation, with a spatially and temporally variable pollination environment. Under these conditions, adaptation favors one of two strategies: the "dispersal/outcrosser" syndrome and the "no dispersal/selfing" syndrome. These results appear to contradict the prediction of Baker's Law. These models clarify how variation in the pollination environment per se cannot generate an association between selfing and dispersal. That being said, demographic factors during dispersal episodes are likely to be important in generating patterns consistent with Baker's law. Determining whether Baker's law maintains its predictive utility requires determining whether seed banks, the perennial habit, multiple introductions, or the simultaneous arrival of many founders weaken selection for selfing during the bottleneck associated with a dispersal event. These issues highlight the many assumptions that are necessary for Baker's law to hold.				Busch, Jeremiah W/D-9259-2013													0014-3820					MAY	2011	65	5					1511	1513		10.1111/j.1558-5646.2011.01224.x							WOS:000289893000025	21521201					
