PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Pearson, TRH; Burslem, DFRP; Mullins, CE; Dalling, JW				Pearson, TRH; Burslem, DFRP; Mullins, CE; Dalling, JW			Functional significance of photoblastic germination in neotropical pioneer trees: a seed's eye view	FUNCTIONAL ECOLOGY												1. We investigated the relationship between seed mass and the suitability of microsites for germination for five small-seeded (<2.4 mg fresh mass) photoblastic neotropical pioneer trees. We determined the germination response of these species to the ratio of red to far-red irradiance (r:fr) and compared it to r:fr measured under varying conditions of canopy openness, litter and soil thickness. 2. At a constant temperature the germination percentage of each of the species increased sharply with increasing r:fr above a species-specific threshold r:fr. The smallest-seeded species, Miconia argentea , had the lowest r:fr threshold for germination (0.12) while the larger-seeded Cecropia species and Solanum hayesii possessed higher values (0.21-0.27). The largest seeded species, Solanum hayesii , also showed a positive germination response to a 10degreesC temperature fluctuation, which was independent of the response to r:fr. 3. The mean r:fr at ground level declined with decreasing gap size but not sufficiently to suppress the germination of these five species. However, a covering of one litter leaf in direct sunlight reduced the r:fr to between 0.18 and 0.83 depending on the species and leaf wetness. The top-soil at our study site was aggregated and irradiance was transmitted or reflected between soil aggregates with little change in r:fr. Light did not penetrate the aggregates. 4. We suggest that photoblastic germination in neotropical pioneers has evolved to inhibit germination in response to conditions most likely to alter within the life of an individual seed (i.e. superficial burial by leaf litter or incorporation into the surface soil), rather than to fine scale variation in canopy openness. Among photoblastic species, the pattern of response to r:fr suggests that smaller-seeded species would germinate in a broader range of microsites than larger-seeded species. This lower degree of discrimination may be associated with their higher risk of mortality and therefore more limited persistence in the soil seed bank.				Burslem, David FRP/F-1204-2019	Burslem, David FRP/0000-0001-6033-0990												0269-8463					JUN	2003	17	3					394	402		10.1046/j.1365-2435.2003.00747.x							WOS:000183364400013						
J	Martinez-Garza, C; Howe, HF				Martinez-Garza, C; Howe, HF			Restoring tropical diversity: beating the time tax on species loss	JOURNAL OF APPLIED ECOLOGY												1. Fragmentation of tropical forest is accelerating at the same time that already cleared land reverts to secondary growth. Fragments inexorably lose deep-forest species to local extinction while embedded in low-diversity stands of early successional pioneer trees. 2. Pasture matrices undergoing passive secondary succession become a 'pioneer desert' from the vantage of remnant immigration, imposing a 'time tax' of loss of deep-forest plants from forest fragments. However, if seeds of deep-forest trees find pastures, or seedlings are planted there, many will prosper. 3. Bypassing early domination of pioneer trees in regenerating matrices, or enriching matrices with animal-dispersed forest trees, may stem the loss of species from forest fragments and accelerate succession far from the edges of old forest. 4. Synthesis and applications. Planting disperser-limited trees that establish in open ground may bypass 30-70 years of species attrition in isolated remnants by attracting animals that encourage normal processes of seed dispersal into and out of the fragments. Development of criteria for selection of persistent, reasonably rapidly growing, animal-dispersed species that are mixed with planted or naturally arriving pioneers will be an important component of enrichment planting.				Martinez-Garza, Cristina/H-8956-2019; Martinez-Garza, Cristina/K-4519-2019; Howe, Henry F/B-8749-2014	Martinez-Garza, Cristina/0000-0002-9310-564X; Howe, Henry F/0000-0001-5081-2128												0021-8901	1365-2664				JUN	2003	40	3					423	429		10.1046/j.1365-2664.2003.00819.x							WOS:000183283400001						
J	Sternberg, M; Gutman, M; Perevolotsky, A; Kigel, J				Sternberg, M; Gutman, M; Perevolotsky, A; Kigel, J			Effects of grazing on soil seed bank dynamics: An approach with functional groups	JOURNAL OF VEGETATION SCIENCE												The relationship between intensity and timing of cattle grazing on changes in the size and composition of the soil seed bank were investigated in a 3-yr study in a Mediterranean grassland in northeastern Israel. Treatments included manipulations of stocking rates and of grazing regimes, in a factorial design. The retrieved soil seed bank community was rich in species, with 133 species accounting for 80% of the 166 species recorded at the site. Within the seed bank, 89% of the species were annuals. Seed bank dynamics was analysed in terms of plant functional groups and germination strategies. In terms of total seed bank density and including all functional groups, 42% of the seeds present in the soil did not germinate under watering conditions. The dormancy level differed greatly among functional groups. The seed bank of annual legumes, crucifers, annual thistles and annual forbs had a large fraction of non-germinated seeds and characterized areas grazed early in the growing season under high and very high grazing intensity. These functional groups were considered to have a higher potential for persistent seed banks production. In contrast, short and tall annual grasses and tall perennial grasses, that were dominant in ungrazed or moderately grazed paddocks, generally had seed banks with a very small fraction of non-germinated seeds. Seed bank densities varied widely between grazing treatments and years. Under continuous grazing, heavy grazing pressure reduced seed bank densities of grasses and crucifers in comparison to moderate grazing. The greatest reduction on the seed bank densities resulted from heavy grazing concentrated during the seed-set stages.																	1100-9233					JUN	2003	14	3					375	386		10.1658/1100-9233(2003)014[0375:EOGOSS]2.0.CO;2							WOS:000184495400008						
J	Alexander, JM; D'Antonio, CM				Alexander, JM; D'Antonio, CM			Seed bank dynamics of French broom in coastal California grasslands: Effects of stand age and prescribed burning on control and restoration	RESTORATION ECOLOGY												Successful control of invasive exotic plants depends to a large degree on the regeneration potential of the target exotic species and other species that might also be influenced by the removal effort. In coastal grasslands of California, exotic French broom (Genista monspessulana) forms both dense stands aboveground and abundant seed banks belowground. Land managers attempt to reduce broom cover and the seed bank through prescribed burning, but before this study, no investigators had examined the effect of repeated burning on French broom and associated grassland species. We found that the soil seed bank of stands that were burned had fewer broom seeds than unburned areas but that repeated burning did not reduce the seed bank beyond what was observed after one fire. Fire also did not have any consistent effect on the seed banks of other grassland species. We also examined the relationship between broom stand age and seed bank size but did not find a strong relationship between them. Our data suggested that the broom seed bank stays constant or declines slightly with stand age. We did, however, find that nonbroom seed numbers decreased as broom stands aged. Our results suggest that fire does reduce the size of the broom seed bank and that control of broom need not be limited to only the youngest stands.																	1061-2971					JUN	2003	11	2					185	197		10.1046/j.1526-100X.2003.00169.x							WOS:000183078400007						
J	Leck, MA				Leck, MA			Seed-bank and vegetation development in a created tidal freshwater wetland on the Delaware River, Trenton, New Jersey, USA	WETLANDS												The initial stages of seed-bank and vegetation development were documented in a newly created tidal freshwater wetland where donor soils were not applied. The 32.3-ha site adjacent to the Delaware River in New Jersey, USA was completed in stages from November 1993 to November 1994. Objectives of the study were to determine characteristics of the seed bank and vegetation and to monitor spatial and temporal changes. The study was carried out from 1995 to 1999 using three sites (North, East, and South Marshes) and three elevation locations (1 m from a tidal channel, midpoint, and 1 m from the upland edge). Development of the seed bank and vegetation demonstrated tremendous colonization potential derived from regional and local sources. Colonization and complete plant cover occurred within one year, and subsequent changes were rapid. Individual species behaved uniquely regarding colonization time, duration, and decline in both the seed bank and vegetation. Large seed banks of some species were present even after decline in the vegetation. Overall, the seed bank was large, small-seeded and persistent, and diverse. A total of 177 species occurred in soil seed bank and 92 in field vegetation samples, with 72 contributing to cover. Seed-bank densities (mean +/- SE/m(2)) ranged from 450 +/- 152 to 394,600 +/- 29,950. Species richness (species/ sainple) ranged from 3.3 +/- 1.2 to 32.3 +/- 1.8. Density and species richness were clearly reduced by inundation and were lowest in channel edge samples and in the first year (1995). Cover species richness ranged from 1.6 +/- 0.2 to 7.3 +/- 0.6 per quadrat. Complexity of the vegetation increased over time, with lowest diversity along the channels. The 1995 site differences, with greatest densities and species richness in the East Marsh, could be related to site history (timing of construction). Species similarity between the seed bank and vegetation ranged from 11 to 53 % and showed no site, location, or temporal pattern. However, similarity between sites of the seed bank and vegetation increased from 1995 to 1998. Several New Jersey State rare or threatened species, as well as invasive species, were present. Results indicated that it is ecologically feasible to create a wetland adjacent to a tidal freshwater river without use of donor soil and that transplantation had not been necessary.																	0277-5212					JUN	2003	23	2					310	343		10.1672/9-20							WOS:000184016200009						
J	Yu, SL; Sternberg, M; Jiang, GM; Kutiel, P				Yu, SL; Sternberg, M; Jiang, GM; Kutiel, P			Heterogeneity in soil seed banks in a Mediterranean coastal sand dune	ACTA BOTANICA SINICA												Characteristics of total soil seed banks and permanent soil seed banks in three microhabitats in a Mediterranean coastal sand dune were investigated by using natural germination method combined with physically scanning separation method. The composition and structure of soil seed banks were analyzed between the microhabitats by using functional group method. The distribution patterns of soil seed bank were also analyzed between the microhabitats. We also analyzed the relationship between seed size and seed persistence in soil. The results show greatly spatial heterogeneity existed in soil seed bank of the Mediterranean coastal sand dune, even in the same microhabitats seed distribution was uneven. Sometimes a great difference occurred between them. Microhabitats significantly affected the distribution patterns of total soil seed banks and seed banks of the functional groups. The open area generally had the greater densities of seeds, but the seed densities under shrub and in trail were lower than that in the open area. Legumes seeds accounted for 76.0% total persistent seed banks. Annual and perennial grasses produced transient seed banks as no seeds were retrieved from the sieved soils. Seed persistence of legumes, umbeliferaes, perennial forbs, compositaes, annual forbs, crucifer decreased gradually. They were 50.1%, 45.6%, 40.6%, 6.3%, 5.6% and 0.6% respectively in the soil. There was a positive relationship between seed size and seed persistence. Bigger seeds had higher persistence, and vice versa.																	0577-7496					MAY	2003	45	5					536	543									WOS:000183077400006						
J	Tessier, M; Vivier, JP; Ouin, A; Gloaguen, JC; Lefeuvre, JC				Tessier, M; Vivier, JP; Ouin, A; Gloaguen, JC; Lefeuvre, JC			Vegetation dynamics and plant species interactions under grazed and ungrazed conditions in a western European salt marsh	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY												Experiments in exclosures were conducted on a salt marsh in a macrotidal system in western France. The aim of this study was threefold: (1) to compare vegetation dynamics over a period of 8 years in grazed and ungrazed conditions (2) to investigate the response of annual species to grazing duration during seedling establishment (3) to test the effect of an increase in soil nitrogen availability after cessation of grazing on interactions between Suaeda maritima and Puccinellia maritima. In grazed conditions, during all the survey, vegetation was dominated by a short R maritima sward with the annual Salicornia europaea in the lower and middle marshes. However, after cessation of grazing in 1994, a homogeneous matrix of the forb Halimione portulacoides, quickly replaced P. maritima in the well drained lower marsh. At the middle marsh level, fine sediment and poor drainage maintained R maritima while the annual S. maritima which tolerates taller and denser vegetation replaced S. europaea. Elymus pungens cover was limited till 2000 but its rising in 2001 let expect its dominance in the future. While P. maritima abundance remained high, spring abundance of annual species such as S. europaea and S. maritima globally decreased with sheep grazing duration on the salt marsh between February and June. Experiments with monocultures of P. maritima and S. maritima demonstrated that nitrogen was a limiting factor on the salt marsh. In a mixed community, a moderate application of nitrogen (15 g N m(-2) year(-1) as NH4-NO3) promoted growth of P. maritima and limited the biomass of S. maritima, but growth of the latter was enhanced by a high application of nitrogen (30 g N m(-2) year(-1)). An increase in the abundance of annuals such as S. maritima on the salt marsh is discussed. (C) 2003 Editions scientifiques et medicales Elsevier SAS. All rights reserved.																	1146-609X					MAY	2003	24	2					103	111		10.1016/S1146-609X(03)00049-3							WOS:000183319400005						
J	Hammerstrom, KK; Kenworthy, WJ				Hammerstrom, KK; Kenworthy, WJ			A new method for estimation of Halophila decipiens Ostenfeld seed banks using density separation	AQUATIC BOTANY												Few studies have addressed the spatial and temporal variability in seagrass seed banks. For small-seeded species in particular, seed banks are hard to sample quantitatively because of the difficulty in separating small seeds from sediment. Halophila decipiens is a highly fecund and cosmopolitan seagrass species, occupying niches which other larger-sized perennial species cannot utilize. Although many studies have suggested H. decipiens meadows are annual and depend on seed banks to re-establish, none have quantitatively examined this necessary life history component. To process the number of samples required to adequately address questions of spatial and temporal variability in H. decipiens seed banks, we developed a density separation technique which removes seeds from sediment and allows easier enumeration. Sediment samples were treated with refrigerated Ludox, a colloidal silica. The colloidal silica supernatant and two surface sediment rinses were examined for the presence of seeds. Our protocol removed between 78 and 100% of seeds from sediment, with a mean removal efficiency of 89%. Use of this method increased our sample processing capability from 4 to 20 samples per day. Published by Elsevier Science B.V.																	0304-3770					MAY	2003	76	1					79	86		10.1016/S0304-3770(03)00018-4							WOS:000182701000006						
J	HilleRisLambers, J; Clark, JS				HilleRisLambers, J; Clark, JS			Effects of dispersal, shrubs, and density-dependent mortality on seed and seedling distributions in temperate forests	CANADIAN JOURNAL OF FOREST RESEARCH												Processes limiting recruitment of trees may have large impacts on forest dynamics. In this paper, we determined the effects of dispersal, shrubs (Rhododendron maximum), and density-dependent mortality on seed and seedling distributions of Southern Appalachian trees. We quantified the spatial distribution of seed rain, seed bank densities, first-year seedlings, and older than first-year seedlings in five vegetation plots. We fit models to these data assuming effects of limited dispersal, R. maximum (an understory shrub), and (or) density-dependent mortality (as well as a null model with none of these effects) and used best-fitting models to indicate which processes affected a particular species. We found that all factors examined limit species distributions, and thus, affect seedling dynamics. Seedling densities are higher near parent trees long after dispersal occurs. This pattern is less frequently observed for animal-dispersed species than for wind-dispersed species, presumably due to secondary dispersal of seeds by animals. Seedling densities of five species are decreased beneath R. maximum. Shade tolerance does not explain which species are affected, suggesting that factors other than low light are responsible for increased seedling mortality under this shrub. Our results suggest that density-dependent mortality affects four species, decreasing seedling densities close to parent trees. Dispersal, density-dependent mortality, and R. maximum all act in ways that may promote or limit diversity, illustrating that multiple factors are likely to control species diversity.																	0045-5067	1208-6037				MAY	2003	33	5					783	795		10.1139/X03-001							WOS:000182987200004						
J	Kisdi, E; Geritz, SAH				Kisdi, E; Geritz, SAH			Competition-colonization trade-off between perennial plants: exclusion of the rare species, hysteresis effects and the robustness of co-existence under replacement competition	EVOLUTIONARY ECOLOGY RESEARCH												We consider a simple model of two species competing for the available living sites with Poisson-distributed number of arrivals, and assume that juveniles of one species are competitively superior to the juveniles of the other species but established adults cannot be displaced by colonizing propagules of either species (replacement competition). We find that, in addition to protected co-existence by the competition-colonization trade-off, the two species may also co-exist in an unprotected manner (i.e. such that a single-species equilibrium is also stable), and the rare species may be excluded and the common species preserved regardless of which of the two species is rare. In the case of unprotected co-existence, a small change in the environment (e.g. in site density) can cause the abrupt extinction of a species, with no advance warning from its density approaching zero. To restore biodiversity, a substantial change, or (if exclusion of the rare species also occurs) a more complicated non-monotonous change in the environment, is necessary. We investigate the robustness of the model with respect to introducing seed banks, changing the degree of competitive asymmetry and assuming partial displacement of adults by juveniles.					Kisdi, Eva/0000-0002-7096-4222												1522-0613					MAY	2003	5	4					529	548									WOS:000183241500005						
J	van Slageren, MW				van Slageren, MW			The Millennium Seed Bank: building partnerships in arid regions for the conservation of wild species	JOURNAL OF ARID ENVIRONMENTS					International Conference of the Environment-Public-Authority on Conservation Biodiversity in the Arid Regions	MAR 27-29, 2000	KUWAIT	Environm Publ Author, Kuwait Fdn, Kuwait Petr Corp, Kuwait Chamber Commerce & Ind, Waqf Fund Preserving Environm, Kuwait Inst Sci Res, Kuwait Univ, Kuwait Livestock Transport & Trading, Natl Fishing Co, Kuwait Airways, Kuwait Fdn Advancement Sci, UNEP, ROWA				The Millennium Seed Bank Project is a large, international conservation project. Most of the project will focus - in collaboration with many dryland countries - on the much-neglected need for conservation of wild species in the (semi-) and regions of the world. Its principal aim is to help safeguard 24,000 species of dryland plants - 10% of the world's flora - against extinction. A second aim is, equally through ex-situ conservation, to secure the future of almost all of the U.K.'s native flowering plants. For the project, a new building has been constructed at Wakehurst Place in Sussex, part of the Royal Botanic Gardens, Kew. After opening in late 2000, it will house the Seed Bank and be a world resource for seed conservation, research and education. (C) 2003 Published by Elsevier Science Ltd.																	0140-1963					MAY	2003	54	1					195	201		10.1006/jare.2001.0879							WOS:000181559200019						
J	Thompson, K; Ceriani, RM; Bakker, JP; Bekker, RM				Thompson, K; Ceriani, RM; Bakker, JP; Bekker, RM			Are seed dormancy and persistence in soil related?	SEED SCIENCE RESEARCH												There is confusion in the ecological literature between seed dormancy and persistence in soil. Some ecologists seem to assume that dormancy is necessary for persistence, while others imply that dormancy and persistence are virtually synonymous. Here, we show that there is no close relationship between dormancy and persistence and, incidentally, that conventional methods of investigating soil seed banks underestimate the persistence of species with dormant seeds. The confusion appears to arise from the concept of 'enforced dormancy', which is not genuinely dormancy at all, and would be eliminated if ecologists adopted the definition of dormancy employed by physiologists. Dormancy is a characteristic of the seed, not of the environment, the degree of which defines the conditions required to make the seed germinate.																	0960-2585					MAY	2003	13	2					97	100		10.1079/SSR2003128							WOS:000182978400001						
J	Csontos, P; Tamas, J				Csontos, P; Tamas, J			Comparisons of soil seed bank classification systems	SEED SCIENCE RESEARCH												Since 1969, ten soil seed bank classification systems have been published. Among these systems, the number of recognized seed bank categories varies from three to twelve. Seed longevity is the main factor used for distinguishing categories, but dormancy and germination types are also important. Systems considering relatively few seed bank categories have been the most commonly proposed in contemporary plant ecology. In contrast, systems involving high numbers of categories have received limited interest because the detailed ecological knowledge of individual species required for their successful categorization is usually missing. A comprehensive table on the main features of seed bank classification systems is provided.																	0960-2585	1475-2735				MAY	2003	13	2					101	111		10.1079/SSR2003129							WOS:000182978400002						
J	Sellers, BA; Smeda, RJ; Johnson, WG; Kendig, JA; Ellersieck, MR				Sellers, BA; Smeda, RJ; Johnson, WG; Kendig, JA; Ellersieck, MR			Comparative growth of six Amaranthus species in Missouri	WEED SCIENCE												Amaranthus species, commonly referred to as "pigweeds," are among the most troublesome weeds in many crop production systems. Effective control of these species often begins with an understanding of their biological and reproductive characteristics. At two sites in Missouri, six pigweed species (redroot pigweed, common waterhemp, spiny amaranth, tumble pigweed, smooth pigweed, and Palmer amaranth) were established in 60-m rows spaced 1.5 in apart. At biweekly intervals, plant heights and dry weights were recorded for each species; seed numbers were estimated at the end of the growing season. Dry weight of Palmer amaranth was up to 65% greater than those of all other species 2 wk after planting (WAP). Palmer amaranth biomass accumulation remained greater than those of the other species throughout. the season and at the end of the season was 1.2- and 2.7-fold greater than those of redroot and tumble pigweed, respectively. Palmer amaranth was approximately 10 cm tall 2 WAP (37% taller than the next tallest species, redroot pigweed) and approximately 24 cm tall 4 WAP (45% taller than redroot pigweed). In contrast, common waterhemp had not emerged 2 WAP, and plant dry weight 4 WAP was approximately I I and 26% those of Palmer amaranth and redroot pigweed, respectively. Final plant height ranged from 58 (tumble pigweed) to 208 cm (Palmer amaranth). Redroot pigweed, smooth pigweed, common waterhemp, and Palmer amaranth plants each produced over 250,000 seeds plant(-1). Spiny amaranth and tumble pigweed produced approximately 114,000 and 50,000 seeds plant(-1), respectively. Common waterhemp produced 535 seeds g(-1) of total plant dry weight; this seed production was 1.4-, 1.4-, 2.0-, 3.4-, and 3.4-fold greater than those of redroot pigweed, smooth pigweed, Palmer amaranth, tumble pigweed, and spiny amaranth, respectively. Because the timing for many postemergence herbicides depends on weed height, rapid growth shortly after emergence reduces the time frame for optimum control of species such as Palmer amaranth. Delayed emergence also could result in escaped common waterhemp. Escape of only a few plants could result in a rapid increase in seed populations in the soil seed bank and may select for late-emerging biotypes.																	0043-1745					MAY-JUN	2003	51	3					329	333		10.1614/0043-1745(2003)051[0329:CGOSAS]2.0.CO;2							WOS:000183094600008						
J	Eriksson, I; Teketay, D; Granstrom, A				Eriksson, I; Teketay, D; Granstrom, A			Response of plant communities to fire in an Acacia woodland and a dry Afromontane forest, southern Ethiopia	FOREST ECOLOGY AND MANAGEMENT												To understand the role of fire in degrading tropical dry forest ecosystems of north-east Africa, fire potential was studied within two vegetation types: Acacia woodland and dry Afromontane forest. Fire behaviour was analysed in experimental fires late in the dry season (February) and the potential response of the soil seed bank was studied on samples taken before and after fire treatment. Bark thickness was also measured, as an indication of fire-resistance, on a suit of tree/shrub species representing the two vegetation types and an ecotone between them. The total fuel biomass differed only marginally between the two vegetation types. But biomass of the litter fuel differed significantly, and the biomass of litter fuel was two times greater in the Acacia woodland (673 g m(-2)) than in the dry Afromontane forest (308 g m(-2)). In contrast, the biomass of woody fine fuels was four times greater in the dry Afromontane forest (300 g m(-2)) than in the Acacia woodland (76 g m- 2) and the biomass of live fine fuels was also several times greater in the dry Afromontane forest (110 g m(-2)),compared with the Acacia woodland (15 g m-2). During experimental fires in the Acacia woodland, fuel consumption was 100% for all burned plots, but in the dry Afromontane forest fuel consumption ranged between 10 and 40% of the available fuel within the plots. The results from the soil seed bank study indicated little if any impact from fire. There was a gradual increase in bark thickness of trees when going from the dry Afromontane forest over the ecotone towards the Acacia woodland site. Considering all species analysed, bark thickness of trees 15 cm in diameter at I m height ranged from 2.4 to 15.4 mm. Therefore, based on the differences in microclimate, fuels, fire behaviour and bark thickness the Acacia woodland was determined to be the most fire prone as well as fire resilient ecosystem. In contrast, sustained combustion was unlikely at the studied dry Afromontane forest site. Spread of fire was not possible due to the high fuel moisture content and poor fuel bed. Forest fragmentation and intentional burning of grasslands, followed by an altered microclimate, should however increase the probability of fires penetrating the dry Afromontane forest. (C) 2002 Elsevier Science B.V. All rights reserved.																	0378-1127	1872-7042				APR 7	2003	177	1-3					39	50	PII S0378-1127(02)00325-0	10.1016/S0378-1127(02)00325-0							WOS:000182041800004						
J	Pickup, M; McDougall, KL; Whelan, RJ				Pickup, M; McDougall, KL; Whelan, RJ			Fire and flood: Soil-stored seed bank and germination ecology in the endangered Carrington Falls Grevillea (Grevillea rivularis, Proteaceae)	AUSTRAL ECOLOGY												Seed germination is dependent on the interaction between the dormancy state of a seed and the presence of favourable environmental conditions. Thus, the spectacular pulse of seedling recruitment in many Australian vegetation communities following disturbances such as fire can be attributed to changes in microsite conditions and/or the dormancy-breaking effect of the disturbance on accumulated seed banks. Grevillea rivularis is a threatened species endemic to the area immediately above Carrington Falls in the NSW Southern Highlands. Most of the population is confined to the riparian vegetation zone in woodland and heath, and is therefore subject to periodic disturbance from fire and flood. For this species, a pulse of seedling recruitment has been recorded after fire, flood and mechanical soil disturbance. The aims of this study were to examine the density and vertical distribution of the soil-stored seed bank and to investigate the role of heat and scarification as cues for germination of fresh and soil-stored seed. There was a large seed bank under the canopies of established individuals (194 +/- 73 seeds m(-2)) and most seeds were found in the 0-2 cm and leaf-litter layers of the soil profile. The germination response of soil-stored and fresh seed was examined using a hierarchical series of laboratory experiments. Seeds of G. rivularis showed marked dormancy polymorphism. Thirty-six percent of soil-stored seed germinated without treatment, whereas no untreated fresh seeds germinated. Scarification or heating caused significant germination of dormant soil-stored seed, but only scarification resulted in germination of dormant fresh seeds. These results highlight important differences in the dormancy state of soil-stored and fresh seed. Thus, being a riparian species in a fire-prone environment, the dormancy mechanisms in seeds of G. rivularis suit this species to disturbance by both fire and flood.				Whelan, Robert/E-3670-2010													1442-9985					APR	2003	28	2					128	136		10.1046/j.1442-9993.2003.01255.x							WOS:000182113600004						
J	Wardle, GM				Wardle, GM			Experimental determination of seed emergence and carry-over in the soil seed bank of the herbaceous perennial, Trachymene incisa (Apiaceae)	AUSTRAL ECOLOGY												Many populations of herbaceous perennial plants contain seeds stored in a soil seed bank. The contribution of seeds to population persistence is an important parameter in population models but germination rates of known-age seeds are difficult to obtain because individual seeds cannot easily be followed. Although Trachymene incisa Rudge plants produce copious seeds that are dispersed into the soil, the existence of a seed bank has not been confirmed. To quantify the potential for a seed bank fresh seeds of T. incisa were sown into experimental seed banks in the eucalypt-dominated Agnes Banks Woodland in western Sydney, NSW. A recent fire provided the opportunity to compare germination in the burnt and unburnt vegetation. Density of seed sowing and time of maturation/dispersal of seeds were manipulated in 75 seed cages. Emergence of seeds after 5 months was significantly higher for the earliest planting date but after 1 year, germination of seeds planted in the later weeks increased, and the final germination for all weeks was 28%. Density of sowing and the recent fire did not affect emergence. A second experiment planted over a broader time span (9 weeks instead of 3 weeks) confirmed the effect of planting date but also found significant spatial variation on a scale of tens of metres. Laboratory germination rates of over 70% confirmed that the seeds were viable and non-dormant when sown in the field cages. The carry-over of non-germinated seed in the soil seed bank is estimated to be about 70% after 2 years, implying that a cohort of seeds would not be depleted through germination alone for up to 40 years. The potential for a long-lived seed bank in this species is interesting because the plants are also capable of resprouting from their rootstock after fire, giving them characteristics of both resprouters and seeders.				Wardle, Glenda M/D-9332-2012; Wardle, Glenda M/D-6533-2016	Wardle, Glenda M/0000-0003-0189-1899												1442-9985					APR	2003	28	2					161	172		10.1046/j.1442-9993.2003.01258.x							WOS:000182113600007						
J	Francis, A; Warwick, SI				Francis, A; Warwick, SI			The biology of Canadian weeds. 120. Neslia paniculata (L.) Desv.	CANADIAN JOURNAL OF PLANT SCIENCE												Francis, A. and Warwick, S. I. 2003. The biology of Canadian weeds. 120. Neslia paniculata (L.) Desv. Can. J. Plant Sci. 83: 441-451. A review of biological information is provided for Neslia paniculata. Native to central Eurasia, this species is naturalized in other temperate regions of the northern hemisphere. In North America it is most abundant in Canada's prairie provinces, but has spread west and north to British Columbia, Alaska, Yukon and the Northwest Territories, and to scattered locations in eastern Canada and the northern United States. It is typically a summer annual weed of disturbed soils. Its growth habit and persistence in the seed bank have enabled it to spread as an adventive and to maintain its presence in cultivated areas. While it is present in relatively low frequency as a weed in most crops its indehiscent seed pods can contaminate harvested crops and spread in seed commodities. The small size of its seed pods and the similarity of its seeds to those of canola and condiment mustard have led to its regulation as a significant contaminant of commercial seed. It is generally well controlled by herbicides (e.g., sulfonylureas, glyphosate, MCPA, bromoxynil, and 2 4-D); however, a population resistant to metsulfuron-methyl, one of the Group 2 herbicides that inhibit acetolactate synthase (ALS), was found at a site in Alberta in 1998.																	0008-4220					APR	2003	83	2					441	451		10.4141/P02-076							WOS:000183038500029						
J	Quintana-Ascencio, PF; Menges, ES; Weekley, CW				Quintana-Ascencio, PF; Menges, ES; Weekley, CW			A fire-explicit population viability analysis of Hypericum cumulicola in Florida rosemary scrub	CONSERVATION BIOLOGY												Land managers seeking to reestablish historical fire regimes need guidance on how to apply prescribed fire to promote the population persistence of endangered species. We explored extinction risks of Hypericum cumulicola , a fire-dependent plant endemic to the Lake Wales Ridge, Florida (U.S.A). Stochastic and deterministic matrix population models based on six censuses (1994-1999) and data from several germination and seedling survival experiments were used to compare H. cumulicola demography and extinction probabilities under different fire regimes. Environmental variation associated with site, year, and winter precipitation was included in these models. We estimated time to extinction of unburned populations of different sizes and the probabilities of extinction under no fire, different regular fire-return intervals, and alternating short and long fire-return intervals. Following an initial fire, even relatively large populations of thousands of individuals may become locally extinct within 300-400 years without additional fires. Extinction probability declined as intervals between fires decreased. Fire intervals of >50 years resulted in an appreciable extinction probability after 200 years. Cycles of highly staggered short and long fire-return intervals caused slightly higher chances of extinction than regular fire-return intervals. The simulations were sensitive to estimates of survival in the seed bank. Active management will be required to restore favorable fire regimes in areas where fire has been suppressed. To maintain biodiversity, managers should consider variable fire regimes to match the requirements of a variety of species with different life histories.				Quintana-Ascencio, Pedro F/F-7263-2013													0888-8892	1523-1739				APR	2003	17	2					433	449		10.1046/j.1523-1739.2003.01431.x							WOS:000181736400013						
J	Mayor, MD; Boo, RM; Pelaez, DV; Elia, OR				Mayor, MD; Boo, RM; Pelaez, DV; Elia, OR			Seasonal variation of the soil seed bank of grasses in central Argentina as related to grazing and shrub cover	JOURNAL OF ARID ENVIRONMENTS												The objectives of this research were to (a) study seasonal variation of the seed bank of grasses in two areas with different grazing history, (b) analyse the effect of the presence of shrubs on the seed bank and (c) study seed viability and dormancy in buried seeds of Piptochaetium napostaens and Stipa tenuis. The seed density of grasses was in general low and showed seasonal variation. Most of the grasses showed maximum seed density in December when seed dispersal occurs. Shrub cover did not show a marked influence in seed accumulation. The relatively high number of damaged seeds suggests that predation may be an important factor in seed bank dynamics in the Caldenal. Seeds of dominant perennial forage grasses showed dormancy that could explain, at least in part, persistence of these species in spite of periodical disturbance. (C) 2002 Elsevier Science Ltd.																	0140-1963					APR	2003	53	4					467	477		10.1006/jare.2002.1060							WOS:000181147200003						
