PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Zhong, MX; Miao, Y; Han, SJ; Wang, D				Zhong, Mingxing; Miao, Yuan; Han, Shijie; Wang, Dong			Nitrogen addition decreases seed germination in a temperate steppe	ECOLOGY AND EVOLUTION																Wang, Dong/R-1144-2018	Wang, Dong/0000-0003-4533-1615												2045-7758					AUG	2019	9	15					8441	8449		10.1002/ece3.5151							WOS:000479278000003	31410252					
J	Akita, S; Takano, Y; Nagai, S; Kuwahara, H; Kajihara, R; Tanabe, AS; Fujita, D				Akita, Shingo; Takano, Yoshihito; Nagai, Satoshi; Kuwahara, Hisami; Kajihara, Rumiko; Tanabe, Akifumi S.; Fujita, Daisuke			Rapid detection of macroalgal seed bank on cobbles: application of DNA metabarcoding using next-generation sequencing	JOURNAL OF APPLIED PHYCOLOGY																Akita, Shingo/Y-5752-2019; Tanabe, Akifumi/P-9381-2015	Akita, Shingo/0000-0003-1140-2593; Tanabe, Akifumi/0000-0003-1017-6504												0921-8971	1573-5176				AUG	2019	31	4					2743	2753		10.1007/s10811-018-1730-9							WOS:000479057200051						
J	Zhang, Z; Gao, PL; Dai, WM; Song, XL; Hu, F; Qiang, S				Zhang Zheng; Gao Ping-lei; Dai Wei-min; Song Xiao-ling; Hu Feng; Qiang Sheng			Effect of tillage and burial depth and density of seed on viability and seedling emergence of weedy rice	JOURNAL OF INTEGRATIVE AGRICULTURE																													2095-3119					AUG	2019	18	8					1914	1923		10.1016/S2095-3119(19)62583-9							WOS:000479139600024						
J	Kolodziejek, J; Patykowski, J; Wala, M				Kolodziejek, Jeremi; Patykowski, Jacek; Wala, Mateusz			Dormancy, germination, and sensitivity to salinity stress in five species of Potentilla (Rosaceae)	BOTANY																	Wala, Mateusz/0000-0002-3944-3760												1916-2790	1916-2804				AUG	2019	97	8					452	462		10.1139/cjb-2019-0038							WOS:000477854900004						
J	Jaganathana, GK; Boenisch, G; Kattge, J; Dalrymple, SE				Jaganathana, Ganesh K.; Boenisch, Gerhard; Kattge, Jens; Dalrymple, Sarah E.			Physically, physiologically and conceptually hidden: Improving the description and communication of seed persistence	FLORA																	Dalrymple, Sarah/0000-0002-6806-855X												0367-2530	1618-0585				AUG	2019	257								UNSP 151413	10.1016/j.flora.2019.05.012							WOS:000477674200006						
J	Sanchez, FA; Vivian-Rogers, VR; Urakawa, H				Sanchez, Francia A.; Vivian-Rogers, Valerie R.; Urakawa, Hidetoshi			Tilapia recirculating aquaculture systems as a source of plant growth promoting bacteria	AQUACULTURE RESEARCH																Urakawa, Hidetoshi/B-1337-2013	Urakawa, Hidetoshi/0000-0003-3748-6027												1355-557X	1365-2109				AUG	2019	50	8					2054	2065		10.1111/are.14072							WOS:000474666300004						
J	Baskin, CC; Baskin, JM; Chester, EW				Baskin, Carol C.; Baskin, Jerry M.; Chester, Edward W.			Long-term persistence of summer annuals in soil seed banks of seasonally dewatered mudflats	PLANT ECOLOGY																													1385-0237	1573-5052				AUG	2019	220	7-8					731	740		10.1007/s11258-019-00948-7							WOS:000476517600006						
J	Gervazio, W; Yamashita, OM; Felito, RA; Eisenlohr, PV				Gervazio, Wagner; Yamashita, Oscar Mitsuo; Felito, Ricardo Adriano; Eisenlohr, Pedro V.			Soil quality and its relationship with weeds in urban homegardens of Alta Floresta, Southern Amazonia	AGROFORESTRY SYSTEMS																Eisenlohr, Pedro/F-8421-2012; Yamashita, Oscar Mitsuo/A-7418-2010	Eisenlohr, Pedro/0000-0002-5912-8370; Yamashita, Oscar Mitsuo/0000-0001-6715-626X												0167-4366	1572-9680				AUG	2019	93	4					1223	1234		10.1007/s10457-018-0230-x							WOS:000474352900003						
J	Ma, MJ; Baskin, CC; Li, WJ; Zhao, YP; Zhao, Y; Zhao, L; Chen, N; Du, GZ				Ma, Miaojun; Baskin, Carol C.; Li, Wenjin; Zhao, Yunpeng; Zhao, Yin; Zhao, Liang; Chen, Ning; Du, Guozhen			Seed banks trigger ecological resilience in subalpine meadows abandoned after arable farming on the Tibetan Plateau	ECOLOGICAL APPLICATIONS																	Chen, Ning/0000-0002-1779-915X												1051-0761	1939-5582				OCT	2019	29	7								10.1002/eap.1959		JUL 2019					WOS:000479759100001	31240782					
J	Omar, M; Schneider-Maunoury, L; Barr, K; Al Sayed, N; Halwani, J; Machon, N				Omar, Mona; Schneider-Maunoury, Laure; Barre, Kevin; Al Sayed, Nazir; Halwani, Jalal; Machon, Nathalie			Colonization and extinction dynamics among the plant species at tree bases in Paris (France)	ECOLOGY AND EVOLUTION																	HALWANI, Jalal/0000-0001-9049-2309												2045-7758					AUG	2019	9	15					8414	8428		10.1002/ece3.4954		JUL 2019					WOS:000476110400001	31410250					
J	Lopez, AS; Marchelli, P; Batlla, D; Lopez, DR; Arana, MV				Lopez, Aldana S.; Marchelli, Paula; Batlla, Diego; Lopez, Dardo R.; Arana, Maria V.			Seed responses to temperature indicate different germination strategies among Festuca pallescens populations from semi-arid environments in North Patagonia	AGRICULTURAL AND FOREST METEOROLOGY																	Arana, Maria Veronica/0000-0002-9483-7906												0168-1923	1873-2240				JUL 15	2019	272						81	90		10.1016/j.agrformet.2019.04.002							WOS:000469158400008						
J	Lopez, CB; Karim, A; Murasko, S; Marot, M; Smith, CG; Corcoran, AA				Lopez, Cary B.; Karim, Aliza; Murasko, Susan; Marot, Marci; Smith, Christopher G.; Corcoran, Alina A.			Temperature mediates secondary dormancy in resting cysts of Pyrodinium bahamense (Dinophyceae)	JOURNAL OF PHYCOLOGY																	Lopez, Cary/0000-0002-4529-401X												0022-3646	1529-8817				AUG	2019	55	4					924	935		10.1111/jpy.12883		JUL 2019					WOS:000475115400001	31066460					
J	Cavallero, L; Ledesma, M; Lopez, DR; Carranza, CA				Cavallero, Laura; Ledesma, Marcela; Lopez, Dardo R.; Carranza, Carlos A.			Retention and redistribution of biological legacies generate resource sinks in silvopastoral systems of Arid Chaco forests	ECOLOGICAL PROCESSES																														2192-1709				JUL 11	2019	8	1							27	10.1186/s13717-019-0180-x							WOS:000499129700001						
J	Moreira-Grez, B; Munoz-Rojas, M; Kariman, K; Storer, P; O'Donnell, AG; Kumaresan, D; Whiteley, AS				Moreira-Grez, Benjamin; Munoz-Rojas, Miriam; Kariman, Khalil; Storer, Paul; O'Donnell, Anthony G.; Kumaresan, Deepak; Whiteley, Andrew S.			Reconditioning Degraded Mine Site Soils With Exogenous Soil Microbes: Plant Fitness and Soil Microbiome Outcomes	FRONTIERS IN MICROBIOLOGY																Munoz-Rojas, Miriam/AAB-5578-2020; Kumaresan, Deepak/E-8566-2011	Munoz-Rojas, Miriam/0000-0002-9746-5191; Kumaresan, Deepak/0000-0001-9072-3058; Whiteley, Andrew/0000-0001-7762-1575												1664-302X					JUL 10	2019	10								1617	10.3389/fmicb.2019.01617							WOS:000474752900001	31354694					
J	Cochrane, A; Monks, L				Cochrane, Anne; Monks, Leonie			Lack of fire and insect herbivory constrain recruitment in a rare legume from Western Australia	AUSTRAL ECOLOGY																													1442-9985	1442-9993				NOV	2019	44	7					1245	1255		10.1111/aec.12802		JUL 2019					WOS:000477476900001						
J	Colville, L; Pritchard, HW				Colville, Louise; Pritchard, Hugh W.			Seed life span and food security	NEW PHYTOLOGIST																Colville, Louise/I-7841-2012	Colville, Louise/0000-0003-4626-4522												0028-646X	1469-8137				OCT	2019	224	2					557	562		10.1111/nph.16006		JUL 2019					WOS:000474160100001	31225902					
J	Hirayama, K; Yamada, S; Inui, A; Takahashi, M				Hirayama, Kimiko; Yamada, Satoshi; Inui, Akinobu; Takahashi, Masaya			Soil seed bank composition of three forest stands at different developmental stages in a warm-temperate forest in western Japan	JOURNAL OF FOREST RESEARCH																													1341-6979	1610-7403				JUL 4	2019	24	4					255	260		10.1080/13416979.2019.1641883							WOS:000479050200007						
J	Wallace, KJ; Clarkson, BD				Wallace, Kiri Joy; Clarkson, Bruce D.			Urban forest restoration ecology: a review from Hamilton, New Zealand	JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND																Wallace, Dr. Kiri Joy/A-5969-2019	Wallace, Dr. Kiri Joy/0000-0003-1236-6846												0303-6758	1175-8899				JUL 3	2019	49	3			SI		347	369		10.1080/03036758.2019.1637352		JUL 2019					WOS:000475004100001						
J	Nori, H; Moot, DJ; Mills, A				Nori, Hollena; Moot, Derrick J.; Mills, Annamaria			Seed production, seedling regeneration and hardseeds breakdown of annual clovers	NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH																													0028-8233	1175-8775				JUL 3	2019	62	3					316	331		10.1080/00288233.2018.1488747							WOS:000460518200002						
J	Gao, XX; Dong, SK; Xu, YD; Wu, SN; Wu, XH; Zhang, X; Zhi, YL; Li, S; Liu, SL; Li, Y; Shang, ZH; Dong, QM; Zhou, HK; Stufkens, P				Gao, Xiaoxia; Dong, Shikui; Xu, Yudan; Wu, Shengnan; Wu, Xiaohui; Zhang, Xi; Zhi, Yangliu; Li, Shuai; Liu, Shiliang; Li, Yu; Shang, Zhanhuan; Dong, Quanmin; Zhou, Huakun; Stufkens, Paul			Resilience of revegetated grassland for restoring severely degraded alpine meadows is driven by plant and soil quality along recovery time: A case study from the Three-river Headwater Area of Qinghai-Tibetan Plateau	AGRICULTURE ECOSYSTEMS & ENVIRONMENT																													0167-8809	1873-2305				JUL 1	2019	279						169	177		10.1016/j.agee.2019.01.010							WOS:000482173600019						
J	Kremp, A; Hansen, PJ; Tillmann, U; Savela, H; Suikkanen, S; Voss, D; Barrera, F; Jakobsen, HH; Krock, B				Kremp, Anke; Hansen, Per Juel; Tillmann, Urban; Savela, Henna; Suikkanen, Sanna; Voss, Daniela; Barrera, Facundo; Jakobsen, Hans Henrik; Krock, Bernd			Distributions of three Alexandrium species and their toxins across a salinity gradient suggest an increasing impact of GDA producing A. pseudogonyaulax in shallow brackish waters of Northern Europe	HARMFUL ALGAE																Jakobsen, Hans/AAC-8316-2019; Hansen, Per Juel/E-9969-2011	Jakobsen, Hans/0000-0001-9590-2362; Savela, Henna/0000-0002-2058-2779; Hansen, Per Juel/0000-0003-0228-9621												1568-9883	1878-1470				JUL	2019	87								UNSP 101622	10.1016/j.hal.2019.101622							WOS:000484873900005	31349884					
J	Flores-Enriquez, V; Castillo, G; Collazo-Ortega, M				Flores-Enriquez, Valeria; Castillo, Guillermo; Collazo-Ortega, Margarita			EXPERIMENTAL SEED GERMINATION FOR EX SITU CONSERVATION OF MEXICAN PODOSTEMACEAE	BOTANICAL SCIENCES																	Collazo-Ortega, Margarita/0000-0001-6618-4920; Castillo, Guillermo/0000-0003-1344-8819												2007-4298	2007-4476				JUL-SEP	2019	97	3					413	422		10.17129/botsci.2232							WOS:000484100200011						
J	Gargiulo, R; Worswick, G; Arnold, C; Pike, LJ; Cowan, RS; Hardwick, KA; Chapman, T; Fay, MF				Gargiulo, Roberta; Worswick, Gemma; Arnold, Corinne; Pike, Lindsay J.; Cowan, Robyn S.; Hardwick, Kate A.; Chapman, Ted; Fay, Michael F.			Conservation of the Threatened Species, Pulsatilla vulgaris Mill. (Pasqueflower), is Aided by Reproductive System and Polyploidy	JOURNAL OF HEREDITY																	Gargiulo, Roberta/0000-0001-8663-6568												0022-1503	1465-7333				JUL	2019	110	5					618	628		10.1093/jhered/esz035							WOS:000482421500009	31102445					
J	Galera, H; Rudak, A; Czyz, EA; Chwedorzewska, KJ; Znoj, A; Wodkiewicz, M				Galera, Halina; Rudak, Agnieszka; Czyz, Ewa A.; Chwedorzewska, Katarzyna J.; Znoj, Anna; Wodkiewicz, Maciej			The role of the soil seed store in the survival of an invasive population of Poa annua at Point Thomas Oasis, King George Island, maritime Antarctica	GLOBAL ECOLOGY AND CONSERVATION																Chwedorzewska, Katarzyna/M-9721-2019; Galera, Halina HG/V-5347-2018	Chwedorzewska, Katarzyna/0000-0001-6860-3666; Galera, Halina HG/0000-0001-6983-0908; Znoj, Anna/0000-0002-8424-6707; Rudak, Agnieszka/0000-0002-9638-7726; Wodkiewicz, Maciej/0000-0002-7358-126X												2351-9894					JUL	2019	19								e00679	10.1016/j.gecco.2019.e00679							WOS:000477695200032						
J	Siebert, F; Dreber, N				Siebert, Frances; Dreber, Niels			Forb ecology research in dry African savannas: Knowledge, gaps, and future perspectives	ECOLOGY AND EVOLUTION																													2045-7758					JUL	2019	9	13					7875	7891		10.1002/ece3.5307							WOS:000476593800038	31346447					
J	Liang, W; Liu, ZM; Liu, MH; Qin, XP; Xin, ZM; Lv, YJ; Li, XL; Wang, ZG; Su, Z; Zhou, QL				Liang, Wei; Liu, Zhimin; Liu, Minghu; Qin, Xuanping; Xin, Zhiming; Lv, Yongjun; Li, Xinle; Wang, Zhigang; Su, Zhi; Zhou, Quanlai			How do diaspore traits, wind speed and sand surface configuration interact to determine seed burial during wind dispersal?	PLANT AND SOIL																													0032-079X	1573-5036				JUL	2019	440	1-2					357	368		10.1007/s11104-019-04071-4							WOS:000475977600025						
J	Neto, AM; Martins, SV; Silva, KD				Miranda Neto, Aurino; Martins, Sebastiao Venancio; Silva, Kelly de Almeida			Plantlet rescue in a soil seed bank to produce forest species seedlings	ECOLOGICAL ENGINEERING																													0925-8574	1872-6992				JUL	2019	132						94	101		10.1016/j.ecoleng.2019.04.002							WOS:000464952200011						
J	Greulich, S; Chevalier, R; Villar, M				Greulich, Sabine; Chevalier, Richard; Villar, Marc			Soil seed banks in the floodplain of a large river: A test of hypotheses on seed bank composition in relation to flooding and established vegetation	JOURNAL OF VEGETATION SCIENCE																Greulich, sabine/AAA-7237-2019	Greulich, Sabine/0000-0001-5678-6944												1100-9233	1654-1103				JUL	2019	30	4					732	745		10.1111/jvs.12762							WOS:000474629200014						
J	Steggles, EK; Facelli, JM; Ainsley, PJ; Pound, LM				Steggles, Emma K.; Facelli, Jose M.; Ainsley, Phillip J.; Pound, Leanne M.			Biological soil crust and vascular plant interactions in Western Myall (Acacia papyrocarpa) open woodland in South Australia	JOURNAL OF VEGETATION SCIENCE																	Steggles, Emma/0000-0001-7382-9141; Facelli, Jose/0000-0002-0408-0082												1100-9233	1654-1103				JUL	2019	30	4					756	764		10.1111/jvs.12764							WOS:000474629200016						
J	Haussmann, NS; Delport, C; Kakembo, V; Mashiane, KK; le Roux, PC				Haussmann, Natalie S.; Delport, Christopher; Kakembo, Vincent; Mashiane, Katlego K.; le Roux, Peter C.			Restoration potential of invaded abandoned agricultural fields: what does the seed bank tell us?	RESTORATION ECOLOGY																le Roux, Peter Christiaan/E-7784-2011	le Roux, Peter Christiaan/0000-0002-7941-7444; Haussmann, Natalie/0000-0002-0314-0266												1061-2971	1526-100X				JUL	2019	27	4					813	820		10.1111/rec.12923							WOS:000474808600015						
J	Halassy, M; Botta-Dukat, Z; Csecserits, A; Szitar, K; Torok, K				Halassy, Melinda; Botta-Dukat, Zoltan; Csecserits, Aniko; Szitar, Katalin; Torok, Katalin			Trait-based approach confirms the importance of propagule limitation and assembly rules in old-field restoration	RESTORATION ECOLOGY																													1061-2971	1526-100X				JUL	2019	27	4					840	849		10.1111/rec.12929							WOS:000474808600018						
J	Thompson, LR; Haroon, MF; Shibl, AA; Cahill, MJ; Ngugi, DK; Williams, GJ; Morton, JT; Knight, R; Goodwin, KD; Stingl, U				Thompson, Luke R.; Haroon, Mohamed F.; Shibl, Ahmed A.; Cahill, Matt J.; Ngugi, David K.; Williams, Gareth J.; Morton, James T.; Knight, Rob; Goodwin, Kelly D.; Stingl, Ulrich			Red Sea SAR11 and Prochlorococcus Single-Cell Genomes Reflect Globally Distributed Pangenomes	APPLIED AND ENVIRONMENTAL MICROBIOLOGY																Ngugi, David Kamanda/F-7496-2014; Shibl, Ahmed A./AAE-2968-2019; gidley, maribeth L/B-8335-2014; Thompson, Luke R./Z-3344-2019; Goodwin, Kelly D./B-4985-2014; Stingl, Uli/H-1191-2014	Shibl, Ahmed A./0000-0002-8147-8406; gidley, maribeth L/0000-0001-9583-8073; Thompson, Luke R./0000-0002-3911-1280; Goodwin, Kelly D./0000-0001-9583-8073; Stingl, Uli/0000-0002-0684-2597; Ngugi, David Kamanda/0000-0002-0442-4279												0099-2240	1098-5336				JUL	2019	85	13							UNSP e00369-19	10.1128/AEM.00369-19							WOS:000473717900011	31028022					
J	Blath, J; Buzzoni, E; Casanova, AG; Wilke-Berenguer, M				Blath, Jochen; Buzzoni, Eugenio; Gonzalez Casanova, Adrian; Wilke-Berenguer, Maite			Structural properties of the seed bank and the two island diffusion	JOURNAL OF MATHEMATICAL BIOLOGY																													0303-6812	1432-1416				JUL	2019	79	1					369	392		10.1007/s00285-019-01360-5							WOS:000473241200011	31073694					
J	Hoban, S				Hoban, Sean			New guidance for ex situ gene conservation: Sampling realistic population systems and accounting for collection attrition	BIOLOGICAL CONSERVATION																													0006-3207	1873-2917				JUL	2019	235						199	208		10.1016/j.biocon.2019.04.013							WOS:000472696400021						
J	Berthon, KA; Winzer, LF; Sandhu, K; Cuddy, W; Manea, A; Carnegie, AJ; Leishman, MR				Berthon, Katherine A.; Winzer, Laura Fernandez; Sandhu, Karanjeet; Cuddy, Will; Manea, Anthony; Carnegie, Angus J.; Leishman, Michelle R.			Endangered species face an extra threat: susceptibility to the invasive pathogen Austropuccinia psidii (myrtle rust) in Australia	AUSTRALASIAN PLANT PATHOLOGY																Fernandez, Laura M/L-2594-2014; Leishman, Michelle/G-9726-2012	Fernandez Winzer, Laura/0000-0003-0675-9117; Leishman, Michelle/0000-0003-4830-5797; Manea, Anthony/0000-0002-0956-4529												0815-3191	1448-6032				JUL	2019	48	4					385	393		10.1007/s13313-019-00640-4							WOS:000472136800010						
J	Farooq, S; Onen, H; Ozaslan, C; Baskin, CC; Gunal, H				Farooq, S.; Onen, H.; Ozaslan, C.; Baskin, C. C.; Gunal, H.			Seed germination niche for common ragweed (Ambrosia artemisiifolia L.) populations naturalized in Turkey	SOUTH AFRICAN JOURNAL OF BOTANY																Farooq, Shahid/A-4188-2012	Farooq, Shahid/0000-0002-6349-1404												0254-6299	1727-9321				JUL	2019	123						361	371		10.1016/j.sajb.2019.03.031							WOS:000472017400041						
J	Galindez, G; Ledesma, T; Alvarez, A; Pastrana-Ignes, V; Bertuzzi, T; Lindow-Lopez, L; Suhring, S; Ortega-Baes, P				Galindez, G.; Ledesma, T.; Alvarez, A.; Pastrana-Ignes, V.; Bertuzzi, T.; Lindow-Lopez, L.; Suhring, S.; Ortega-Baes, P.			Intraspecific variation in seed germination and storage behaviour of Cordia tree species of subtropical montane forests of Argentina: Implications for ex situ conservation	SOUTH AFRICAN JOURNAL OF BOTANY																													0254-6299	1727-9321				JUL	2019	123						393	399		10.1016/j.sajb.2019.03.029							WOS:000472017400045						
J	Cohen, O; Bar, P; Gamliel, A; Katan, J; Kurzbaum, E; Weber, G; Schubert, I; Riov, J				Cohen, Oded; Bar (Kutiel), Pua; Gamliel, Abraham; Katan, Jaacov; Kurzbaum, Eyal; Weber, Gil; Schubert, Iris; Riov, Joseph			Rain-based soil solarization for reducing the persistent seed banks of invasive plants in natural ecosystems - Acacia saligna as a model	PEST MANAGEMENT SCIENCE																													1526-498X	1526-4998				JUL	2019	75	7					1933	1941		10.1002/ps.5306							WOS:000471294700017	30575278					
J	Gomes, FM; de Oliveira, CC; Miranda, RD; da Costa, RC; Loiola, MIB				Gomes, Fernanda Melo; de Oliveira, Clemir Candela; Miranda, Roberta da Rocha; da Costa, Rafael Carvalho; Bezerra Loiola, Maria Iracema			Relationships between soil seed bank composition and standing vegetation along chronosequences in a tropical dry forest in north-eastern Brazil	JOURNAL OF TROPICAL ECOLOGY																Costa, Rafael/I-7262-2012	Costa, Rafael/0000-0002-0942-3128												0266-4674	1469-7831				JUL	2019	35	4					173	184		10.1017/S0266467419000130							WOS:000471023500004						
J	Henriksson, ND; Hydbom, S; Schmid, BC; Olsson, PA				Henriksson, Natalie D.; Hydbom, Sofia; Schmid, Barbara C.; Olsson, Pal Axel			Topsoil removal enhances plant target species occurrence in sandy calcareous grassland	FLORA																													0367-2530	1618-0585				JUL	2019	256						7	15		10.1016/j.flora.2019.03.014							WOS:000470109800002						
J	Gioria, M; Le Roux, JJ; Hirsch, H; Moravcova, L; Pysek, P				Gioria, Margherita; Le Roux, Johannes J.; Hirsch, Heidi; Moravcova, Lenka; Pysek, Petr			Characteristics of the soil seed bank of invasive and non-invasive plants in their native and alien distribution range	BIOLOGICAL INVASIONS																Pysek, Petr/B-1957-2012; Gioria, Margherita/G-6390-2014	Gioria, Margherita/0000-0002-0574-4688; Le Roux, Johannes/0000-0001-7911-9810												1387-3547	1573-1464				JUL	2019	21	7					2313	2332		10.1007/s10530-019-01978-y							WOS:000469449800007						
J	Wang, GD; Jiang, M; Wang, M; Xue, ZS				Wang, Guodong; Jiang, Ming; Wang, Ming; Xue, Zhenshan			Natural revegetation during restoration of wetlands in the Sanjiang Plain, Northeastern China	ECOLOGICAL ENGINEERING																Xue, Zhenshan/AAF-8591-2019	Xue, Zhenshan/0000-0002-7294-361X												0925-8574	1872-6992				JUL	2019	132						49	55		10.1016/j.ecoleng.2019.04.001							WOS:000464952200006						
J	Volkova, L; Aparicio, AGW; Weston, CJ				Volkova, Liubov; Aparicio, Alexander G. Weiss; Weston, Christopher J.			Fire intensity effects on post-fire fuel recovery in Eucalyptus open forests of south-eastern Australia	SCIENCE OF THE TOTAL ENVIRONMENT																Moya, Daniel/B-5979-2015; Volkova, Luba/I-8046-2014	Moya, Daniel/0000-0002-1909-1200; Volkova, Luba/0000-0002-4556-3478												0048-9697	1879-1026				JUN 20	2019	670						328	336		10.1016/j.scitotenv.2019.03.226							WOS:000464681800034	30904646					
J	Houlihan, AJ; Conlin, P; Chee-Sanford, JC				Houlihan, Adam J.; Conlin, Peter; Chee-Sanford, Joanne C.			Water-soluble exudates from seeds of Kochia scoparia exhibit antifungal activity against Colletotrichum graminicola	PLOS ONE																	Conlin, Peter/0000-0002-2793-7624												1932-6203					JUN 19	2019	14	6							e0218104	10.1371/journal.pone.0218104							WOS:000482885300031	31216294					
J	Milesi, FA; de Casenave, JL; Cueto, VR				Milesi, Fernando A.; Lopez de Casenave, Javier; Cueto, Victor R.			Are all patches worth exploring? Foraging desert birds do not rely on environmental indicators of seed abundance at small scales	BMC ECOLOGY																	Milesi, Fernando A./0000-0002-7281-1131												1472-6785					JUN 18	2019	19								25	10.1186/s12898-019-0242-z							WOS:000472021400001	31215415					
J	Cordero, F; Mohle, M				Cordero, F.; Moehle, M.			On the stationary distribution of the block counting process for population models with mutation and selection	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS																	Cordero, Fernando/0000-0001-5959-0787												0022-247X	1096-0813				JUN 15	2019	474	2					1049	1081		10.1016/j.jmaa.2019.02.004							WOS:000461528700016						
J	Mashavakure, N; Mashingaidze, AB; Musundire, R; Gandiwa, E; Thierfelder, C; Muposhi, VK; Svotwa, E				Mashavakure, Nilton; Mashingaidze, Arnold B.; Musundire, Robert; Gandiwa, Edson; Thierfelder, Christian; Muposhi, Victor K.; Svotwa, Ezekia			Influence of tillage, fertiliser regime and weeding frequency on germinable weed seed bank in a subhumid environment in Zimbabwe	SOUTH AFRICAN JOURNAL OF PLANT AND SOIL																	Thierfelder, Christian/0000-0002-6306-7670; svotwa, Ezekia/0000-0002-2923-7138; Muposhi, Victor K./0000-0003-1258-8916; Mashingaidze, Arnold Bray/0000-0001-9148-2858												0257-1862	2167-034X				OCT 20	2019	36	5					319	327		10.1080/02571862.2019.1570567		JUN 2019					WOS:000472358700001						
J	Nagel, M; Seal, CE; Colville, L; Rodenstein, A; Un, S; Richter, J; Pritchard, HW; Brner, A; Kranner, I				Nagel, Manuela; Seal, Charlotte E.; Colville, Louise; Rodenstein, Axel; Un, Sun; Richter, Josefine; Pritchard, Hugh W.; Boerner, Andreas; Kranner, Ilse			Wheat seed ageing viewed through the cellular redox environment and changes in pH	FREE RADICAL RESEARCH																Kranner, Ilse/B-1039-2011; Nagel, Manuela/T-8816-2017; Seal, Charlotte/E-5495-2017; Colville, Louise/I-7841-2012	Kranner, Ilse/0000-0003-4959-9109; Nagel, Manuela/0000-0003-0396-0333; Seal, Charlotte/0000-0002-9329-9325; Colville, Louise/0000-0003-4626-4522												1071-5762	1029-2470				JUN 3	2019	53	6					641	654		10.1080/10715762.2019.1620226		JUN 2019					WOS:000477222200001	31092082					
J	Skalova, H; Guo, WY; Moravcova, L; Pysek, P				Skalova, Hana; Guo, Wen-Yong; Moravcova, Lenka; Pysek, Petr			Performance of Ambrosia artemisiifolia and its potential competitors in an experimental temperature and salinity gradient and implications for management	MANAGEMENT OF BIOLOGICAL INVASIONS																Skalova, Hana/H-1627-2014; Pysek, Petr/B-1957-2012	Skalova, Hana/0000-0002-1252-2952; 												1989-8649					JUN	2019	10	2					359	376		10.3391/mbi.2019.10.2.10							WOS:000482719700008						
J	Yamamichi, M; Hairston, NG; Rees, M; Ellner, SP				Yamamichi, Masato; Hairston, Nelson G., Jr.; Rees, Mark; Ellner, Stephen P.			Rapid evolution with generation overlap: the double-edged effect of dormancy	THEORETICAL ECOLOGY																Yamamichi, Masato/F-8836-2019	Yamamichi, Masato/0000-0003-2136-3399												1874-1738	1874-1746				JUN	2019	12	2			SI		179	195		10.1007/s12080-019-0414-7							WOS:000476843500006						
J	Ganhao, E; Dias, LS				Ganhao, Elsa; Dias, Luis Silva			Seed Volume Dataset-An Ongoing Inventory of Seed Size Expressed by Volume	DATA																	Silva Dias, Luis/0000-0001-9313-6043													2306-5729				JUN	2019	4	2							61	10.3390/data4020061							WOS:000475303500015						
J	Beckie, HJ; Ashworth, MB; Flower, KC				Beckie, Hugh J.; Ashworth, Michael B.; Flower, Ken C.			Herbicide Resistance Management: Recent Developments and Trends	PLANTS-BASEL																	Beckie, Hugh/0000-0002-2659-2265												2223-7747					JUN	2019	8	6							161	10.3390/plants8060161							WOS:000475326400022	31181770					
J	Kamle, M; Mahato, DK; Lee, KE; Bajpai, VK; Gajurel, PR; Gu, KS; Kumar, P				Kamle, Madhu; Mahato, Dipendra K.; Lee, Kyung Eun; Bajpai, Vivek K.; Gajurel, Padam Raj; Gu, Kang Sang; Kumar, Pradeep			Ethnopharmacological Properties and Medicinal Uses of Litsea cubeba	PLANTS-BASEL																	Kumar, Pradeep/0000-0002-0892-5425													2223-7747				JUN	2019	8	6							150	10.3390/plants8060150							WOS:000475326400011	31159425					
J	Palinkas, CM; Engelhardt, KAM				Palinkas, Cindy M.; Engelhardt, Katharina A. M.			Influence of Inundation and Suspended-Sediment Concentrations on Spatiotemporal Sedimentation Patterns in a Tidal Freshwater Marsh	WETLANDS																													0277-5212	1943-6246				JUN	2019	39	3					507	520		10.1007/s13157-018-1097-3							WOS:000474497200009						
J	Gorzen, E; Borisova, K; Fenesi, A; Ruprecht, E; Donath, TW				Goerzen, Eugen; Borisova, Karina; Fenesi, Annamaria; Ruprecht, Eszter; Donath, Tobias W.			Effects of woody species encroachment and fire on vegetation and the soil seed bank in dry grasslands of Transylvania	APPLIED VEGETATION SCIENCE																Donath, Tobias W/B-2856-2012													1402-2001	1654-109X				JUN	2019	22	3					409	422		10.1111/avsc.12435							WOS:000473236900005						
