"Author","Year","Title","Journal","Doi","URL"
"Wang, JS; Feng, JG; Chen, BX; Shi, PL; Zhang, JL; Fang, JP; Wang, ZK; Yao, SC; Ding, LB",2016,"Controls of seed quantity and quality on seedling recruitment of smith fir along altitudinal gradient in southeastern Tibetan Plateau","JOURNAL OF MOUNTAIN SCIENCE","10.1007/s11629-015-3761-x","http://doi.org/10.1007/s11629-015-3761-x"
"Tonetti, OAO; Faria, JMR; Jose, AC; Oliveira, TGS; Martins, JC",2016,"Seed survival of the tropical tree Cryptocarya aschersoniana (Lauraceae): Consequences of habitat disturbance","AUSTRAL ECOLOGY","10.1111/aec.12305","http://doi.org/10.1111/aec.12305"
"Glassman, SI; Levine, CR; DiRocco, AM; Battles, JJ; Bruns, TD",2016,"Ectomycorrhizal fungal spore bank recovery after a severe forest fire: some like it hot","ISME JOURNAL","10.1038/ismej.2015.182","http://doi.org/10.1038/ismej.2015.182"
"Grana, E; Diaz-Tielas, C; Lopez-Gonzalez, D; Martinez-Penalver, A; Reigosa, MJ; Sanchez-Moreiras, AM",2016,"The plant secondary metabolite citral alters water status and prevents seed formation in Arabidopsis thaliana","PLANT BIOLOGY","10.1111/plb.12418","http://doi.org/10.1111/plb.12418"
"Braga, AJT; de Lima, EE; Martins, BSV",2016,"SEED BANK IN TWO SITES OF SEMIDECIDUOUS SEASONAL FOREST IN VICOSA, MINAS GERAIS","REVISTA ARVORE","10.1590/0100-67622016000300005","http://doi.org/10.1590/0100-67622016000300005"
"Shang, ZH; Yang, SH; Wang, YL; Shi, JJ; Ding, LM; Long, RJ",2016,"Soil seed bank and its relation with above-ground vegetation along the degraded gradients of alpine meadow","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2016.01.067","http://doi.org/10.1016/j.ecoleng.2016.01.067"
"Williams-Linera, G; Bonilla-Moheno, M; Lopez-Barrera, F",2016,"Tropical cloud forest recovery: the role of seed banks in pastures dominated by an exotic grass","NEW FORESTS","10.1007/s11056-016-9526-8","http://doi.org/10.1007/s11056-016-9526-8"
"Zhang, M; Chen, FQ; Chen, SH; Wang, YJ; Wang, JZ",2016,"Effects of the seasonal flooding on riparian soil seed bank in the Three Gorges Reservoir Region: a case study in Shanmu River","SPRINGERPLUS","10.1186/s40064-016-2121-9","http://doi.org/10.1186/s40064-016-2121-9"
"Altenfelder, S; Kollmann, J; Albrecht, H",2016,"Effects of farming practice on populations of threatened amphibious plant species in temporarily flooded arable fields: implications for conservation management","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2016.02.002","http://doi.org/10.1016/j.agee.2016.02.002"
"Armengot, L; Blanco-Moreno, JM; Barberic, P; Bocci, G; Carlesi, S; Aendekerk, R; Berner, A; Celette, F; Grosse, M; Huiting, H; Kranzler, A; Luik, A; Mader, P; Peigne, J; Stoll, E; Delfosse, P; Sukkel, W; Surbock, A; Westaway, S; Sans, FX",2016,"Tillage as a driver of change in weed communities: a functional perspective","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2016.02.021","http://doi.org/10.1016/j.agee.2016.02.021"
"Liu, ML; Zhu, RQ; Zhang, ZS; Liu, LC; Hui, R; Bao, JT; Zhang, H",2016,"Water use traits and survival mechanisms of psammophytes in arid ecosystems","ARID LAND RESEARCH AND MANAGEMENT","10.1080/15324982.2015.1090498","http://doi.org/10.1080/15324982.2015.1090498"
"Concenco, G; Leme, JRA; Silva, CJ; Marques, RF; Silva, LBX; Correia, IVT",2016,"WEED OCCURRENCE IN SUGARCANE AS FUNCTION OF VARIETY AND GROUND STRAW MANAGEMENT","PLANTA DANINHA","10.1590/S0100-83582016340200003","http://doi.org/10.1590/S0100-83582016340200003"
"Martinez-Ramos, M; Arroyo-Cosultchi, G; Mandujano, CM; Golubov, J",2016,"Population dynamics of Mammillaria humboldtii, an endemic cactus from Hidalgo state, Mexico","BOTANICAL SCIENCES","10.17129/botsci.270","http://doi.org/10.17129/botsci.270"
"Soltani, E; Baskin, CC; Baskin, JM; Soltani, A; Galeshi, S; Ghaderi-far, F; Zeinali, E",2016,"A quantitative analysis of seed dormancy and germination in the winter annual weed Sinapis arvensis (Brassicaceae)","BOTANY","10.1139/cjb-2015-0166","http://doi.org/10.1139/cjb-2015-0166"
"Ashworth, MB; Walsh, MJ; Flower, KC; Vila-Aiub, MM; Powles, SB",2016,"Directional selection for flowering time leads to adaptive evolution in Raphanus raphanistrum (Wild radish)","EVOLUTIONARY APPLICATIONS","10.1111/eva.12350","http://doi.org/10.1111/eva.12350"
"Blath, J; Casanova, AG; Kurt, N; Wilke-Berenguer, M",2016,"A NEW COALESCENT FOR SEED-BANK MODELS","ANNALS OF APPLIED PROBABILITY","10.1214/15-AAP1106","http://doi.org/10.1214/15-AAP1106"
"Pinno, BD; Errington, RC",2016,"Burn Severity Dominates Understory Plant Community Response to Fire in Xeric Jack Pine Forests","FORESTS","10.3390/f7040083","http://doi.org/10.3390/f7040083"
"Gavilan, RG; Sanchez-Mata, D; Gaudencio, M; Gutierrez-Giron, A; Vilches, B",2016,"Impact of the non-indigenous shrub species Spartium junceum (Fabaceae) on native vegetation in central Spain","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtv039","http://doi.org/10.1093/jpe/rtv039"
"Fernandez-Pascual, E",2016,"Comparative seed germination traits in bog and fen mire wetlands","AQUATIC BOTANY","10.1016/j.aquabot.2016.01.001","http://doi.org/10.1016/j.aquabot.2016.01.001"
"Qin, LZ; Li, WT; Zhang, XM; Zhang, PD; Qiao, WM",2016,"Recovery of the eelgrass Zostera marina following intense Manila clam Ruditapes philippinarum harvesting disturbance in China: The role and fate of seedlings","AQUATIC BOTANY","10.1016/j.aquabot.2016.01.002","http://doi.org/10.1016/j.aquabot.2016.01.002"
"Cannas, R; Sacco, F; Cau, A; Cuccu, D; Follesa, MC; Cau, A",2016,"Genetic monitoring of deep-water exploited banks of the precious Sardinia coral Corallium rubrum (L., 1758): useful data for a sustainable management","AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS","10.1002/aqc.2522","http://doi.org/10.1002/aqc.2522"
"Zhuang, YL; Zhao, WZ",2016,"The ecological role of dew in assisting seed germination of the annual desert plant species in a desert environment, northwestern China","JOURNAL OF ARID LAND","10.1007/s40333-015-0014-3","http://doi.org/10.1007/s40333-015-0014-3"
"Torra, J; Royo-Esnal, A; Recasens, J",2016,"Temperature and Light Requirements for Germination and Emergence of Three Arable Papaveraceae Species","WEED SCIENCE","10.1614/WS-D-15-00127.1","http://doi.org/10.1614/WS-D-15-00127.1"
"Teitel, Z; Laursen, AE; Campbell, LG",2016,"Germination rates of weedy radish populations (Raphanus spp.) altered by crop-wild hybridisation, not human-mediated changes to soil moisture","WEED RESEARCH","10.1111/wre.12194","http://doi.org/10.1111/wre.12194"
"Angly, FE; Pantos, O; Morgan, TC; Rich, V; Tonin, H; Bourne, DG; Mercurio, P; Negri, AP; Tyson, GW",2016,"Diuron tolerance and potential degradation by pelagic microbiomes in the Great Barrier Reef lagoon","PEERJ","10.7717/peerj.1758","http://doi.org/10.7717/peerj.1758"
"Beckstead, J; Meyer, SE; Ishizuka, TS; McEvoy, KM; Coleman, CE",2016,"Lack of Host Specialization on Winter Annual Grasses in the Fungal Seed Bank Pathogen Pyrenophora semeniperda","PLOS ONE","10.1371/journal.pone.0151058","http://doi.org/10.1371/journal.pone.0151058"
"Valletta, A; Santamaria, AR; Fabrini, G; Tocci, N; Filho, VC; Wagner, T; Brasili, E; Pasqua, G",2016,"Strategies for ex situ conservation of Centaurea cineraria subsp. circae (Asteraceae), an endemic plant from Lazio (Italy)","PLANT BIOSYSTEMS","10.1080/11263504.2014.1001464","http://doi.org/10.1080/11263504.2014.1001464"
"Schantz, MC; Sheley, RL; James, JJ; Hamerlynck, EP",2016,"ROLE OF DISPERSAL TIMING AND FREQUENCY IN ANNUAL GRASS-INVADED GREAT BASIN ECOSYSTEMS: HOW MODIFYING SEEDING STRATEGIES INCREASES RESTORATION SUCCESS","WESTERN NORTH AMERICAN NATURALIST","10.3398/064.076.0106","http://doi.org/10.3398/064.076.0106"
"Kurova, J",2016,"The impact of soil properties and forest stand age on the soil seed bank","FOLIA GEOBOTANICA","10.1007/s12224-016-9236-1","http://doi.org/10.1007/s12224-016-9236-1"
"Thomas, H; Archer, JE; Turley, RM",2016,"REMEMBERING DARNEL, A FORGOTTEN PLANT OF LITERARY, RELIGIOUS, AND EVOLUTIONARY SIGNIFICANCE","JOURNAL OF ETHNOBIOLOGY","10.2993/0278-0771-36.1.29","http://doi.org/10.2993/0278-0771-36.1.29"
"Lewis-Jones, KE",2016,"""USEFUL TO US IN UNKNOWN WAYS"": SEED CONSERVATION AND THE QUEST FOR NOVEL HUMAN-PLANT RELATIONSHIPS FOR THE 21ST CENTURY","JOURNAL OF ETHNOBIOLOGY","10.2993/0278-0771-36.1.66","http://doi.org/10.2993/0278-0771-36.1.66"
"Vakhlamova, T; Rusterholz, HP; Kanibolotskaya, Y; Baur, B",2016,"Effects of road type and urbanization on the diversity and abundance of alien species in roadside verges in Western Siberia","PLANT ECOLOGY","10.1007/s11258-016-0565-1","http://doi.org/10.1007/s11258-016-0565-1"
"Nagahama, N; Martinez, GCG; Buduba, CG; Opazo, W; Caruso, CA; Ciari, G",2016,"Germinative variability of seeds from different populations of four species of native grasses from Patagonia: a case study in northwestern Chubut","BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA","10.31055/1851.2372.v51.n1.14417","http://doi.org/10.31055/1851.2372.v51.n1.14417"
"Crocker, EV; Lanzafane, JJ; Karp, MA; Nelson, EB",2016,"Overwintering seeds as reservoirs for seedling pathogens of wetland plant species","ECOSPHERE","10.1002/ecs2.1281","http://doi.org/10.1002/ecs2.1281"
"Kashima, K; Yuki, Y; Mejima, M; Kurokawa, S; Suzuki, Y; Minakawa, S; Takeyama, N; Fukuyama, Y; Azegami, T; Tanimoto, T; Kuroda, M; Tamura, M; Gomi, Y; Kiyono, H",2016,"Good manufacturing practices production of a purification-free oral cholera vaccine expressed in transgenic rice plants","PLANT CELL REPORTS","10.1007/s00299-015-1911-9","http://doi.org/10.1007/s00299-015-1911-9"
"Cochrane, A",2016,"Can sensitivity to temperature during germination help predict global warming vulnerability?","SEED SCIENCE RESEARCH","10.1017/S0960258515000355","http://doi.org/10.1017/S0960258515000355"
"Treurnicht, M; Pagel, J; Esler, KJ; Schutte-Vlok, A; Nottebrock, H; Kraaij, T; Rebelo, AG; Schurr, FM",2016,"Environmental drivers of demographic variation across the global geographical range of 26 plant species","JOURNAL OF ECOLOGY","10.1111/1365-2745.12508","http://doi.org/10.1111/1365-2745.12508"
"Jin, W; Smith, HL; Thieme, HR",2016,"Persistence versus extinction for a class of discrete-time structured population models","JOURNAL OF MATHEMATICAL BIOLOGY","10.1007/s00285-015-0898-8","http://doi.org/10.1007/s00285-015-0898-8"
"Rijal, S; Cochard, R",2016,"Invasion of Mimosa pigra on the cultivated Mekong River floodplains near Kratie, Cambodia: farmers' coping strategies, perceptions, and outlooks","REGIONAL ENVIRONMENTAL CHANGE","10.1007/s10113-015-0776-3","http://doi.org/10.1007/s10113-015-0776-3"
"Acosta-Jamett, G; Gutierrez, JR; Kelt, DA; Meserve, PL; Previtali, MA",2016,"El Nino Southern Oscillation drives conflict between wild carnivores and livestock farmers in a semiarid area in Chile","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2015.08.021","http://doi.org/10.1016/j.jaridenv.2015.08.021"
"Starr, SM; Heintzman, LJ; Mulligan, KR; Barbato, LS; McIntyre, NE",2016,"Using Remotely Sensed Imagery to Document How Land Use Drives Turbidity of Playa Waters in Texas","REMOTE SENSING","10.3390/rs8030192","http://doi.org/10.3390/rs8030192"
"Nussbaumer, Y; Cole, MA; Offler, CE; Patrick, JW",2016,"Identifying and ameliorating nutrient limitations to reconstructing a forest ecosystem on mined land","RESTORATION ECOLOGY","10.1111/rec.12294","http://doi.org/10.1111/rec.12294"
"Fernandez-Aparicio, M; Reboud, X; Gibot-Leclerc, S",2016,"Broomrape Weeds. Underground Mechanisms of Parasitism and Associated Strategies for their Control: A Review","FRONTIERS IN PLANT SCIENCE","10.3389/fpls.2016.00135","http://doi.org/10.3389/fpls.2016.00135"
"Teixeira, S; Pearson, GA; Candeias, R; Madeira, C; Valero, M; Serrao, EA",2016,"Lack of fine-scale genetic structure and distant mating in natural populations of Fucus vesiculosus","MARINE ECOLOGY PROGRESS SERIES","10.3354/meps11607","http://doi.org/10.3354/meps11607"
"Xiao, DR; Zhang, C; Zhang, LQ; Zhu, ZC; Tian, K; Gao, W",2016,"Seed dispersal capacity and post-dispersal fate of the invasive Spartina alterniflora in saltmarshes of the Yangtze Estuary","ESTUARINE COASTAL AND SHELF SCIENCE","10.1016/j.ecss.2015.11.032","http://doi.org/10.1016/j.ecss.2015.11.032"
"Eycott, AE; Esaete, J; Reinio, J; Telford, RJ; Vandvik, V",2016,"Plant functional group responses in an African tropical forest recovering from disturbance","PLANT ECOLOGY & DIVERSITY","10.1080/17550874.2016.1143535","http://doi.org/10.1080/17550874.2016.1143535"
"Xavier, RO; Alday, JG; Marrs, RH; Matos, DMS",2016,"The role of Pteridium arachnoideum (Kaulf) on the seed bank of the endangered Brazilian Cerrado","BRAZILIAN JOURNAL OF BIOLOGY","10.1590/1519-6984.21814","http://doi.org/10.1590/1519-6984.21814"
"Limon, A; Peco, B",2016,"Germination and emergence of annual species and burial depth: Implications for restoration ecology","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2016.01.001","http://doi.org/10.1016/j.actao.2016.01.001"
"Arroyo-Cosultchi, G; Golubov, J; Mandujano, MC",2016,"Pulse seedling recruitment on the population dynamics of a columnar cactus: Effect of an extreme rainfall event","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","10.1016/j.actao.2016.01.006","http://doi.org/10.1016/j.actao.2016.01.006"
"Liot, Q; Constant, P",2016,"Breathing air to save energy - new insights into the ecophysiological role of high-affinity [NiFe]-hydrogenase inStreptomyces avermitilis","MICROBIOLOGYOPEN","10.1002/mbo3.310","http://doi.org/10.1002/mbo3.310"
"Seeber, E; Miehe, G; Hensen, I; Yang, YP; Wesche, K",2016,"Mixed reproduction strategy and polyploidy facilitate dominance of Kobresia pygmaea on the Tibetan Plateau","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtv035","http://doi.org/10.1093/jpe/rtv035"
"Postma, FM; Lundemo, S; Agren, J",2016,"Seed dormancy cycling and mortality differ between two locally adapted populations of Arabidopsis thaliana","ANNALS OF BOTANY","10.1093/aob/mcv171","http://doi.org/10.1093/aob/mcv171"
"Lopez-Calderon, JM; Riosmena-Rodriguez, R; Torre, J; Meling, A; Basurto, X",2016,"Zostera marina meadows from the Gulf of California: conservation status","BIODIVERSITY AND CONSERVATION","10.1007/s10531-016-1045-6","http://doi.org/10.1007/s10531-016-1045-6"
"Qian, JQ; Liu, ZM; Hatier, JHB; Liu, B",2016,"The Vertical Distribution of Soil Seed Bank and Its Restoration Implication in an Active Sand Dune of Northeastern Inner Mongolia, China","LAND DEGRADATION & DEVELOPMENT","10.1002/ldr.2428","http://doi.org/10.1002/ldr.2428"
"Astrin, JJ; Betsou, F",2016,"Trends in Biobanking: A Bibliometric Overview","BIOPRESERVATION AND BIOBANKING","10.1089/bio.2015.0019","http://doi.org/10.1089/bio.2015.0019"
"Ameixa, OMCC; Marques, B; Fernandes, VS; Soares, AMVM; Calado, R; Lillebo, AI",2016,"Dimorphic seeds of Salicornia ramosissima display contrasting germination responses under different salinities","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2015.11.019","http://doi.org/10.1016/j.ecoleng.2015.11.019"
"Zambrano-Navea, C; Bastida, F; Gonzalez-Andujar, JL",2016,"A cohort-based stochastic model of the population dynamic and long-term management of Conyza bonariensis in fruiting tree crops","CROP PROTECTION","10.1016/j.cropro.2015.10.023","http://doi.org/10.1016/j.cropro.2015.10.023"
"Kremp, A; Oja, J; LeTortorec, AH; Hakanen, P; Tahvanainen, P; Tuimala, J; Suikkanen, S",2016,"Diverse seed banks favour adaptation of microalgal populations to future climate conditions","ENVIRONMENTAL MICROBIOLOGY","10.1111/1462-2920.13070","http://doi.org/10.1111/1462-2920.13070"
"Guzzon, F; Muller, J",2016,"Current availability of seed material of enset (Ensete ventricosum, Musaceae) and its Sub-Saharan wild relatives","GENETIC RESOURCES AND CROP EVOLUTION","10.1007/s10722-015-0355-y","http://doi.org/10.1007/s10722-015-0355-y"
"Miao, CP; Li, XH; Jia, MY; Han, X; Jiang, DM",2016,"Spatial structure and species composition of soil seed banks in moving sand dune systems of northeast China","JOURNAL OF FORESTRY RESEARCH","10.1007/s11676-015-0166-1","http://doi.org/10.1007/s11676-015-0166-1"
"Vandvik, V; Klanderud, K; Meineri, E; Maren, IE; Topper, J",2016,"Seed banks are biodiversity reservoirs: species-area relationships above versus below ground","OIKOS","10.1111/oik.02022","http://doi.org/10.1111/oik.02022"
"Peres, S",2016,"Saving the gene pool for the future: Seed banks as archives","STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE PART C-STUDIES IN HISTORY AND PHILOSOPHY OF BIOLOGICAL AND BIOMEDIAL SCIENCES","10.1016/j.shpsc.2015.09.002","http://doi.org/10.1016/j.shpsc.2015.09.002"
"Cole, IA; Prober, S; Lunt, I; Koen, TB",2016,"Nutrient versus seed bank depletion approaches to controlling exotic annuals in threatened Box Gum woodlands","AUSTRAL ECOLOGY","10.1111/aec.12293","http://doi.org/10.1111/aec.12293"
"Kaya-Altop, E; Haghnama, K; Sariaslan, D; Phillippo, CJ; Mennan, H; Zandstra, BH",2016,"Long-term perennial weed control strategies: Economic analyses and yield effect in hazelnut (Corylus avellana)","CROP PROTECTION","10.1016/j.cropro.2015.10.022","http://doi.org/10.1016/j.cropro.2015.10.022"
"Hamasaki, K; Taniguchi, A; Tada, Y; Kaneko, R; Miki, T",2016,"Active populations of rare microbes in oceanic environments as revealed by bromodeoxyuridine incorporation and 454 tag sequencing","GENE","10.1016/j.gene.2015.10.016","http://doi.org/10.1016/j.gene.2015.10.016"
"Tamura, A",2016,"Potential of soil seed banks in the ecological restoration of overgrazed floor vegetation in a cool-temperate old-growth damp forest in eastern Japan","JOURNAL OF FOREST RESEARCH","10.1007/s10310-015-0509-y","http://doi.org/10.1007/s10310-015-0509-y"
"Castro, H; Barrico, L; Rodriguez-Echeverria, S; Freitas, H",2016,"Trends in plant and soil microbial diversity associated with Mediterranean extensive cereal-fallow rotation agro-ecosystems","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2015.10.027","http://doi.org/10.1016/j.agee.2015.10.027"
"Martinkova, J; Klimesova, J",2016,"Enforced Clonality Confers a Fitness Advantage","FRONTIERS IN PLANT SCIENCE","10.3389/fpls.2016.00002","http://doi.org/10.3389/fpls.2016.00002"
"He, MX; Lv, LY; Li, HY; Meng, WQ; Zhao, N",2016,"Analysis on Soil Seed Bank Diversity Characteristics and Its Relation with Soil Physical and Chemical Properties after Substrate Addition","PLOS ONE","10.1371/journal.pone.0147439","http://doi.org/10.1371/journal.pone.0147439"
"Smith, TM; York, PH; Macreadie, PI; Keough, MJ; Ross, DJ; Sherman, CDH",2016,"Recovery pathways from small-scale disturbance in a temperate Australian seagrass","MARINE ECOLOGY PROGRESS SERIES","10.3354/meps11531","http://doi.org/10.3354/meps11531"
"Li, B; Du, CL; Yuan, XZ; Willison, JHM; Xiao, HY",2016,"Suitability of Taxodium distichum for Afforesting the Littoral Zone of the Three Gorges Reservoir","PLOS ONE","10.1371/journal.pone.0146664","http://doi.org/10.1371/journal.pone.0146664"
"O'Donnell, J; Fryirs, KA; Leishman, MR",2016,"Seed banks as a source of vegetation regeneration to support the recovery of degraded rivers: A comparison of river reaches of varying condition","SCIENCE OF THE TOTAL ENVIRONMENT","10.1016/j.scitotenv.2015.10.118","http://doi.org/10.1016/j.scitotenv.2015.10.118"
"Smith, RG; Atwood, LW; Morris, MB; Mortensen, DA; Koide, RT",2016,"Evidence for indirect effects of pesticide seed treatments on weed seed banks in maize and soybean","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2015.10.008","http://doi.org/10.1016/j.agee.2015.10.008"
"Milakovic, I; Karrer, G",2016,"The influence of mowing regime on the soil seed bank of the invasive plant Ambrosia artemisiifolia L.","NEOBIOTA","10.3897/neobiota.28.6838","http://doi.org/10.3897/neobiota.28.6838"
"Ferrando-Pardoa, I; Ferrer-Gallego, P; Laguna-Lumbreras, E",2016,"Assessing the conservation value of ex situ seed bank collections of endangered wild plants","ISRAEL JOURNAL OF PLANT SCIENCES","10.1080/07929978.2015.1125676","http://doi.org/10.1080/07929978.2015.1125676"
"Durant, RA; Nielsen, DL; Ward, KA",2016,"Evaluation of Pseudoraphis spinescens (Poaceae) seed bank from Barmah Forest floodplain","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT15288","http://doi.org/10.1071/BT15288"
"Bright, EG; Gill, M; Barrientes, A; Bergey, EA",2016,"FIRE RESILIENCE OF AQUATIC CRUSTACEAN RESTING STAGES IN PLAYA WETLANDS, OKLAHOMA, USA","FIRE ECOLOGY","10.4996/fireecology.1203026","http://doi.org/10.4996/fireecology.1203026"
"Bebawi, FF; Campbell, SD; Mayer, RJ",2016,"Seed fall, seed predation, twigging and litter fall of Cascabela thevetia (L.) Lippold","RANGELAND JOURNAL","10.1071/RJ16021","http://doi.org/10.1071/RJ16021"
"Villa, MVED; Madanes, N; Cristiano, PM; Goldstein, G",2016,"Seed bank composition and Ligustrum lucidum invasion in coastal forests in Buenos Aires, Argentina","BOSQUE","10.4067/S0717-92002016000300015","http://doi.org/10.4067/S0717-92002016000300015"
"Costa, MCD; Faria, JMR; Jose, AC; Ligterink, W; Hilhorst, HWM",2016,"Desiccation tolerance and longevity of germinated Sesbania virgata (Cav.) Pers. seeds","JOURNAL OF SEED SCIENCE","10.1590/2317-1545v38n1155510","http://doi.org/10.1590/2317-1545v38n1155510"
"Emond, C; Lapointe, L; Hugron, S; Rochefort, L",2016,"Reintroduction of salt marsh vegetation and phosphorus fertilisation improve plant colonisation on seawater-contaminated cutover bogs","MIRES AND PEAT","10.19189/MaP.2015.OMB.209","http://doi.org/10.19189/MaP.2015.OMB.209"
"Disciglio, G; Lops, F; Carlucci, A; Gatta, G; Tarantino, A; Frabboni, L; Carriero, F; Tarantino, E",2016,"Effects of different methods to control the parasitic weed Phelipanche ramosa (L.) Pomel in processing tomato crops","ITALIAN JOURNAL OF AGRONOMY","10.4081/ija.2016.681","http://doi.org/10.4081/ija.2016.681"
"Hu, XW; Zhang, R; Min, DD; Fan, SG; Wang, YR; Baskin, JM",2016,"Factors restricting seed germination and seedling recruitment of Ammopiptanthus mongolicus: an evergreen shrub endemic to cold deserts in China","SEED SCIENCE AND TECHNOLOGY","10.15258/sst.2016.44.2.07","http://doi.org/10.15258/sst.2016.44.2.07"
"Alvares-Carvalho, SV; Duarte, JF; Santos, TC; Santos, RM; Silva-Mann, R; Carvalho, D",2016,"Structure and genetic diversity of natural Brazilian pepper populations (Schinus terebinthifolius Raddi)","GENETICS AND MOLECULAR RESEARCH","10.4238/gmr.15028123","http://doi.org/10.4238/gmr.15028123"
"Souza, EMS; Pereira, GS; Silva-Mann, R; Alvares-Carvalho, SV; Ferreira, RA",2016,"A comparative framework of the Erythrina velutina tree species in reforested land and native populations","GENETICS AND MOLECULAR RESEARCH","10.4238/gmr.15028534","http://doi.org/10.4238/gmr.15028534"
"Hunter, JT",2016,"Differences in disturbance type and nutrient availability favour different functional traits across three co-occurring montane wetland systems in eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT16021","http://doi.org/10.1071/BT16021"
"Busso, CA; Montenegro, OA; Torres, YA; Giorgetti, HD; Rodriguez, GD",2016,"ABOVEGROUND NET PRIMARY PRODUCTIVITY AND COVER OF VEGETATION EXPOSED TO VARIOUS DISTURBANCES IN ARID ARGENTINA","APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","10.15666/aeer/1403_051075","http://doi.org/10.15666/aeer/1403_051075"
"Kin, AG; Suarez, CE; Chirino, CC; Avila, PL; Morici, EFA",2016,"Impact of heat on seed germination of three perennial grasses in the semiarid region in Central Argentina","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT15238","http://doi.org/10.1071/BT15238"
"Boydak, M; Caliskan, S",2016,"Effects of heat shock on seed germination of Turkish red pine (Pinus brutia)","BOSQUE","10.4067/S0717-92002016000200011","http://doi.org/10.4067/S0717-92002016000200011"
"Pruchniewicz, D; Donath, TW; Otte, A; Zolnierz, L; Eckstein, RL",2016,"Effect of expansive species on seed rain and soil seed bank of mountain mesic meadows","TUEXENIA","10.14471/2016.36.011","http://doi.org/10.14471/2016.36.011"
"Valko, O; Deak, B; Torok, P; Kirmer, A; Tischew, S; Kelemen, A; Toth, K; Miglecz, T; Radocz, S; Sonkoly, J; Toth, E; Kiss, R; Kapocsi, I; Tothmeresz, B",2016,"High-diversity sowing in establishment gaps: a promising new tool for enhancing grassland biodiversity","TUEXENIA","10.14471/2016.36.020","http://doi.org/10.14471/2016.36.020"
"Salla, F; Jose, AC; Faria, JMR",2016,"ECOPHYSIOLOGICAL ANALYSIS OF GENIPA AMERICANA L. SEEDS IN AN INDUCED SOIL SEED BANK","CERNE","10.1590/0104776020162212047","http://doi.org/10.1590/0104776020162212047"
"Mokotjomela, TM",2016,"Patterns of granivory in Acacia cyclops stands under biological control at Langebaanweg, South Africa","NATUREZA & CONSERVACAO","10.1016/j.ncon.2016.02.002","http://doi.org/10.1016/j.ncon.2016.02.002"
"Smith, C; DeKeyser, ES; Dixon, C; Kobiela, B; Little, A",2016,"Effects of Sediment Removal on Prairie Pothole Wetland Plant Communities in North Dakota","NATURAL AREAS JOURNAL","10.3375/043.036.0110","http://doi.org/10.3375/043.036.0110"
"Krigas, N; Menteli, V; Vokou, D",2016,"Analysis of the ex situ conservation of the Greek endemic flora at national European and global scales and of its effectiveness in meeting GSPC Target 8","PLANT BIOSYSTEMS","10.1080/11263504.2014.988194","http://doi.org/10.1080/11263504.2014.988194"
"Salces-Castellano, A; Paniw, M; Casimiro-Soriguer, R; Ojeda, F",2016,"Attract them anyway: benefits of large, showy flowers in a highly autogamous, carnivorous plant species","AOB PLANTS","10.1093/aobpla/plw017","http://doi.org/10.1093/aobpla/plw017"
"Wang, YC; Alberto, BC; Jiang, DM; Ala, M; Li, XH; Zhou, QL; Lin, JX; Ren, GH; Jia, L",2016,"The role of sexual vs. asexual recruitment of Artemisia wudanica in transition zone habitats between inter-dune lowlands and active dunes in Inner Mongolia, China","SOLID EARTH","10.5194/se-7-621-2016","http://doi.org/10.5194/se-7-621-2016"
"Moszkowicz, L",2016,"Distribution of vascular plant species in woodland patches of Ojcow National Park (southern Poland) in relation to seed dispersal","ACTA SOCIETATIS BOTANICORUM POLONIAE","10.5586/asbp.3484","http://doi.org/10.5586/asbp.3484"
"Ali, S; Malik, MA; Ansar, M; Qadir, G; Qureshi, R",2016,"Seed Bank Density and Weed Flora Dynamics of Bindweed (Convolvulus arvensis) as Affected by Different Tillage Systems in Rainfed Wheat (Triticum aestivum)","INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY","10.17957/IJAB/15.0031","http://doi.org/10.17957/IJAB/15.0031"
"Bebawi, FF; Campbell, SD; Mayer, RJ",2016,"Seed bank persistence and germination of chinee apple (Ziziphus mauritiana Lam.)","RANGELAND JOURNAL","10.1071/RJ15104","http://doi.org/10.1071/RJ15104"
